#a	c	entropy	std
0.3	0.5	0.2234902673412916	0.22506551320244683
0.3	0.6	0.1786506095242687	0.18550784875472698
0.3	0.7	0.15142116717701734	0.14844681231782628
0.3	0.8	0.1576803083636268	0.15168861040493498
0.3	0.9	0.11853674516183951	0.09687202127036677
0.3	0.999	0.10733939000328714	0.0786487614677681
0.35000000000000003	-0.999	0.8736457951542657	0.0881467338803262
0.35000000000000003	-0.9	0.8711157458268939	0.09121444478837004
0.35000000000000003	-0.8	0.8668624510414159	0.11899350531661347
0.35000000000000003	-0.7	0.8330313186184001	0.15202094912491096
0.35000000000000003	-0.6	0.7812152486641624	0.22237093147813028
0.35000000000000003	-0.5	0.7385717363256383	0.23997069399015758
0.35000000000000003	-0.4	0.6381207941289975	0.30260588816517525
0.35000000000000003	-0.3	0.5610412381455213	0.3215787810430638
0.35000000000000003	-0.2	0.544890516737586	0.33204806643902496
0.35000000000000003	-0.1	0.43955060004086044	0.3178616395241493
0.35000000000000003	-0.0	0.3882080869801803	0.3138431469871494
0.35000000000000003	0.1	0.36208218548196347	0.3088010895388634
0.35000000000000003	0.2	0.3639090026215803	0.31078425159444606
0.35000000000000003	0.3	0.27564034664627707	0.269661133026995
0.35000000000000003	0.4	0.24793855583566965	0.2555761829267025
0.35000000000000003	0.5	0.22716900051271674	0.23963732202025106
0.35000000000000003	0.6	0.17515482095788862	0.18017923984428016
0.35000000000000003	0.7	0.14887610624845055	0.1495880233287214
0.35000000000000003	0.8	0.1360967688443854	0.1191364863319081
0.35000000000000003	0.9	0.12212185960411986	0.10643586907445339
0.35000000000000003	0.999	0.12307209995978827	0.08889478026198597
0.39999999999999997	-0.999	0.860000755989643	0.08195091516892414
0.39999999999999997	-0.9	0.8726259029057306	0.09950980553162958
0.39999999999999997	-0.8	0.8666540211328257	0.11456208487238859
0.39999999999999997	-0.7	0.8361177329593427	0.15660651643389628
0.39999999999999997	-0.6	0.7821579905726724	0.21816175057555032
0.39999999999999997	-0.5	0.7155284371628612	0.25699026132275343
0.39999999999999997	-0.4	0.6861839074324505	0.2840311867026862
0.39999999999999997	-0.3	0.6146198173235029	0.3200757420838759
0.39999999999999997	-0.2	0.5560203664396877	0.3332107085285503
0.39999999999999997	-0.1	0.4906410453928139	0.32868207250947035
0.39999999999999997	-0.0	0.4231356611252496	0.32173352171066044
0.39999999999999997	0.1	0.350817096889522	0.2942165729795327
0.39999999999999997	0.2	0.34333974449005	0.2994633516937932
0.39999999999999997	0.3	0.2770535159855459	0.27071105209580043
0.39999999999999997	0.4	0.2455318926737178	0.25293322368446536
0.39999999999999997	0.5	0.20923447623713046	0.2289481176381971
0.39999999999999997	0.6	0.1949887658716283	0.20890208304814958
0.39999999999999997	0.7	0.17516059589620572	0.18524131141500616
0.39999999999999997	0.8	0.15111594356151903	0.14563205390492015
0.39999999999999997	0.9	0.1210153626630677	0.09765096907195936
0.39999999999999997	0.999	0.11177195277716255	0.07090415089809067
0.44999999999999996	-0.999	0.8606909167311525	0.08152147175714972
0.44999999999999996	-0.9	0.8736801273253532	0.09741432728315903
0.44999999999999996	-0.8	0.8608465101559263	0.09102963640701334
0.44999999999999996	-0.7	0.8354799217393771	0.1387663776603434
0.44999999999999996	-0.6	0.8051351175386147	0.19587268095342503
0.44999999999999996	-0.5	0.7265007945654203	0.26013418527269155
0.44999999999999996	-0.4	0.6937721054111083	0.26931909390533015
0.44999999999999996	-0.3	0.6213243563518247	0.30323048707166445
0.44999999999999996	-0.2	0.6160317210449753	0.31121891142933555
0.44999999999999996	-0.1	0.48839191039182706	0.32423151853072946
0.44999999999999996	-0.0	0.4340910163161927	0.31474505357142935
0.44999999999999996	0.1	0.37157507364609293	0.31316330948848103
0.44999999999999996	0.2	0.35614427355359574	0.3048572042954735
0.44999999999999996	0.3	0.31800216946470605	0.2865053847932324
0.44999999999999996	0.4	0.2543681189764292	0.24479919180432563
0.44999999999999996	0.5	0.22047089593643232	0.2201039859042215
0.44999999999999996	0.6	0.19927023582624226	0.21235049905233966
0.44999999999999996	0.7	0.16412555975358073	0.1657889797357777
0.44999999999999996	0.8	0.16328130155093112	0.1694013212486214
0.44999999999999996	0.9	0.12508191079641645	0.10516131521622192
0.44999999999999996	0.999	0.11414502470103662	0.07655747811972173
0.5	-0.999	0.8654026705227728	0.08519507785847283
0.5	-0.9	0.8594161172546346	0.0840489675090033
0.5	-0.8	0.8514523313295584	0.11609034024145996
0.5	-0.7	0.8428429700601745	0.1174237748693832
0.5	-0.6	0.8042433722453746	0.1907348661229133
0.5	-0.5	0.7831287886411985	0.21444565126970092
0.5	-0.4	0.7179314342402071	0.2536074951584178
0.5	-0.3	0.6458250082302505	0.2886110675165171
0.5	-0.2	0.5377091801752925	0.31014759520778307
0.5	-0.1	0.5246393810767086	0.316978043970979
0.5	-0.0	0.41664412866309564	0.3181781226600016
0.5	0.1	0.4007986985715853	0.31500749150576773
0.5	0.2	0.3501945844848571	0.30948764731938255
0.5	0.3	0.31141557423343286	0.2869399854164799
0.5	0.4	0.27310487407732315	0.27537215073605614
0.5	0.5	0.21295931191773895	0.20922934979645996
0.5	0.6	0.23362412405058508	0.24241293469207487
0.5	0.7	0.15392732414413945	0.1452239515915567
0.5	0.8	0.1436193480309828	0.11344029701479276
0.5	0.9	0.1369807483544215	0.12619248637856637
0.5	0.999	0.11120626423993264	0.07315822010542261
0.5499999999999999	-0.999	0.869492197673673	0.09275518604486328
0.5499999999999999	-0.9	0.8643287438094757	0.09148043337375762
0.5499999999999999	-0.8	0.8771184540929495	0.10929602793186814
0.5499999999999999	-0.7	0.8458733634219512	0.14020221493673757
0.5499999999999999	-0.6	0.8320092401149222	0.15234859494973868
0.5499999999999999	-0.5	0.7534609829096325	0.21675378826654246
0.5499999999999999	-0.4	0.7000920323158824	0.27138951080192836
0.5499999999999999	-0.3	0.6465865984233164	0.30217605301144485
0.5499999999999999	-0.2	0.5878385341744577	0.31786036716166166
0.5499999999999999	-0.1	0.5094055404317822	0.33399169211179297
0.5499999999999999	-0.0	0.4480748073766186	0.31934005068827936
0.5499999999999999	0.1	0.43639696306374076	0.32444458644461316
0.5499999999999999	0.2	0.3662395916065278	0.308276350069954
0.5499999999999999	0.3	0.31848573360632937	0.2914742920937981
0.5499999999999999	0.4	0.2902150452139724	0.2838978851008117
0.5499999999999999	0.5	0.24150069320119982	0.24376797011044654
0.5499999999999999	0.6	0.1949523931011689	0.18988092428466335
0.5499999999999999	0.7	0.18898791367011064	0.20042366701031455
0.5499999999999999	0.8	0.14707135268261717	0.1254032508054916
0.5499999999999999	0.9	0.14139180246107214	0.14630268416595882
0.5499999999999999	0.999	0.12179246595991211	0.09084730434757117
0.6	-0.999	0.8643050557482738	0.09475510716194252
0.6	-0.9	0.8629605572161995	0.09385285430242923
0.6	-0.8	0.8670180121054666	0.10726453928819019
0.6	-0.7	0.8508962951658557	0.11399977861983218
0.6	-0.6	0.8135222485221689	0.16842902155225817
0.6	-0.5	0.7390530333411874	0.25191188740123854
0.6	-0.4	0.7054196566688349	0.2591154784676901
0.6	-0.3	0.6634543134059256	0.2908916713855954
0.6	-0.2	0.6144092160052959	0.2976191621394855
0.6	-0.1	0.5605344067133934	0.32870718207334987
0.6	-0.0	0.4596121009251074	0.3312373845411632
0.6	0.1	0.39641772352548493	0.3186518895948352
0.6	0.2	0.3716354193971943	0.3108213693626135
0.6	0.3	0.3430968850823437	0.30129282272211283
0.6	0.4	0.30152411342466723	0.27443525394060436
0.6	0.5	0.27285329066925224	0.278969121173487
0.6	0.6	0.2052553314467593	0.21616998805948673
0.6	0.7	0.18005991461738394	0.17148344650872852
0.6	0.8	0.16063736727873584	0.1628733097810858
0.6	0.9	0.14943959801683881	0.13805101717267024
0.6	0.999	0.14143046905989642	0.11333618268048525
0.65	-0.999	0.8602803973109406	0.0912264278843248
0.65	-0.9	0.8633750409088882	0.08725372342656873
0.65	-0.8	0.8636621550542467	0.10208479585296369
0.65	-0.7	0.8396480810405555	0.15784031228217285
0.65	-0.6	0.8136188750345998	0.1958294234809289
0.65	-0.5	0.8037867585821233	0.18865652013312037
0.65	-0.4	0.731071513755883	0.25964057723402345
0.65	-0.3	0.6767311572741829	0.2863377756443575
0.65	-0.2	0.6174595916093559	0.318460667256465
0.65	-0.1	0.5846907345571967	0.32360276047122627
0.65	-0.0	0.4792113727596647	0.3222666396363537
0.65	0.1	0.4226718444568144	0.32453288409412334
0.65	0.2	0.3616247918095951	0.31444735160029785
0.65	0.3	0.313137892358977	0.28322212381128636
0.65	0.4	0.2935045626124933	0.2726001937419695
0.65	0.5	0.22171681538380583	0.21882166697135824
0.65	0.6	0.22531074458540676	0.22300944557841548
0.65	0.7	0.1652626335233247	0.1666810176635611
0.65	0.8	0.1484254117879504	0.12462838144992215
0.65	0.9	0.13280869808140683	0.12089501493907959
0.65	0.999	0.13387191690622735	0.09515193242204117
0.7000000000000001	-0.999	0.8593251021089575	0.08753919329562934
0.7000000000000001	-0.9	0.8696219044209301	0.09561114957769133
0.7000000000000001	-0.8	0.8766206613131623	0.10680069576080914
0.7000000000000001	-0.7	0.8385859021218964	0.1616345116863838
0.7000000000000001	-0.6	0.8082493023539093	0.1873990240083257
0.7000000000000001	-0.5	0.8189823679831384	0.1959413649280365
0.7000000000000001	-0.4	0.7569138791769608	0.2366707690019948
0.7000000000000001	-0.3	0.7014723585258925	0.2839009383043789
0.7000000000000001	-0.2	0.6019575146872496	0.3110277614200551
0.7000000000000001	-0.1	0.5618938705986534	0.32511268391465103
0.7000000000000001	-0.0	0.48283498742216313	0.3199769381833355
0.7000000000000001	0.1	0.4869024492179401	0.3288705067953147
0.7000000000000001	0.2	0.4357712042951423	0.32885210700172424
0.7000000000000001	0.3	0.3498835820722783	0.2927283940791509
0.7000000000000001	0.4	0.2819651379970215	0.2700766099573866
0.7000000000000001	0.5	0.24516242230620086	0.2418757662408382
0.7000000000000001	0.6	0.23553900133304004	0.2320330684216867
0.7000000000000001	0.7	0.2055964046721519	0.20915235942996807
0.7000000000000001	0.8	0.18720834704097755	0.1816408175040888
0.7000000000000001	0.9	0.14170415371236264	0.10466488678354442
0.7000000000000001	0.999	0.13895495164756785	0.11950124690827872
0.7499999999999999	-0.999	0.8753540283430256	0.1032121191174017
0.7499999999999999	-0.9	0.8717765026400156	0.09664008183975005
0.7499999999999999	-0.8	0.8798996438521359	0.1016344516782244
0.7499999999999999	-0.7	0.8483028899461166	0.1452959666176999
0.7499999999999999	-0.6	0.8648026085257107	0.12470016162610793
0.7499999999999999	-0.5	0.7742207124453194	0.21341407858919578
0.7499999999999999	-0.4	0.770646038795626	0.20400084796365836
0.7499999999999999	-0.3	0.684666572600641	0.3029753823022867
0.7499999999999999	-0.2	0.6645547643852379	0.32313658907201426
0.7499999999999999	-0.1	0.6321303243117022	0.3119647503521862
0.7499999999999999	-0.0	0.5800536051463024	0.31336233498075255
0.7499999999999999	0.1	0.46417538620022053	0.33433341532181454
0.7499999999999999	0.2	0.4069104149571054	0.32021792771875146
0.7499999999999999	0.3	0.41543979420096755	0.32274372900753423
0.7499999999999999	0.4	0.349777514179949	0.30304120582457894
0.7499999999999999	0.5	0.2752746401492178	0.2642042215098139
0.7499999999999999	0.6	0.24248494275460386	0.2375567630929753
0.7499999999999999	0.7	0.19798606796358154	0.1869287541377144
0.7499999999999999	0.8	0.19245557382431683	0.17668319265820598
0.7499999999999999	0.9	0.14110534859019963	0.10795638141498054
0.7499999999999999	0.999	0.1328801140891635	0.10523633891368217
0.7999999999999999	-0.999	0.881521892631792	0.09816674142655818
0.7999999999999999	-0.9	0.870828690453587	0.10174807553867392
0.7999999999999999	-0.8	0.8796466858596494	0.10573674181459392
0.7999999999999999	-0.7	0.8533608764560077	0.14978350814129265
0.7999999999999999	-0.6	0.841918536640931	0.1660915993655482
0.7999999999999999	-0.5	0.8103762670991702	0.21789943051214924
0.7999999999999999	-0.4	0.7865751439344193	0.2273445969935443
0.7999999999999999	-0.3	0.7287229673743166	0.27014887988746356
0.7999999999999999	-0.2	0.7096922535232445	0.2814284990100818
0.7999999999999999	-0.1	0.5343149030114205	0.32980418383803173
0.7999999999999999	-0.0	0.5398703774421053	0.32260311999198377
0.7999999999999999	0.1	0.4747285803483684	0.32356733096051754
0.7999999999999999	0.2	0.39992543895873234	0.3075103693537607
0.7999999999999999	0.3	0.4113858591179673	0.3148883873176013
0.7999999999999999	0.4	0.2898261615423306	0.2699192172040424
0.7999999999999999	0.5	0.309821529804592	0.28100242170783957
0.7999999999999999	0.6	0.24467115337879328	0.23648313181601263
0.7999999999999999	0.7	0.23491236378822808	0.24506990631075876
0.7999999999999999	0.8	0.1824618961681512	0.16087677680607995
0.7999999999999999	0.9	0.1740176638469531	0.1523302470668379
0.7999999999999999	0.999	0.15662602119515007	0.11676631359645794
0.85	-0.999	0.8774054259018583	0.09375869134380252
0.85	-0.9	0.8846338479827551	0.09898303576301226
0.85	-0.8	0.8832114657471526	0.09997662861954613
0.85	-0.7	0.8759025287344684	0.15009415495344014
0.85	-0.6	0.8408264503780083	0.20128574421708673
0.85	-0.5	0.7954910635769609	0.23273754242036146
0.85	-0.4	0.7994056392238096	0.24122252988813445
0.85	-0.3	0.7422048292792242	0.257924259659349
0.85	-0.2	0.6747225235622599	0.30048156562039957
0.85	-0.1	0.6910270695758975	0.2903955201238972
0.85	-0.0	0.5508055568504133	0.32782241529731543
0.85	0.1	0.4915329618522697	0.3270479777180192
0.85	0.2	0.47236805608593296	0.3250349981805496
0.85	0.3	0.3492133586237978	0.3067792988372742
0.85	0.4	0.3741123720673769	0.31671283815032686
0.85	0.5	0.35359972939496304	0.30121987450283233
0.85	0.6	0.25807742946214995	0.2435637821522451
0.85	0.7	0.2590075260663379	0.25124261371359774
0.85	0.8	0.17252054764697186	0.14295429704939824
0.85	0.9	0.16012747008479	0.10598130503709732
0.85	0.999	0.1418684620730389	0.08338819510491063
0.8999999999999999	-0.999	0.8955500437278466	0.09886599657619903
0.8999999999999999	-0.9	0.8992583236809337	0.10819457285674872
0.8999999999999999	-0.8	0.8887656360565852	0.11317989102091948
0.8999999999999999	-0.7	0.9015572980787483	0.1152577584556294
0.8999999999999999	-0.6	0.8455971268548063	0.2108885046953695
0.8999999999999999	-0.5	0.7932026590303373	0.24875882939797286
0.8999999999999999	-0.4	0.8127383938756289	0.2355078009982514
0.8999999999999999	-0.3	0.7044688051371392	0.29085533717016254
0.8999999999999999	-0.2	0.7027952291404239	0.3015847211924604
0.8999999999999999	-0.1	0.6819232439077032	0.29984568866875067
0.8999999999999999	-0.0	0.5470504899221936	0.3219528529236394
0.8999999999999999	0.1	0.5400372826280168	0.3348132728113954
0.8999999999999999	0.2	0.438132530293172	0.3135592379688863
0.8999999999999999	0.3	0.4552645620045938	0.3117885772223881
0.8999999999999999	0.4	0.34638471282107064	0.28705818855528475
0.8999999999999999	0.5	0.3377961363322744	0.2849598202921684
0.8999999999999999	0.6	0.2865588991032742	0.24958067504474354
0.8999999999999999	0.7	0.24428642528961345	0.22826771816136546
0.8999999999999999	0.8	0.1855369959603409	0.13543986651288534
0.8999999999999999	0.9	0.16319280820055862	0.10140423463997723
0.8999999999999999	0.999	0.17877827384453507	0.12748845035260525
0.95	-0.999	0.9257103887690066	0.11917747493869538
0.95	-0.9	0.929615457781933	0.12564100260135128
0.95	-0.8	0.9301020707133214	0.12485907992288266
0.95	-0.7	0.9243924321581419	0.16904516989090532
0.95	-0.6	0.8801853401453129	0.1862199966203536
0.95	-0.5	0.8500642539778973	0.2209870901534127
0.95	-0.4	0.8203356802328856	0.2606943618072624
0.95	-0.3	0.7821302651245625	0.2571985732462232
0.95	-0.2	0.7634056092767669	0.2826488126330081
0.95	-0.1	0.6834449752962252	0.31984882967025435
0.95	-0.0	0.5671865439560725	0.33277856710085035
0.95	0.1	0.5365931284007392	0.34031198223368414
0.95	0.2	0.5090062705628201	0.33794278856268317
0.95	0.3	0.43096596623632405	0.311106106953076
0.95	0.4	0.40087531687430705	0.29205765095941805
0.95	0.5	0.36395169647856745	0.2934120689994971
0.95	0.6	0.32592345328510475	0.25292030444957003
0.95	0.7	0.2663033771253919	0.21640970502413373
0.95	0.8	0.2278133515326737	0.1679331688395748
0.95	0.9	0.2359689351272511	0.18861927597541106
0.95	0.999	0.20581447465708727	0.14340388029731194
0.9998999999999999	-0.999	1.1654828257128416	0.23537893039605526
0.9998999999999999	-0.9	1.1830114268522274	0.22323142304930904
0.9998999999999999	-0.8	1.172136535721679	0.21212534059087382
0.9998999999999999	-0.7	1.1623725355244283	0.22664231277219618
0.9998999999999999	-0.6	1.1560615774265064	0.22679868169900833
0.9998999999999999	-0.5	1.1259767040340807	0.22179210874133584
0.9998999999999999	-0.4	1.061069457538015	0.2905407441044698
0.9998999999999999	-0.3	1.053958408028745	0.31556995058429155
0.9998999999999999	-0.2	1.0286570037866527	0.296692815641232
0.9998999999999999	-0.1	0.9884038959572437	0.3276895008384989
0.9998999999999999	-0.0	0.8876109681309546	0.35678754380560407
0.9998999999999999	0.1	0.80011660759114	0.3656850062763437
0.9998999999999999	0.2	0.7999795877198453	0.3619281881913424
0.9998999999999999	0.3	0.7236401770284907	0.3737719043294668
0.9998999999999999	0.4	0.7312796971486549	0.3550802220916176
0.9998999999999999	0.5	0.6269887313177366	0.3399240632082593
0.9998999999999999	0.6	0.5675444905416337	0.32722797308009904
0.9998999999999999	0.7	0.4871638194679822	0.2574691394705519
0.9998999999999999	0.8	0.4595091204711683	0.2683381900541322
0.9998999999999999	0.9	0.41973469836023025	0.2243077073105681
0.9998999999999999	0.999	0.38966389874629254	0.19302287224875767
