#a	c	gamma	std
0.44999999999999996	-0.7	0.23703210299455701	0.07495177437684576
0.44999999999999996	-0.6	0.23141418507507644	0.07025129504331586
0.44999999999999996	-0.5	0.2415172551896572	0.07409886820074178
0.44999999999999996	-0.4	0.23395554097517843	0.0718070505524597
0.44999999999999996	-0.3	0.24529124222648369	0.07272051414757376
0.44999999999999996	-0.2	0.24571868161629304	0.075112994535296
0.44999999999999996	-0.1	0.2543152717446915	0.08281173167612146
0.44999999999999996	-0.0	0.26288110953047883	0.09217071255507463
0.44999999999999996	0.1	0.25903759732989645	0.08272747174520445
0.44999999999999996	0.2	0.25290353516634456	0.07972735035925908
0.44999999999999996	0.3	0.24666452768900435	0.07908891189056826
0.44999999999999996	0.4	0.2598477406251551	0.0863273738409819
0.44999999999999996	0.5	0.24637286595282643	0.0920934262921417
0.44999999999999996	0.6	0.24729782663388894	0.08470796659624463
0.44999999999999996	0.7	0.23841811207594732	0.08768599845650375
0.44999999999999996	0.8	0.24526447418639513	0.07361683790486069
0.44999999999999996	0.9	0.25597125938861687	0.09163141552676562
0.44999999999999996	0.999	0.2705005071160062	0.08209664412304579
0.5	-0.999	0.18578084229161665	0.08083341157679545
0.5	-0.9	0.23013231809542323	0.07790534024293466
0.5	-0.8	0.24673978713558722	0.07002304207965375
0.5	-0.7	0.2485367054130238	0.07223865868358306
0.5	-0.6	0.26206181425793634	0.07429199951300666
0.5	-0.5	0.27284814924340645	0.08413829822297197
0.5	-0.4	0.27237138632583713	0.08005532859145364
0.5	-0.3	0.2838284878003657	0.08719745803514001
0.5	-0.2	0.2899098035738167	0.08197832442101352
0.5	-0.1	0.2739686375063434	0.08440816028008025
0.5	-0.0	0.2789205861316676	0.0776178018382541
0.5	0.1	0.27266866604663936	0.08295911031495241
0.5	0.2	0.2659858730120806	0.08651820017166416
0.5	0.3	0.28457057553934717	0.08163120069640199
0.5	0.4	0.2851075782120596	0.08649860858579309
0.5	0.5	0.2726021013980798	0.08757290795684083
0.5	0.6	0.26410368118652555	0.08230439818704405
0.5	0.7	0.2760294527823718	0.09477526009326592
0.5	0.8	0.2671183597591151	0.08569804814714525
0.5	0.9	0.28076658020387546	0.09285713608819426
0.5	0.999	0.2663963737281274	0.0846570908807571
0.5499999999999999	-0.999	0.20969423728986414	0.08963081830931761
0.5499999999999999	-0.9	0.25085697071509105	0.07361865279861687
0.5499999999999999	-0.8	0.25956679786533926	0.07019624652943485
0.5499999999999999	-0.7	0.275053555668094	0.08603129996267132
0.5499999999999999	-0.6	0.2762630081953295	0.081917325784665
0.5499999999999999	-0.5	0.29564174161355583	0.08277976119501271
0.5499999999999999	-0.4	0.29138527010016463	0.08820939221720002
0.5499999999999999	-0.3	0.2966680120133442	0.09081733310346361
0.5499999999999999	-0.2	0.2964272556629205	0.08478181048470765
0.5499999999999999	-0.1	0.3013741785907684	0.08825393921890114
0.5499999999999999	-0.0	0.31789288257120873	0.08749255762244947
0.5499999999999999	0.1	0.2927335582970337	0.0887469950700162
0.5499999999999999	0.2	0.3022212823860032	0.0818865933363822
0.5499999999999999	0.3	0.31846198430450146	0.09689408409159496
0.5499999999999999	0.4	0.30666818556299147	0.08288544128430571
0.5499999999999999	0.5	0.3009114579713526	0.10150794215568615
0.5499999999999999	0.6	0.31636461246696695	0.09100083897194283
0.5499999999999999	0.7	0.3069724389961158	0.08532384449256426
0.5499999999999999	0.8	0.303876547146441	0.09163291539705486
0.5499999999999999	0.9	0.3096799621067506	0.0967139329564218
0.5499999999999999	0.999	0.311326137153269	0.09545501070617504
0.6	-0.999	0.22990305873303576	0.0928708693768206
0.6	-0.9	0.2914512109602257	0.0807135770442215
0.6	-0.8	0.3066352687992259	0.08783837201184543
0.6	-0.7	0.3084780939085768	0.08347252884895086
0.6	-0.6	0.29925034617315405	0.08095694608089292
0.6	-0.5	0.311508588464838	0.09708725700833264
0.6	-0.4	0.3235974621362627	0.09096552184285019
0.6	-0.3	0.32200480436636214	0.08230473673573047
0.6	-0.2	0.32743761418754963	0.09773814849624125
0.6	-0.1	0.31765090773145527	0.09072417463002876
0.6	-0.0	0.33461383134714817	0.08918146250603319
0.6	0.1	0.3321908917706116	0.09991073942453566
0.6	0.2	0.33697329636186674	0.10445868040765433
0.6	0.3	0.3305508994121766	0.10733236749422198
0.6	0.4	0.31160706141933975	0.09571285356660272
0.6	0.5	0.3326344919788464	0.10345597782422074
0.6	0.6	0.3379319369218495	0.09175470262671284
0.6	0.7	0.334958575457944	0.10216636347612713
0.6	0.8	0.33228951197361023	0.10348381108021436
0.6	0.9	0.3358566445764201	0.10406763478389175
0.6	0.999	0.33268670774090764	0.0991393608701203
0.65	-0.999	0.27333202421681274	0.10731871457954677
0.65	-0.9	0.2976649597467101	0.08613667613844493
0.65	-0.8	0.30675753442108655	0.08185416364620568
0.65	-0.7	0.3347775112101559	0.08515326092439264
0.65	-0.6	0.32857455007059516	0.0778810338390173
0.65	-0.5	0.36070616266447725	0.09491667875874157
0.65	-0.4	0.3520654072151916	0.09095106945302418
0.65	-0.3	0.35318123186401534	0.09071422274271701
0.65	-0.2	0.3530474272870779	0.09471657227617954
0.65	-0.1	0.3438140991737273	0.08955550346253228
0.65	-0.0	0.36332809682139344	0.1029539213285413
0.65	0.1	0.34151770537888704	0.10098832694076551
0.65	0.2	0.3510463703574595	0.09234114720020538
0.65	0.3	0.3326376835759093	0.08989802795851129
0.65	0.4	0.3735194769574349	0.1033986536825788
0.65	0.5	0.34053496395478433	0.09068606910772653
0.65	0.6	0.35291364258174757	0.10623019215587892
0.65	0.7	0.36525865990657463	0.10702731774963367
0.65	0.8	0.36593572154504195	0.09170932629462304
0.65	0.9	0.36560697862365377	0.09771575103572916
0.65	0.999	0.37723649849736823	0.0990591187982628
0.7000000000000001	-0.999	0.284632511375674	0.09871834587681805
0.7000000000000001	-0.9	0.32660670170664124	0.0752907455267201
0.7000000000000001	-0.8	0.35471594393284667	0.08524010087022205
0.7000000000000001	-0.7	0.3536648986791561	0.08500401627721484
0.7000000000000001	-0.6	0.3730616948912051	0.08147251655970683
0.7000000000000001	-0.5	0.3632150885291102	0.08956337886454778
0.7000000000000001	-0.4	0.3647902211905251	0.09340737815552083
0.7000000000000001	-0.3	0.38722728475811385	0.09447324210556736
0.7000000000000001	-0.2	0.37471474979256164	0.10289589884214252
0.7000000000000001	-0.1	0.3826865551869183	0.09170933634182242
0.7000000000000001	-0.0	0.3747745361848419	0.09283892544670261
0.7000000000000001	0.1	0.38637050270164963	0.0975592488543824
0.7000000000000001	0.2	0.37197812314303064	0.10240360743516357
0.7000000000000001	0.3	0.390495920962794	0.10141217642970342
0.7000000000000001	0.4	0.41882979419555094	0.09952130924169907
0.7000000000000001	0.5	0.37880870123653104	0.10403182553526441
0.7000000000000001	0.6	0.4025264143530368	0.1044481808695129
0.7000000000000001	0.7	0.38615058397314683	0.10473317670494484
0.7000000000000001	0.8	0.3858374212524121	0.10772039260948639
0.7000000000000001	0.9	0.38541789590751147	0.09989978139563627
0.7000000000000001	0.999	0.38185107708991695	0.11632866768281101
0.7499999999999999	-0.999	0.32023309130991223	0.10207653272655003
0.7499999999999999	-0.9	0.37555703404880564	0.0875083377640823
0.7499999999999999	-0.8	0.36681583402348156	0.08274243400253475
0.7499999999999999	-0.7	0.40095263993641517	0.09102189258269516
0.7499999999999999	-0.6	0.3953737705190475	0.09043651280519081
0.7499999999999999	-0.5	0.41231243544966695	0.09664103602663754
0.7499999999999999	-0.4	0.4106468170944462	0.09144217827066763
0.7499999999999999	-0.3	0.413534112779471	0.09214585052503022
0.7499999999999999	-0.2	0.4236694102169433	0.10181198723036043
0.7499999999999999	-0.1	0.40602677584486035	0.10111230995925538
0.7499999999999999	-0.0	0.43143302577428044	0.10720679159287169
0.7499999999999999	0.1	0.42645645761072765	0.11004910020012783
0.7499999999999999	0.2	0.42007063045621224	0.09548259223022908
0.7499999999999999	0.3	0.41963811719114	0.10222966618238467
0.7499999999999999	0.4	0.4202139733845679	0.11002190796671077
0.7499999999999999	0.5	0.43234311127945696	0.1083748342297114
0.7499999999999999	0.6	0.4199321092145354	0.1090379064305917
0.7499999999999999	0.7	0.4322088376333794	0.11527131204755785
0.7499999999999999	0.8	0.42030532994181896	0.11228695557179513
0.7499999999999999	0.9	0.417417146167339	0.11567846581607467
0.7499999999999999	0.999	0.42191729981581527	0.10923982213211669
0.7999999999999999	-0.999	0.3603772353137037	0.10859367275832994
0.7999999999999999	-0.9	0.40664075451628495	0.0991812855182074
0.7999999999999999	-0.8	0.38992101480579083	0.08171169637708856
0.7999999999999999	-0.7	0.4275699109527232	0.09094026141719713
0.7999999999999999	-0.6	0.4443508386982846	0.10485949477056225
0.7999999999999999	-0.5	0.43136221832834915	0.09104341170494532
0.7999999999999999	-0.4	0.4480490076235738	0.10535927583372692
0.7999999999999999	-0.3	0.45105609593784196	0.10103938984597606
0.7999999999999999	-0.2	0.4583969344309708	0.1074489992951546
0.7999999999999999	-0.1	0.4496487375238724	0.1087582193823747
0.7999999999999999	-0.0	0.4679141577567512	0.11889528373038055
0.7999999999999999	0.1	0.4514340649431466	0.11089668366738974
0.7999999999999999	0.2	0.4762296638712861	0.10402768796447633
0.7999999999999999	0.3	0.4581339656308446	0.10368198808888836
0.7999999999999999	0.4	0.4776070219014483	0.11624774030913873
0.7999999999999999	0.5	0.4494808288780694	0.10869589219079051
0.7999999999999999	0.6	0.44961908472053436	0.10546210338210411
0.7999999999999999	0.7	0.4705115374058376	0.10789505512681416
0.7999999999999999	0.8	0.4627594082923302	0.10911052687295832
0.7999999999999999	0.9	0.4657007577099166	0.10000538773518974
0.7999999999999999	0.999	0.47679214984838447	0.10707643853107776
0.85	-0.999	0.3996437276503198	0.11317752018625936
0.85	-0.9	0.4258513175419678	0.08787971519411572
0.85	-0.8	0.45060072020748854	0.09254062496391251
0.85	-0.7	0.45199424295726015	0.0957107185861968
0.85	-0.6	0.48344387446341447	0.09798460154524384
0.85	-0.5	0.5005833337289484	0.10933502264222379
0.85	-0.4	0.4712058862704185	0.09700204896625589
0.85	-0.3	0.49357619939961955	0.09993929973492792
0.85	-0.2	0.5019947786157004	0.10365606673913806
0.85	-0.1	0.5187016574257038	0.10635167872528761
0.85	-0.0	0.513795804588696	0.11082045601746437
0.85	0.1	0.4909029042779664	0.11243426186613444
0.85	0.2	0.5022336912020048	0.10242530211879593
0.85	0.3	0.49443587923073185	0.11199533805909759
0.85	0.4	0.5182722503831241	0.10077629659318182
0.85	0.5	0.49757362180797277	0.13071031366047448
0.85	0.6	0.5188895594977725	0.10426896646336493
0.85	0.7	0.5105962534901523	0.11359578126838014
0.85	0.8	0.5013353791873164	0.11051555844257242
0.85	0.9	0.5001604629219326	0.10609396578213534
0.85	0.999	0.5040499475759802	0.13087745723035277
0.8999999999999999	-0.999	0.43483706352712603	0.1137404745432964
0.8999999999999999	-0.9	0.5042263603633218	0.08973539716993009
0.8999999999999999	-0.8	0.516511460210215	0.08309997912913483
0.8999999999999999	-0.7	0.5334541980236893	0.10269425015762515
0.8999999999999999	-0.6	0.5459761821508706	0.08932842472051977
0.8999999999999999	-0.5	0.5412666283509424	0.09664795796713144
0.8999999999999999	-0.4	0.5422314093262861	0.09748425861352815
0.8999999999999999	-0.3	0.5373414261061141	0.10259495468474976
0.8999999999999999	-0.2	0.5735626995823269	0.1068821777138029
0.8999999999999999	-0.1	0.569148697831079	0.103013477584314
0.8999999999999999	-0.0	0.5614741400861982	0.10505991357073695
0.8999999999999999	0.1	0.5603315054312951	0.1217095303110788
0.8999999999999999	0.2	0.5628773067415431	0.11496040163833716
0.8999999999999999	0.3	0.5581089419839201	0.12092437330839287
0.8999999999999999	0.4	0.582180738902316	0.10303702841524331
0.8999999999999999	0.5	0.5811195723413901	0.09595140855085127
0.8999999999999999	0.6	0.5647857653196368	0.10630462361176304
0.8999999999999999	0.7	0.5734195283255807	0.10166856239311436
0.8999999999999999	0.8	0.5569660655626557	0.11890770874045241
0.8999999999999999	0.9	0.5607939931793752	0.12131098748024888
0.8999999999999999	0.999	0.5765423233403905	0.10711300752026066
0.95	-0.999	0.534468956071567	0.11280213091492372
0.95	-0.9	0.561535555842657	0.0885414638598621
0.95	-0.8	0.6050555349719887	0.09479668318355026
0.95	-0.7	0.6064366514698447	0.08396370230379471
0.95	-0.6	0.6194437984994808	0.09377316936404767
0.95	-0.5	0.6159402308624647	0.09142736060764967
0.95	-0.4	0.6288472789871589	0.09946104483339183
0.95	-0.3	0.6486718102573271	0.08333083488083416
0.95	-0.2	0.6450878257993691	0.08577241793337641
0.95	-0.1	0.6405676005600839	0.10607381104133928
0.95	-0.0	0.655264153997109	0.08723596765536386
0.95	0.1	0.6369794469989635	0.10466093447609479
0.95	0.2	0.6486064622504956	0.09582777127876468
0.95	0.3	0.6471128941922862	0.10370902583802562
0.95	0.4	0.6537764096241776	0.10204810952356036
0.95	0.5	0.6605647123926391	0.09992722344313547
0.95	0.6	0.6578983254342646	0.10402129191658632
0.95	0.7	0.6683880016982928	0.10226155820149363
0.95	0.8	0.6489134206266516	0.09807830949711516
0.95	0.9	0.6555936145813912	0.11246949143715447
0.95	0.999	0.6604788564110574	0.10678724141702439
0.9998999999999999	-0.999	0.8526261035220428	0.06963368342909519
0.9998999999999999	-0.9	0.8888160423255886	0.05025949786712202
0.9998999999999999	-0.8	0.8993627060862461	0.0452220249096736
0.9998999999999999	-0.7	0.9133736451888924	0.037968290529943965
0.9998999999999999	-0.6	0.9320580142698488	0.03048567303563615
0.9998999999999999	-0.5	0.9299657316187152	0.0359224678947191
0.9998999999999999	-0.4	0.9338600681426847	0.0366687271046051
0.9998999999999999	-0.3	0.9493038862431014	0.023690520519966715
0.9998999999999999	-0.2	0.9525558245407936	0.025987232537432528
0.9998999999999999	-0.1	0.9552553488727696	0.023083172597309392
0.9998999999999999	-0.0	0.9584587235414075	0.024107078239931662
0.9998999999999999	0.1	0.9653114219145663	0.018591744981530732
0.9998999999999999	0.2	0.9657469203422673	0.01985615984410451
0.9998999999999999	0.3	0.9676191149232559	0.016291635383148668
0.9998999999999999	0.4	0.9709877198227832	0.013710887443248458
0.9998999999999999	0.5	0.9712921442839109	0.012813062044420257
0.9998999999999999	0.6	0.975868584252339	0.010724698518623867
0.9998999999999999	0.7	0.9733542607857746	0.014287611682353735
0.9998999999999999	0.8	0.9764769550964468	0.010848152598882686
0.9998999999999999	0.9	0.9741109391226663	0.017024891936701918
0.9998999999999999	0.999	0.976425013615867	0.011119334790132407
