#a	c	mean	std
0.44999999999999996	0.9	0.343223196036613	0.07418258784756479
0.44999999999999996	0.999	0.33174637950942276	0.06543105561751814
0.5	-0.999	0.5297801137996132	0.11771530600301158
0.5	-0.9	0.5028265755702821	0.11644443802152073
0.5	-0.8	0.49412638470844006	0.10330516040581006
0.5	-0.7	0.4792091388822332	0.10373275936976983
0.5	-0.6	0.47896267411755467	0.09715454056961341
0.5	-0.5	0.46315424063152844	0.0889138186821585
0.5	-0.4	0.45721124314161776	0.08493872926693795
0.5	-0.3	0.44279196934919174	0.07859032468288578
0.5	-0.2	0.43531442856704594	0.07900116288031335
0.5	-0.1	0.43128710048078067	0.07011293495805661
0.5	-0.0	0.427162406456737	0.06751349076604725
0.5	0.1	0.4185584118564254	0.06423084315320371
0.5	0.2	0.4172713237841944	0.06735624436331365
0.5	0.3	0.37776644905848833	0.0721816718273462
0.5	0.4	0.38501951779426913	0.06647176866116353
0.5	0.5	0.37690603261370165	0.06892049379026173
0.5	0.6	0.37260258896292575	0.06743450751914641
0.5	0.7	0.3613737449686699	0.06731737595989937
0.5	0.8	0.35283629837261	0.06973886497186982
0.5	0.9	0.3385836295757852	0.072723621167008
0.5	0.999	0.3323339505228453	0.07030544142548181
0.5499999999999999	-0.999	0.5228989474718218	0.1263260070624689
0.5499999999999999	-0.9	0.49777119372842343	0.12199416429085988
0.5499999999999999	-0.8	0.5034285912439576	0.10381194752055167
0.5499999999999999	-0.7	0.46733075138430136	0.1013637020108323
0.5499999999999999	-0.6	0.4750974164049159	0.09401079701623723
0.5499999999999999	-0.5	0.4539738313535394	0.08604470533223393
0.5499999999999999	-0.4	0.458997078889046	0.07899536559131226
0.5499999999999999	-0.3	0.4451243736118667	0.07651761319572736
0.5499999999999999	-0.2	0.4380619425673213	0.07540697197738289
0.5499999999999999	-0.1	0.4260914320275164	0.07431426178442085
0.5499999999999999	-0.0	0.4031649566065018	0.06864403856508174
0.5499999999999999	0.1	0.4064006048632497	0.07823817764208293
0.5499999999999999	0.2	0.39407001551524246	0.06521526466640236
0.5499999999999999	0.3	0.38168924686527167	0.0706858793593963
0.5499999999999999	0.4	0.37170216982280985	0.06412827294831487
0.5499999999999999	0.5	0.36237058883217316	0.06898924318642052
0.5499999999999999	0.6	0.3433681749465379	0.06841174096800674
0.5499999999999999	0.7	0.3493409102863838	0.06738990838313881
0.5499999999999999	0.8	0.34233530341507395	0.07285968944157821
0.5499999999999999	0.9	0.3310875379227931	0.07304987523220023
0.5499999999999999	0.999	0.31807818503389323	0.06604522275670466
0.6	-0.999	0.5231014276289955	0.12832676083441388
0.6	-0.9	0.46742529399528643	0.12729113086664398
0.6	-0.8	0.4677677040518	0.11993811783531347
0.6	-0.7	0.4490570946177	0.11194056382810934
0.6	-0.6	0.45988409220083476	0.0998061087732172
0.6	-0.5	0.45525214702739786	0.09951265068776813
0.6	-0.4	0.4352393221017475	0.08615204856655084
0.6	-0.3	0.4291173260087024	0.07540135865058561
0.6	-0.2	0.4144369738618916	0.07825832411645942
0.6	-0.1	0.42274885164046	0.0710108625980793
0.6	-0.0	0.3938299659642645	0.07381262907444863
0.6	0.1	0.39654708046543136	0.07304314208727304
0.6	0.2	0.3815159458066006	0.07076210089128548
0.6	0.3	0.38322522662862546	0.07458647220518681
0.6	0.4	0.37970243294665484	0.06934095437520683
0.6	0.5	0.3515715472345227	0.07242606207296896
0.6	0.6	0.34577339186513484	0.06956579963012711
0.6	0.7	0.3425803498427502	0.06874310784251175
0.6	0.8	0.3277841537605033	0.06871716102901805
0.6	0.9	0.3257406703228918	0.07279360060902938
0.6	0.999	0.3177139736177446	0.07108403417193768
0.65	-0.999	0.4831234449742735	0.1394123632155608
0.65	-0.9	0.46761519118204964	0.11681889680170952
0.65	-0.8	0.4700251395144625	0.10892863874574191
0.65	-0.7	0.4655130140182099	0.10217744671822201
0.65	-0.6	0.4584616813838631	0.093558582967228
0.65	-0.5	0.42798171306586164	0.08746143508307216
0.65	-0.4	0.42085881009441173	0.08141737497269155
0.65	-0.3	0.4203217810521971	0.08383089182901894
0.65	-0.2	0.41295053113486435	0.07754853150192488
0.65	-0.1	0.4132789836054543	0.07238295785933226
0.65	-0.0	0.3920149653203057	0.071252435149952
0.65	0.1	0.39749639103122797	0.06875749839622726
0.65	0.2	0.37780772600382867	0.06904568192717903
0.65	0.3	0.3820949882250022	0.0670168912323895
0.65	0.4	0.34687242140028385	0.06806844918770419
0.65	0.5	0.35029161343820464	0.0622252450820911
0.65	0.6	0.34493882699256817	0.07556139739051822
0.65	0.7	0.3267405522268341	0.0715160552092365
0.65	0.8	0.3238233946572786	0.06187215049208088
0.65	0.9	0.30661083256295724	0.07141016972647973
0.65	0.999	0.3020681658586733	0.06260913618260136
0.7000000000000001	-0.999	0.48738210019303796	0.1314824840802904
0.7000000000000001	-0.9	0.4690760453105467	0.12191220627856791
0.7000000000000001	-0.8	0.45384711156965085	0.11062706801027113
0.7000000000000001	-0.7	0.453331149635942	0.10968343093337021
0.7000000000000001	-0.6	0.4367596611180597	0.08937681984291636
0.7000000000000001	-0.5	0.43558482337163545	0.09495452749676211
0.7000000000000001	-0.4	0.41827369134079345	0.07803445178429332
0.7000000000000001	-0.3	0.41003625655774856	0.08446537630288388
0.7000000000000001	-0.2	0.40729582528564856	0.08328766163856274
0.7000000000000001	-0.1	0.38454712200592917	0.07236663652502606
0.7000000000000001	-0.0	0.3977356180441461	0.07189661201240997
0.7000000000000001	0.1	0.38351834576429217	0.06818579860819426
0.7000000000000001	0.2	0.3852172460649619	0.07192244293580075
0.7000000000000001	0.3	0.36273357979915616	0.06901548955216123
0.7000000000000001	0.4	0.33000952308672926	0.06728931236385452
0.7000000000000001	0.5	0.3452502018922908	0.07316831823366357
0.7000000000000001	0.6	0.32958291419337626	0.06394620643384882
0.7000000000000001	0.7	0.3315494193392621	0.06486226305542588
0.7000000000000001	0.8	0.32660187774211463	0.06968732675556327
0.7000000000000001	0.9	0.3137244235586919	0.06593330783587732
0.7000000000000001	0.999	0.307161947310464	0.07134030031443292
0.7499999999999999	-0.999	0.4789036366456597	0.12587948382825417
0.7499999999999999	-0.9	0.44167243118307653	0.12318189697189
0.7499999999999999	-0.8	0.459294347276644	0.11036227331944151
0.7499999999999999	-0.7	0.4282916177123907	0.10841893781449252
0.7499999999999999	-0.6	0.4405131075345952	0.09442223917553164
0.7499999999999999	-0.5	0.4184853234111688	0.0982474345058256
0.7499999999999999	-0.4	0.4140517580368719	0.08506381645676826
0.7499999999999999	-0.3	0.40597426993764063	0.0758718576879824
0.7499999999999999	-0.2	0.39558105281488803	0.07866409936201005
0.7499999999999999	-0.1	0.39750725628271727	0.07873753521271054
0.7499999999999999	-0.0	0.37286418743666677	0.0738970400194558
0.7499999999999999	0.1	0.3657480949172144	0.0723027721462652
0.7499999999999999	0.2	0.36481856373835814	0.06078057152394463
0.7499999999999999	0.3	0.35956513412031255	0.06515026277586886
0.7499999999999999	0.4	0.3540875233769237	0.07071672996316289
0.7499999999999999	0.5	0.3344801728570746	0.06945988565986085
0.7499999999999999	0.6	0.33397574219718174	0.06852581201392392
0.7499999999999999	0.7	0.3237411088219817	0.07085569492279495
0.7499999999999999	0.8	0.31857639849659314	0.0705891806153435
0.7499999999999999	0.9	0.3110690641853073	0.07695471353648366
0.7499999999999999	0.999	0.30537848369780973	0.0702357322831631
0.7999999999999999	-0.999	0.4648340988486451	0.1346610881639255
0.7999999999999999	-0.9	0.4334567200985584	0.1256333233897306
0.7999999999999999	-0.8	0.46283986388856774	0.11197279137482667
0.7999999999999999	-0.7	0.4395079763752593	0.10671934019400928
0.7999999999999999	-0.6	0.4252391281520103	0.1042808841927457
0.7999999999999999	-0.5	0.4285149255515612	0.08063946753195261
0.7999999999999999	-0.4	0.4010479183776002	0.09307921817907117
0.7999999999999999	-0.3	0.41006067750413294	0.08439422030055303
0.7999999999999999	-0.2	0.38593918283048717	0.08750094998691019
0.7999999999999999	-0.1	0.38396186913686764	0.08096834320026808
0.7999999999999999	-0.0	0.36930636535020883	0.07883828087926335
0.7999999999999999	0.1	0.37315282786316306	0.07538729668010596
0.7999999999999999	0.2	0.3558730443582978	0.06624117006646732
0.7999999999999999	0.3	0.356574720284876	0.06640885121659779
0.7999999999999999	0.4	0.3369491509422904	0.0763578635969515
0.7999999999999999	0.5	0.3410303708657209	0.0728177102329173
0.7999999999999999	0.6	0.33022033926286626	0.06686538713212115
0.7999999999999999	0.7	0.3192651604995229	0.06492816868355838
0.7999999999999999	0.8	0.3060426244410492	0.06244612157101641
0.7999999999999999	0.9	0.30181095693149074	0.06444305817913996
0.7999999999999999	0.999	0.29092550770902326	0.0596605682165203
0.85	-0.999	0.4520255060077908	0.14121590189470887
0.85	-0.9	0.45845698786533073	0.1307716437495655
0.85	-0.8	0.44450459573143664	0.1130612992227558
0.85	-0.7	0.45337220076837675	0.10744742470137993
0.85	-0.6	0.41993269810256434	0.09803410715566709
0.85	-0.5	0.4086267426824036	0.09001104749165251
0.85	-0.4	0.41252419541869184	0.09790725649555719
0.85	-0.3	0.40257393434773886	0.08182668621402663
0.85	-0.2	0.395752863064009	0.07643639262383503
0.85	-0.1	0.37067638368866607	0.07239765674166224
0.85	-0.0	0.374717389157591	0.07299083789593469
0.85	0.1	0.36760902278940305	0.07731166284868199
0.85	0.2	0.36088926253484016	0.06547598777364765
0.85	0.3	0.35680554713177054	0.06561868919750638
0.85	0.4	0.3345701881790333	0.06617509205189996
0.85	0.5	0.3394097301521358	0.07964166704688622
0.85	0.6	0.31943364038624505	0.062464383936210816
0.85	0.7	0.312660462684088	0.06972111115361103
0.85	0.8	0.31035534733640135	0.06991608592503575
0.85	0.9	0.3040891412143586	0.06538791163720735
0.85	0.999	0.29645208207519946	0.07298728115904286
0.8999999999999999	-0.999	0.4757003484179669	0.13677295411562934
0.8999999999999999	-0.9	0.4412778882539042	0.13008601268998224
0.8999999999999999	-0.8	0.42539997459019524	0.11278416759218259
0.8999999999999999	-0.7	0.40801458300047383	0.11272547905210059
0.8999999999999999	-0.6	0.429351203697241	0.10221213608142085
0.8999999999999999	-0.5	0.41188865645284817	0.09090655733297964
0.8999999999999999	-0.4	0.39975274059791405	0.08743010181188791
0.8999999999999999	-0.3	0.41132751102700565	0.08722064920499656
0.8999999999999999	-0.2	0.37755006247672396	0.08851535830044904
0.8999999999999999	-0.1	0.3723148808304315	0.07997832478715809
0.8999999999999999	-0.0	0.3738045171847833	0.06721547530359277
0.8999999999999999	0.1	0.3657907040457622	0.08106443193568601
0.8999999999999999	0.2	0.360561405640545	0.07272895124101025
0.8999999999999999	0.3	0.3581642034795141	0.07766308937921922
0.8999999999999999	0.4	0.32787620497709613	0.06531893937556267
0.8999999999999999	0.5	0.3287211185874391	0.06260062663654718
0.8999999999999999	0.6	0.3257255603697652	0.064120895885434
0.8999999999999999	0.7	0.309200490771142	0.06172308604917912
0.8999999999999999	0.8	0.3094539035240928	0.06872639816555282
0.8999999999999999	0.9	0.2979559383896163	0.07496067221147934
0.8999999999999999	0.999	0.29546508204849586	0.06842773301371521
0.95	-0.999	0.46140242084350497	0.13774396814426554
0.95	-0.9	0.4623155346198123	0.12667677430413044
0.95	-0.8	0.4250313055595463	0.11944573843326306
0.95	-0.7	0.4437114282588657	0.12011948775918577
0.95	-0.6	0.4242926852978433	0.09820110344900591
0.95	-0.5	0.4209102439677364	0.0944846477178508
0.95	-0.4	0.4157727305574059	0.08615642299989812
0.95	-0.3	0.3886992499427507	0.08713262798743142
0.95	-0.2	0.39680904441784143	0.08497270545499636
0.95	-0.1	0.38398032405842936	0.07898285589129522
0.95	-0.0	0.37247180025908294	0.07251479032377736
0.95	0.1	0.3720069935408412	0.08207464718413739
0.95	0.2	0.35886927823486264	0.06876862467614812
0.95	0.3	0.35566447110018057	0.07251321444436089
0.95	0.4	0.34668949201254495	0.07598632559958186
0.95	0.5	0.3323817430828113	0.06905138717394006
0.95	0.6	0.3282916756634097	0.06592453300734574
0.95	0.7	0.3171765598662812	0.07384690018495461
0.95	0.8	0.31588944787875106	0.06983941627639238
0.95	0.9	0.3024369155854465	0.06889017130093063
0.95	0.999	0.2933937465688033	0.07537872163331344
0.9998999999999999	-0.999	0.4830176030634566	0.15188398506050696
0.9998999999999999	-0.9	0.4965328335583115	0.1468149510622213
0.9998999999999999	-0.8	0.4900357330941415	0.12605831383983668
0.9998999999999999	-0.7	0.4522477814664522	0.11431407850496324
0.9998999999999999	-0.6	0.4465860500711668	0.10972063039725788
0.9998999999999999	-0.5	0.44131939048940916	0.10635720143840942
0.9998999999999999	-0.4	0.42645865430893654	0.10967363482889522
0.9998999999999999	-0.3	0.4416233525438977	0.08242269632456627
0.9998999999999999	-0.2	0.42028597916036436	0.10156777664886153
0.9998999999999999	-0.1	0.412733437966394	0.08274573086259428
0.9998999999999999	-0.0	0.4162457364570031	0.08644573591638148
0.9998999999999999	0.1	0.3923328006887822	0.08146492568751208
0.9998999999999999	0.2	0.3907536677990281	0.08214101491795656
0.9998999999999999	0.3	0.38973475244557043	0.08674737180174782
0.9998999999999999	0.4	0.3835092582533864	0.08465841674910836
0.9998999999999999	0.5	0.37001618823403926	0.07960897330152457
0.9998999999999999	0.6	0.348369136941439	0.0751153243995057
0.9998999999999999	0.7	0.35395166778415416	0.08078370396279912
0.9998999999999999	0.8	0.3353800479982313	0.07657325328469672
0.9998999999999999	0.9	0.34129056041230277	0.08925074842172238
0.9998999999999999	0.999	0.3245450593764344	0.0821947158916728
