#a	c	gamma	std
0.35000000000000003	-0.7	0.16434010959974682	0.0518325583912325
0.35000000000000003	-0.6	0.1659866973571574	0.056938208646155855
0.35000000000000003	-0.5	0.16760169999720081	0.05707640105621624
0.35000000000000003	-0.4	0.17949223800204875	0.05836988597515254
0.35000000000000003	-0.3	0.181762756496808	0.0672908055062734
0.35000000000000003	-0.2	0.17630384179468367	0.07127523449801355
0.35000000000000003	-0.1	0.19278879908387989	0.06850975568074427
0.35000000000000003	-0.0	0.1877313953928874	0.0682190328367911
0.35000000000000003	0.1	0.18481719322646775	0.06251484478299725
0.35000000000000003	0.2	0.1913769887308638	0.07654288971645869
0.35000000000000003	0.3	0.1850125696656645	0.07316524966592061
0.35000000000000003	0.4	0.18442418769982466	0.0662681759750415
0.35000000000000003	0.5	0.18533553507182304	0.07425201127700186
0.35000000000000003	0.6	0.20542730719190713	0.07915196964832028
0.35000000000000003	0.7	0.20031650633033396	0.06662377531071598
0.35000000000000003	0.8	0.19592260758186983	0.06776279399344776
0.35000000000000003	0.9	0.21886690771699785	0.07411319522483202
0.35000000000000003	0.999	0.2019006180979474	0.0747127870513303
0.39999999999999997	-0.999	0.11841671054295903	0.05446404224119251
0.39999999999999997	-0.9	0.15439187805487334	0.04702849593551899
0.39999999999999997	-0.8	0.1767328012586945	0.049184111897657756
0.39999999999999997	-0.7	0.17762748634257797	0.05887370472561409
0.39999999999999997	-0.6	0.19129948355657136	0.06841620161605332
0.39999999999999997	-0.5	0.19889784169605876	0.0637173119510699
0.39999999999999997	-0.4	0.18867961404389746	0.07009043970552536
0.39999999999999997	-0.3	0.20496222484830914	0.06610796765980707
0.39999999999999997	-0.2	0.2176387358551185	0.08063432726271891
0.39999999999999997	-0.1	0.21742481997028879	0.07769864688812984
0.39999999999999997	-0.0	0.2122187025148481	0.07095351911208125
0.39999999999999997	0.1	0.22875785772293122	0.07107888203800115
0.39999999999999997	0.2	0.20484377577980387	0.0806136133776455
0.39999999999999997	0.3	0.21705031052960622	0.07487968564774918
0.39999999999999997	0.4	0.226010147570501	0.08568721274173752
0.39999999999999997	0.5	0.22623455020942454	0.08964369820452503
0.39999999999999997	0.6	0.23128278660206678	0.08720381507628795
0.39999999999999997	0.7	0.2299715945488699	0.0950990322555918
0.39999999999999997	0.8	0.22483118817968337	0.08183008790252662
0.39999999999999997	0.9	0.22151507588251512	0.07459288353641176
0.39999999999999997	0.999	0.22887781880092248	0.07969031421115938
0.44999999999999996	-0.999	0.136741237856108	0.06498982800584331
0.44999999999999996	-0.9	0.17685686775891654	0.04904201517694236
0.44999999999999996	-0.8	0.20327733968768164	0.05786326329731378
0.44999999999999996	-0.7	0.21431864774064055	0.06551272746106841
0.44999999999999996	-0.6	0.21056369943799397	0.06824879014686226
0.44999999999999996	-0.5	0.21585060220859276	0.07207369504877022
0.44999999999999996	-0.4	0.2093136659975044	0.06860636692408166
0.44999999999999996	-0.3	0.22404891842724764	0.07219397501261862
0.44999999999999996	-0.2	0.22382619879049984	0.07377109128626541
0.44999999999999996	-0.1	0.23638926161657609	0.0848351583580076
0.44999999999999996	-0.0	0.24708276526749628	0.0919483868972593
0.44999999999999996	0.1	0.24340546663677043	0.07928154500139632
0.44999999999999996	0.2	0.24239478493881528	0.07994853731078802
0.44999999999999996	0.3	0.23459476643022983	0.07956485627013654
0.44999999999999996	0.4	0.2509871266067404	0.08432497107415887
0.44999999999999996	0.5	0.23879032444446194	0.09149372768304098
0.44999999999999996	0.6	0.24123857615977662	0.08472887778011814
0.44999999999999996	0.7	0.2352576657156608	0.0857177701148509
0.44999999999999996	0.8	0.24233200013162964	0.07370825018031125
0.44999999999999996	0.9	0.2542542777388487	0.0909391747270052
0.44999999999999996	0.999	0.2704925231244906	0.08209753789393785
0.5	-0.999	0.1481791466848308	0.060791627714122914
0.5	-0.9	0.1968065388823033	0.0554354367679766
0.5	-0.8	0.21688402834628331	0.061501108715180684
0.5	-0.7	0.21877888215831956	0.06347346023944664
0.5	-0.6	0.23356512459499004	0.0668086631967526
0.5	-0.5	0.248518715291849	0.08468874034057253
0.5	-0.4	0.24242376989415118	0.07457788258238812
0.5	-0.3	0.2585307317922841	0.08843837997322833
0.5	-0.2	0.26449609588804673	0.08274758489699298
0.5	-0.1	0.25306272532123936	0.08312793735891458
0.5	-0.0	0.2639247762087428	0.07523843790794535
0.5	0.1	0.26506002438424525	0.0818823982221632
0.5	0.2	0.2564622303961181	0.08385975310234996
0.5	0.3	0.2725843200692905	0.08482017296137909
0.5	0.4	0.27810877111191507	0.08621627668521742
0.5	0.5	0.26222884444948275	0.08869624811854379
0.5	0.6	0.2559332352321355	0.08281551672408456
0.5	0.7	0.27250003302844866	0.09446912257219202
0.5	0.8	0.26382229548143543	0.08531684915535763
0.5	0.9	0.2788191027759425	0.09251724228880319
0.5	0.999	0.26638355537431385	0.08465507499976163
0.5499999999999999	-0.999	0.17426849496165572	0.0710378109389488
0.5499999999999999	-0.9	0.22106595313123795	0.06664815827264015
0.5499999999999999	-0.8	0.2447714245432421	0.06314936181629917
0.5499999999999999	-0.7	0.24665907231475986	0.07756092917750695
0.5499999999999999	-0.6	0.24557655439043619	0.07578694173953393
0.5499999999999999	-0.5	0.26867448448593323	0.07969289699014973
0.5499999999999999	-0.4	0.27348571397573984	0.09002833605397985
0.5499999999999999	-0.3	0.26614325517466464	0.08743027307001537
0.5499999999999999	-0.2	0.2713367324536918	0.08187844940951142
0.5499999999999999	-0.1	0.2891089478224366	0.08844298672494474
0.5499999999999999	-0.0	0.30525033493883125	0.09615527697410318
0.5499999999999999	0.1	0.27275753837488553	0.08884687618196484
0.5499999999999999	0.2	0.29019406883469107	0.08449164028176559
0.5499999999999999	0.3	0.3052130532031626	0.09243840684563397
0.5499999999999999	0.4	0.29343075399421614	0.0830998190202944
0.5499999999999999	0.5	0.29270881886835315	0.10267963672218985
0.5499999999999999	0.6	0.3101725633445426	0.08951197448486455
0.5499999999999999	0.7	0.30210074894203354	0.08498540750160385
0.5499999999999999	0.8	0.3007897458464641	0.09089862126983668
0.5499999999999999	0.9	0.3079925286465279	0.09647035200899826
0.5499999999999999	0.999	0.311311498982687	0.09544923999170235
0.6	-0.999	0.19960316103186315	0.0803500342881004
0.6	-0.9	0.24874198352643864	0.06077736266086336
0.6	-0.8	0.2633621997247929	0.06594180008415751
0.6	-0.7	0.2727675217675273	0.0715533321211702
0.6	-0.6	0.2672378940911142	0.07488648678058504
0.6	-0.5	0.2797946939469132	0.08164924435725798
0.6	-0.4	0.2962784726880194	0.08261449159531582
0.6	-0.3	0.2917170300381874	0.08523300517470432
0.6	-0.2	0.30561533915214434	0.09448183594697895
0.6	-0.1	0.30359006797947297	0.09077247791992564
0.6	-0.0	0.31472469447101287	0.08704099230231545
0.6	0.1	0.31079373080940254	0.09401850615541289
0.6	0.2	0.3199259073902642	0.10412579565298478
0.6	0.3	0.31923377184835566	0.10819466405949889
0.6	0.4	0.3035439336954083	0.0981763006849261
0.6	0.5	0.3242647491240211	0.103655985865737
0.6	0.6	0.3272497917919482	0.09002739635936453
0.6	0.7	0.3288721239676571	0.10270540781210788
0.6	0.8	0.3278380608795134	0.10370066222947569
0.6	0.9	0.3338721166508281	0.10420756862193821
0.6	0.999	0.3326773413591929	0.09914417580847348
0.65	-0.999	0.2191189517484159	0.08188553844500811
0.65	-0.9	0.2566533815603192	0.07010828960230817
0.65	-0.8	0.27425433833139196	0.06710463766582868
0.65	-0.7	0.3022297048361234	0.07401907477056878
0.65	-0.6	0.2975406969875516	0.08044340975787138
0.65	-0.5	0.3319098376513478	0.08447997849857986
0.65	-0.4	0.31440754074087934	0.09637880986441119
0.65	-0.3	0.3210639717611369	0.08934756786227709
0.65	-0.2	0.3266717463725694	0.09014721987847366
0.65	-0.1	0.3226321237692479	0.09703397570378061
0.65	-0.0	0.3446071698488082	0.10113207945626516
0.65	0.1	0.32751109023410385	0.09895752539098734
0.65	0.2	0.3363509229399919	0.08986035135173594
0.65	0.3	0.31880631136903964	0.0908698741892105
0.65	0.4	0.3599772230662	0.10256002928762535
0.65	0.5	0.3286934516952383	0.08771322696472969
0.65	0.6	0.3430830585389186	0.10476391516377859
0.65	0.7	0.36052718582623694	0.10665303294633684
0.65	0.8	0.36357846010845	0.09182385365559945
0.65	0.9	0.36397774816258954	0.09699340074822439
0.65	0.999	0.37721054130954706	0.09906097965038006
0.7000000000000001	-0.999	0.23585748224932512	0.07613112636051385
0.7000000000000001	-0.9	0.2899392122756308	0.06454061401678408
0.7000000000000001	-0.8	0.3205516704336783	0.07059138807950115
0.7000000000000001	-0.7	0.32344865484466795	0.07558748961878682
0.7000000000000001	-0.6	0.3330093350738725	0.07651903490255738
0.7000000000000001	-0.5	0.3365138503359096	0.08896845996357093
0.7000000000000001	-0.4	0.33873107209370357	0.09005770153555519
0.7000000000000001	-0.3	0.3488551125921118	0.09327377076875483
0.7000000000000001	-0.2	0.3408427589240319	0.10238930426136625
0.7000000000000001	-0.1	0.36013605833277945	0.09300972986035223
0.7000000000000001	-0.0	0.3550329144120309	0.09537866533675776
0.7000000000000001	0.1	0.36551926048128935	0.10504387360050665
0.7000000000000001	0.2	0.35067990576812236	0.1009183993940493
0.7000000000000001	0.3	0.37703898041815476	0.10095661506864233
0.7000000000000001	0.4	0.40119545782474725	0.10166991192216089
0.7000000000000001	0.5	0.36626549910001543	0.10573674813772041
0.7000000000000001	0.6	0.3897174158443868	0.10459308810100726
0.7000000000000001	0.7	0.3794826110254923	0.10562377157946759
0.7000000000000001	0.8	0.3827657506242293	0.10689784680754837
0.7000000000000001	0.9	0.3831773224505796	0.09993672090527916
0.7000000000000001	0.999	0.38183424928326515	0.11632630262215288
0.7499999999999999	-0.999	0.27431444205158845	0.09149685528828418
0.7499999999999999	-0.9	0.3211791206235729	0.0733228952464252
0.7499999999999999	-0.8	0.32818190657535873	0.07043282601204484
0.7499999999999999	-0.7	0.35462505849305676	0.07246272774183242
0.7499999999999999	-0.6	0.3599891969147542	0.09313381443879747
0.7499999999999999	-0.5	0.36142529148416314	0.0870188671915997
0.7499999999999999	-0.4	0.371668732551431	0.09141334548787546
0.7499999999999999	-0.3	0.38148692977980075	0.09807248468681282
0.7499999999999999	-0.2	0.3986724493233649	0.10375189073052213
0.7499999999999999	-0.1	0.37704035710141814	0.09827749140720743
0.7499999999999999	-0.0	0.4118163879733859	0.1071253572590276
0.7499999999999999	0.1	0.4031861788232794	0.10677001886301586
0.7499999999999999	0.2	0.39702983766375377	0.10443041322628761
0.7499999999999999	0.3	0.4066726765292973	0.10622009260234139
0.7499999999999999	0.4	0.40967904126636295	0.10630378197945829
0.7499999999999999	0.5	0.4183063538624095	0.11005249825124609
0.7499999999999999	0.6	0.4078853439748178	0.10709546484633414
0.7499999999999999	0.7	0.42584709805344434	0.11389812088416093
0.7499999999999999	0.8	0.4152822030768796	0.11249032791880353
0.7499999999999999	0.9	0.41504440841276063	0.11657853641549878
0.7499999999999999	0.999	0.42189514111131765	0.10923245632907742
0.7999999999999999	-0.999	0.28814700762434226	0.08444635562154713
0.7999999999999999	-0.9	0.3530789449468085	0.06592706448591926
0.7999999999999999	-0.8	0.35761715620721285	0.07468629247805529
0.7999999999999999	-0.7	0.3925477804248147	0.08204504147845618
0.7999999999999999	-0.6	0.40408506444207043	0.09522811217024132
0.7999999999999999	-0.5	0.40025852287053515	0.09110090113502113
0.7999999999999999	-0.4	0.41185920721530866	0.10018105168485683
0.7999999999999999	-0.3	0.4120799853119134	0.09786880025666293
0.7999999999999999	-0.2	0.4284192503308883	0.10491466291668292
0.7999999999999999	-0.1	0.4231636380097362	0.10833715977409139
0.7999999999999999	-0.0	0.44173101433952894	0.1298312910502359
0.7999999999999999	0.1	0.43218029689914267	0.11277966273849065
0.7999999999999999	0.2	0.4556280297169216	0.10668561828183644
0.7999999999999999	0.3	0.44267868241222547	0.10456638129302563
0.7999999999999999	0.4	0.46405013084204455	0.11458359348694161
0.7999999999999999	0.5	0.4311183225287832	0.11063083757794077
0.7999999999999999	0.6	0.4398223015507177	0.11030050730669541
0.7999999999999999	0.7	0.46520358681804264	0.11269501646160626
0.7999999999999999	0.8	0.45673001681522074	0.10912127402633674
0.7999999999999999	0.9	0.46348019246490674	0.0999933387069576
0.7999999999999999	0.999	0.47677356347583416	0.10708781343722279
0.85	-0.999	0.3315622471827919	0.08851583254992806
0.85	-0.9	0.36815535923066256	0.06421023668772886
0.85	-0.8	0.409612523813284	0.07271718602626212
0.85	-0.7	0.41385780336614075	0.08570354589236065
0.85	-0.6	0.44382056402207554	0.10228859190175081
0.85	-0.5	0.45177153229265304	0.09418213874795625
0.85	-0.4	0.43007127147864777	0.1017684265362831
0.85	-0.3	0.4550652232219011	0.102123088547508
0.85	-0.2	0.4674682790526002	0.10717873725869674
0.85	-0.1	0.48429475901158414	0.11744397211771308
0.85	-0.0	0.489350635333219	0.11305330367750735
0.85	0.1	0.4659576529758328	0.11874188563030834
0.85	0.2	0.48384268908426853	0.10228735831182846
0.85	0.3	0.47448539298096454	0.11223614302888597
0.85	0.4	0.49941224968087805	0.10959009637272912
0.85	0.5	0.48385316151299473	0.1316023945800424
0.85	0.6	0.5099403494249007	0.10264439523758467
0.85	0.7	0.49971299966317917	0.11249033256161262
0.85	0.8	0.4951179063558653	0.11145905104659283
0.85	0.9	0.4973197597927288	0.10595092665932188
0.85	0.999	0.5040246905686101	0.1308813692265627
0.8999999999999999	-0.999	0.3718224250877386	0.09254910078534141
0.8999999999999999	-0.9	0.44123071038849665	0.07122667502682305
0.8999999999999999	-0.8	0.4658585512144281	0.07230746504463555
0.8999999999999999	-0.7	0.47337794215674717	0.0825734802402547
0.8999999999999999	-0.6	0.49578853073375756	0.09166232121184886
0.8999999999999999	-0.5	0.5084022377601434	0.0920672120932788
0.8999999999999999	-0.4	0.5039421530231073	0.10153555365966598
0.8999999999999999	-0.3	0.49927197153795944	0.1100375163394908
0.8999999999999999	-0.2	0.5328284788604075	0.10289267095944363
0.8999999999999999	-0.1	0.5418200062259119	0.09581403092845205
0.8999999999999999	-0.0	0.5381572287540303	0.11107561731106533
0.8999999999999999	0.1	0.5306913134200993	0.12057239157746923
0.8999999999999999	0.2	0.5429561056177585	0.11761906541835844
0.8999999999999999	0.3	0.543052757773844	0.11798981308948008
0.8999999999999999	0.4	0.566723404653252	0.1059817536861545
0.8999999999999999	0.5	0.5698153532475748	0.09518094480248089
0.8999999999999999	0.6	0.5567969719763586	0.10620112099208237
0.8999999999999999	0.7	0.5655836823272612	0.10383641033307756
0.8999999999999999	0.8	0.5511979391346651	0.12054197777325994
0.8999999999999999	0.9	0.5580003795496657	0.12154683910955937
0.8999999999999999	0.999	0.5765194990684538	0.10712176435673855
0.95	-0.999	0.4591685878911791	0.08055617620494143
0.95	-0.9	0.5158315049545429	0.06375071652955458
0.95	-0.8	0.545463089556662	0.07733734103350164
0.95	-0.7	0.5631532300843572	0.08973109499660682
0.95	-0.6	0.579554735230135	0.09523111059722555
0.95	-0.5	0.5743788823321235	0.09486588452717587
0.95	-0.4	0.587197708868658	0.11320144505183688
0.95	-0.3	0.6095937862139649	0.09108976474492686
0.95	-0.2	0.610605483510411	0.0905345176373618
0.95	-0.1	0.6106819911309349	0.10795333275605096
0.95	-0.0	0.6289180045191592	0.09739192813924828
0.95	0.1	0.6095395515615551	0.10747613109633675
0.95	0.2	0.6178595931146353	0.10378076955585196
0.95	0.3	0.625812324015075	0.10957149920796631
0.95	0.4	0.6398029922504871	0.10234386350897157
0.95	0.5	0.6429275540523142	0.10586937288299035
0.95	0.6	0.6495932663780674	0.10491658247807066
0.95	0.7	0.6626761714016595	0.10310356061466706
0.95	0.8	0.6436433096218195	0.10048596629833462
0.95	0.9	0.6544297220766517	0.112182686551024
0.95	0.999	0.6604464963428339	0.10679843264350286
0.9998999999999999	-0.999	0.7547705252287703	0.009561766360307545
0.9998999999999999	-0.9	0.8314526924634364	0.044255472104560586
0.9998999999999999	-0.8	0.8616632240560431	0.046972701161111984
0.9998999999999999	-0.7	0.8765475997676624	0.03666302388395198
0.9998999999999999	-0.6	0.9073536285193377	0.038236935143407515
0.9998999999999999	-0.5	0.9074913350870135	0.0421690240238683
0.9998999999999999	-0.4	0.9099712735699516	0.046024160584203104
0.9998999999999999	-0.3	0.9357874447915738	0.03318094655601666
0.9998999999999999	-0.2	0.9397384199136526	0.03374346980637026
0.9998999999999999	-0.1	0.9444195414070338	0.028316944075510234
0.9998999999999999	-0.0	0.9502458821302815	0.029522914624623135
0.9998999999999999	0.1	0.9600976281385846	0.022378471897200776
0.9998999999999999	0.2	0.9611786445736618	0.023387070966975967
0.9998999999999999	0.3	0.9633126437662101	0.01921856406855462
0.9998999999999999	0.4	0.9687790884250042	0.01476002904224965
0.9998999999999999	0.5	0.9686251661448593	0.014760565259544665
0.9998999999999999	0.6	0.9737837735388625	0.013493467393946648
0.9998999999999999	0.7	0.9715391560864266	0.01637251575423391
0.9998999999999999	0.8	0.9757319387230371	0.01157622367310147
0.9998999999999999	0.9	0.9739241285856507	0.01696783259227252
0.9998999999999999	0.999	0.9764208965343453	0.01112359646942426
