#a	c	var	std
0.5	-0.6	0.014510077427755022	0.0030068629371630975
0.5	-0.5	0.016194177174726904	0.0036042171560216117
0.5	-0.4	0.017170297942713752	0.0031214304443621735
0.5	-0.3	0.01835705974878877	0.0030667720380933446
0.5	-0.2	0.01941918683469052	0.003998910788000266
0.5	-0.1	0.019531571653096606	0.003672823174684768
0.5	-0.0	0.02100261848695245	0.00388041058391969
0.5	0.1	0.02014029561357263	0.004314985369497363
0.5	0.2	0.020583382230774248	0.004186229121696145
0.5	0.3	0.020317054255314496	0.0044232976367227
0.5	0.4	0.021273067425604263	0.005110079090201153
0.5	0.5	0.020951660324411005	0.004983863799282024
0.5	0.6	0.02119317443531173	0.005484310772709111
0.5	0.7	0.02110990086551023	0.005205881482432122
0.5	0.8	0.020747182956169837	0.005117174672815021
0.5	0.9	0.020469124060899988	0.0054747689299351815
0.5	0.999	0.020077830893013463	0.006689046331587776
0.5499999999999999	-0.999	0.00604059300569139	0.0023309356066838287
0.5499999999999999	-0.9	0.008802641754451217	0.002266902732308996
0.5499999999999999	-0.8	0.011000702910298211	0.0023759993577119527
0.5499999999999999	-0.7	0.012701485667847432	0.0027003475616848103
0.5499999999999999	-0.6	0.014526354088681116	0.0028526780824171525
0.5499999999999999	-0.5	0.016185807009586457	0.003196389332443055
0.5499999999999999	-0.4	0.01772944264036246	0.003353621718655408
0.5499999999999999	-0.3	0.018413156573506693	0.003309718180515441
0.5499999999999999	-0.2	0.019678185273335373	0.0036577301996132887
0.5499999999999999	-0.1	0.019966256064221453	0.0039190815993809455
0.5499999999999999	-0.0	0.020855697609475705	0.004194943321982573
0.5499999999999999	0.1	0.02075641341751446	0.0038700851928939583
0.5499999999999999	0.2	0.020681021341818557	0.0043591328809851225
0.5499999999999999	0.3	0.021295027902197252	0.004313248450105338
0.5499999999999999	0.4	0.020917527189392267	0.004645888956314511
0.5499999999999999	0.5	0.021007928271187783	0.004962879996845284
0.5499999999999999	0.6	0.02050117196849941	0.005136355737984197
0.5499999999999999	0.7	0.021418109596461263	0.005428477034185136
0.5499999999999999	0.8	0.02103985665491351	0.005167803025158289
0.5499999999999999	0.9	0.02106716434319121	0.005668044798772253
0.5499999999999999	0.999	0.020586425162306656	0.006109425657832311
0.6	-0.999	0.006441795076212235	0.002500974448600697
0.6	-0.9	0.008874572850659554	0.0021741166639013695
0.6	-0.8	0.011138210448730078	0.0024204193439259568
0.6	-0.7	0.013194544861916027	0.0028360193033114926
0.6	-0.6	0.014514670712709754	0.003091293198516768
0.6	-0.5	0.01635028610964967	0.0030894102489880874
0.6	-0.4	0.017439928544115416	0.0033848569279958758
0.6	-0.3	0.018419650821576265	0.003100576651206628
0.6	-0.2	0.01972886787832959	0.0036635628554389744
0.6	-0.1	0.02066280555972558	0.0037263476495554737
0.6	-0.0	0.02044293874766293	0.003941343481289749
0.6	0.1	0.02074223627156375	0.004001397461680855
0.6	0.2	0.021400041376496474	0.004506901740203671
0.6	0.3	0.021516647531833306	0.004776319677049417
0.6	0.4	0.021260267138566696	0.00452472473269813
0.6	0.5	0.02048827772034947	0.00430661386266075
0.6	0.6	0.02109021715537475	0.0047992911574835165
0.6	0.7	0.02150897470315498	0.005261306353032719
0.6	0.8	0.02045761011387208	0.005393174640004736
0.6	0.9	0.0213094539154782	0.005412041135094114
0.6	0.999	0.02083560937791802	0.005314009050542831
0.65	-0.999	0.006351165161127411	0.002258381715706155
0.65	-0.9	0.009033323944856442	0.002061458001762895
0.65	-0.8	0.011029459987605506	0.00231213224429433
0.65	-0.7	0.013548161323607855	0.002818105752561511
0.65	-0.6	0.015396526052019454	0.003339635602304029
0.65	-0.5	0.016925724766620624	0.0035597077500552376
0.65	-0.4	0.018137715833860497	0.003728957519115556
0.65	-0.3	0.019086770354535508	0.0035665905034012167
0.65	-0.2	0.019742341194003105	0.003534904049967116
0.65	-0.1	0.01999700641204771	0.0038987874830987666
0.65	-0.0	0.020968849358122366	0.004067607790792727
0.65	0.1	0.021428078170607347	0.004270962558509954
0.65	0.2	0.02091547732472608	0.0042963945677327005
0.65	0.3	0.021416415221506835	0.0044642613104842795
0.65	0.4	0.021070387804213032	0.004540930756100097
0.65	0.5	0.020659064413068914	0.004378878032878747
0.65	0.6	0.02113884142867506	0.004916268365743628
0.65	0.7	0.020562245448997422	0.005206441340594262
0.65	0.8	0.021177257871179845	0.005271056084876843
0.65	0.9	0.019599320983119374	0.005180157597277228
0.65	0.999	0.020908716108500345	0.005394826948701593
0.7000000000000001	-0.999	0.0065053731693948905	0.002245437673081434
0.7000000000000001	-0.9	0.009121111134563575	0.001999296110981387
0.7000000000000001	-0.8	0.011598406583824687	0.0025365115116118236
0.7000000000000001	-0.7	0.013645194496248047	0.0033095558187280208
0.7000000000000001	-0.6	0.015482749572514434	0.0030795840893238407
0.7000000000000001	-0.5	0.01685944296978465	0.003460914643505092
0.7000000000000001	-0.4	0.018009520200262915	0.0035803145022689302
0.7000000000000001	-0.3	0.01955250421013034	0.0037330291187617705
0.7000000000000001	-0.2	0.019779528611301833	0.0038128989438076647
0.7000000000000001	-0.1	0.02013764412254221	0.004033932707623184
0.7000000000000001	-0.0	0.020522985857032293	0.0036829135553365544
0.7000000000000001	0.1	0.021690556782403433	0.0039818240456536294
0.7000000000000001	0.2	0.02232580814830537	0.004092824437868329
0.7000000000000001	0.3	0.021487274063756414	0.00449392561231724
0.7000000000000001	0.4	0.02125134291075472	0.004604051704896504
0.7000000000000001	0.5	0.020620796426137917	0.004807078391225626
0.7000000000000001	0.6	0.021541581612372494	0.005064366939328198
0.7000000000000001	0.7	0.021149444260338168	0.004522168641547371
0.7000000000000001	0.8	0.021488635144006462	0.004918227563616078
0.7000000000000001	0.9	0.02101661405299231	0.005179459423930873
0.7000000000000001	0.999	0.020654674472159393	0.00549771167454891
0.7499999999999999	-0.999	0.006806050609502341	0.0025098837430660792
0.7499999999999999	-0.9	0.009405069195824841	0.002215537784313509
0.7499999999999999	-0.8	0.011412817624918505	0.0024571243080637154
0.7499999999999999	-0.7	0.013441522569380006	0.0029138849798147864
0.7499999999999999	-0.6	0.015756631931955586	0.00327554477691663
0.7499999999999999	-0.5	0.01708282563029846	0.0037787096744968177
0.7499999999999999	-0.4	0.018580778197835258	0.00358302945085793
0.7499999999999999	-0.3	0.019643008573024617	0.0036063010480882093
0.7499999999999999	-0.2	0.02069789584320798	0.0038273638268397033
0.7499999999999999	-0.1	0.02089747432243416	0.0037357251699642806
0.7499999999999999	-0.0	0.02148033427764063	0.004328152920999237
0.7499999999999999	0.1	0.021393075358533468	0.004345375056782984
0.7499999999999999	0.2	0.021684898901058083	0.004429479339395831
0.7499999999999999	0.3	0.02212627773971373	0.004170060842450904
0.7499999999999999	0.4	0.021958906441561423	0.004305828731759154
0.7499999999999999	0.5	0.020981795606939857	0.004653944786993986
0.7499999999999999	0.6	0.021563788302908324	0.004687923526448144
0.7499999999999999	0.7	0.02170588476716468	0.004883012687367832
0.7499999999999999	0.8	0.021197560070766782	0.005119261421141555
0.7499999999999999	0.9	0.020264857080951458	0.004868179788096879
0.7499999999999999	0.999	0.021367330223936627	0.0059868578111164986
0.7999999999999999	-0.999	0.006615407175316983	0.0023715614897923325
0.7999999999999999	-0.9	0.009409095183824765	0.0022484672467330317
0.7999999999999999	-0.8	0.01130874415017109	0.002580544891428655
0.7999999999999999	-0.7	0.014243945284362092	0.00295875745238385
0.7999999999999999	-0.6	0.01619770709877822	0.003310698762946712
0.7999999999999999	-0.5	0.017159836224594313	0.003333275843106131
0.7999999999999999	-0.4	0.018387211747478295	0.0038501755395328745
0.7999999999999999	-0.3	0.01999333462328715	0.003831391576941528
0.7999999999999999	-0.2	0.02090895851904754	0.00404571804655856
0.7999999999999999	-0.1	0.020708238004749344	0.004176606149681915
0.7999999999999999	-0.0	0.02203867519910183	0.00425499058978647
0.7999999999999999	0.1	0.02199822645814174	0.004548796193125887
0.7999999999999999	0.2	0.02214999168870996	0.00422921791641099
0.7999999999999999	0.3	0.022149227636938714	0.0041801775379753615
0.7999999999999999	0.4	0.021793730089731872	0.00431599540966845
0.7999999999999999	0.5	0.02169799542439545	0.004379319437123594
0.7999999999999999	0.6	0.021247848931382794	0.0042109906878840305
0.7999999999999999	0.7	0.02215182114578501	0.005174182938656825
0.7999999999999999	0.8	0.020815705706157383	0.005315342998215781
0.7999999999999999	0.9	0.020954807866421593	0.0048514502368843275
0.7999999999999999	0.999	0.021240482714213003	0.005008229404150711
0.85	-0.999	0.006858159203571706	0.002570560713244051
0.85	-0.9	0.009127201177128579	0.0019235753106870467
0.85	-0.8	0.011763597620407405	0.0024525379526265283
0.85	-0.7	0.013704152277526855	0.0029280937788155738
0.85	-0.6	0.016004574740884996	0.0034795325020094427
0.85	-0.5	0.017877130852469544	0.003538666564754565
0.85	-0.4	0.018473199442920137	0.004135933196652465
0.85	-0.3	0.019723492208050773	0.0035137231033970534
0.85	-0.2	0.021020237224303313	0.003923973858858922
0.85	-0.1	0.022108640608477687	0.004414093434580161
0.85	-0.0	0.021651637872283577	0.004037515972722009
0.85	0.1	0.022056412796778165	0.004147766073770125
0.85	0.2	0.021864909882410227	0.0036796099578268147
0.85	0.3	0.02198652494678284	0.004424153847879073
0.85	0.4	0.022290180843492196	0.004225930521950126
0.85	0.5	0.021938250218341046	0.004788619908825499
0.85	0.6	0.021588833599042956	0.004403925280879987
0.85	0.7	0.021243454564348938	0.0044838703521519795
0.85	0.8	0.02107043193590051	0.004761575440043568
0.85	0.9	0.021042244404343824	0.004451301211387017
0.85	0.999	0.02094507724374677	0.005011630976395844
0.8999999999999999	-0.999	0.006789704382783296	0.002674876264575095
0.8999999999999999	-0.9	0.01000328229803327	0.0022183128096766726
0.8999999999999999	-0.8	0.012235953017775117	0.0025815782617352816
0.8999999999999999	-0.7	0.014317648709787714	0.0033476885196025374
0.8999999999999999	-0.6	0.01643093898102872	0.003709970921863748
0.8999999999999999	-0.5	0.01793567719675705	0.0038858754280786077
0.8999999999999999	-0.4	0.019001921757547648	0.004176283373852547
0.8999999999999999	-0.3	0.019455064266337054	0.0037061279128674804
0.8999999999999999	-0.2	0.021951601243563934	0.004182774243590983
0.8999999999999999	-0.1	0.021914879845126106	0.0036958923184424158
0.8999999999999999	-0.0	0.022224169781432643	0.003897683803132396
0.8999999999999999	0.1	0.022593062737154602	0.003897488622362578
0.8999999999999999	0.2	0.02301152704639269	0.004222184724182114
0.8999999999999999	0.3	0.022670356229197768	0.004003926046997743
0.8999999999999999	0.4	0.02228338517409953	0.004164925291756815
0.8999999999999999	0.5	0.02340390485776001	0.004846867317296435
0.8999999999999999	0.6	0.021919766493838887	0.004325660637810738
0.8999999999999999	0.7	0.021740512836245264	0.004544467954321268
0.8999999999999999	0.8	0.020969139685238274	0.004435525384565751
0.8999999999999999	0.9	0.020585406497932248	0.004465025081684745
0.8999999999999999	0.999	0.022182568080205665	0.004962584329230763
0.95	-0.999	0.007086182743744281	0.002270882445732253
0.95	-0.9	0.009651722105198181	0.002314184842771044
0.95	-0.8	0.012300846759945725	0.002803621550669197
0.95	-0.7	0.01446010233475892	0.0032416982732438515
0.95	-0.6	0.016499570047617602	0.003418168542678339
0.95	-0.5	0.017791258872233293	0.003989616150759338
0.95	-0.4	0.01935349802973998	0.0044270889029760715
0.95	-0.3	0.021263558429350935	0.0050314013058592325
0.95	-0.2	0.02161786264776545	0.003484379621980486
0.95	-0.1	0.021669639448092966	0.00394147938720015
0.95	-0.0	0.022640719583607263	0.003954843326800915
0.95	0.1	0.021910377085809448	0.0038079964687421264
0.95	0.2	0.02293525777150932	0.004252680970063965
0.95	0.3	0.023165680857126825	0.0045675432281351925
0.95	0.4	0.02337737275700742	0.004670790833414082
0.95	0.5	0.023344176908353467	0.004332599062239517
0.95	0.6	0.022661804302330953	0.004693107797830822
0.95	0.7	0.02307231743915888	0.00475938492072489
0.95	0.8	0.022362123715068637	0.0045329069850665845
0.95	0.9	0.022180676391990804	0.004802799975500185
0.95	0.999	0.021782713980035603	0.0043805103978466564
0.9998999999999999	-0.999	0.007751773753170263	0.003617387076506731
0.9998999999999999	-0.9	0.01030564825758308	0.002771044872654774
0.9998999999999999	-0.8	0.013183737904465783	0.0030839912743084244
0.9998999999999999	-0.7	0.015356787324557471	0.0038411407595899277
0.9998999999999999	-0.6	0.018723107956560108	0.004193521534944036
0.9998999999999999	-0.5	0.019319329606501196	0.004882591230996271
0.9998999999999999	-0.4	0.01939424222545488	0.004714210859047888
0.9998999999999999	-0.3	0.021754864315905943	0.0051430758545315414
0.9998999999999999	-0.2	0.022986652230165678	0.004555089921635826
0.9998999999999999	-0.1	0.02350934865715752	0.004785610102944696
0.9998999999999999	-0.0	0.023750831110736226	0.00494324472780603
0.9998999999999999	0.1	0.024478361840693266	0.0046117513588382125
0.9998999999999999	0.2	0.025874507568675677	0.0055643721892016385
0.9998999999999999	0.3	0.024299626194429696	0.0038028711988320777
0.9998999999999999	0.4	0.0262241839171359	0.004524219944339737
0.9998999999999999	0.5	0.02441844855225089	0.003729546828683647
0.9998999999999999	0.6	0.025733159144974	0.004769605760772116
0.9998999999999999	0.7	0.02440411250879817	0.0044548840707539766
0.9998999999999999	0.8	0.02485694380174512	0.004829922165393594
0.9998999999999999	0.9	0.02430658834344929	0.004316273003466638
0.9998999999999999	0.999	0.024405704791592	0.003949775181262788
