#a	c	var	std
0.0001	-0.999	0.00158452442122422	0.00026385668031147976
0.0001	-0.9	0.003560117459628282	0.000455647355189334
0.0001	-0.8	0.005314458506253838	0.0006442592725999475
0.0001	-0.7	0.0068762224004338315	0.0008048986781853443
0.0001	-0.6	0.00826446034158805	0.0010297505900124138
0.0001	-0.5	0.009550106783534103	0.001192199402798407
0.0001	-0.4	0.01077554016399343	0.0014365628389059588
0.0001	-0.3	0.011777875718553732	0.0016489836768135413
0.0001	-0.2	0.01277431651951835	0.0018058352683924849
0.0001	-0.1	0.013674849011916483	0.0021482466472930424
0.0001	-0.0	0.01449499723033971	0.002328390865039802
0.0001	0.1	0.015441866833267932	0.0026290376294261153
0.0001	0.2	0.016186894412218922	0.0026631090604385317
0.0001	0.3	0.016843428607628635	0.0028840061289284024
0.0001	0.4	0.01765629647964518	0.003119850050124797
0.0001	0.5	0.01812362451760536	0.003413138926205954
0.0001	0.6	0.018717182245252317	0.00373322996505781
0.0001	0.7	0.019215536746416666	0.0037538886857078385
0.0001	0.8	0.019683308004495106	0.004205862994512646
0.0001	0.9	0.02030690237314793	0.004288066477933597
0.0001	0.999	0.020839865801456622	0.0043881984783873005
0.049999999999999996	-0.998	0.0023481396497667282	0.0007026545994038258
0.049999999999999996	-0.9	0.004390776624174012	0.0008798297428147576
0.049999999999999996	-0.8	0.0060969979457992495	0.001100190662830317
0.049999999999999996	-0.7	0.007643310035740346	0.0011993144708881626
0.049999999999999996	-0.6	0.009038652888320925	0.001426981483694926
0.049999999999999996	-0.5	0.010357537359390734	0.0016855658827360214
0.049999999999999996	-0.4	0.011590801526083333	0.001888406209195197
0.049999999999999996	-0.3	0.01255487635432454	0.002152159435625758
0.049999999999999996	-0.2	0.013671258027565929	0.0023155411825597585
0.049999999999999996	-0.1	0.014663861911724132	0.0026312869286771318
0.049999999999999996	-0.0	0.01529101911373104	0.0028769186040314343
0.049999999999999996	0.098	0.016089868758271397	0.0030991086339123854
0.049999999999999996	0.198	0.016852649552882622	0.003279946842661187
0.049999999999999996	0.298	0.01767483254452073	0.0034915427807186094
0.049999999999999996	0.398	0.017961145443506188	0.003910699230699052
0.049999999999999996	0.498	0.018404951074377174	0.00417117348628679
0.049999999999999996	0.598	0.019084885832830814	0.004216352957589859
0.049999999999999996	0.698	0.019817441452998297	0.004773686250062962
0.049999999999999996	0.798	0.02060948662758935	0.0048636856425564095
0.049999999999999996	0.898	0.021046965431694393	0.004947102085463994
0.049999999999999996	0.998	0.021074260939336543	0.005234655252345204
0.09999999999999999	-0.999	0.0030123379816341415	0.0011718225803272803
0.09999999999999999	-0.9	0.005226924438010409	0.0015538071390697808
0.09999999999999999	-0.8	0.006859008044673981	0.0013776016691511516
0.09999999999999999	-0.7	0.008510561298664171	0.0015965684607144625
0.09999999999999999	-0.6	0.009832203883296994	0.0017786371852915141
0.09999999999999999	-0.5	0.011195707411335189	0.0022202852762980285
0.09999999999999999	-0.4	0.012430005055771296	0.0021036676817030816
0.09999999999999999	-0.3	0.013315367148004572	0.002610491133032483
0.09999999999999999	-0.2	0.014266108746107878	0.0029191733333127716
0.09999999999999999	-0.1	0.015166168121006771	0.002863773277276075
0.09999999999999999	-0.0	0.015868482211955772	0.0034205017323952866
0.09999999999999999	0.099	0.016548389296007483	0.0036270873891261243
0.09999999999999999	0.199	0.017365062925678642	0.0036441152714562735
0.09999999999999999	0.299	0.017908502163501334	0.003893324084814544
0.09999999999999999	0.399	0.018330053773813873	0.0044662166209048365
0.09999999999999999	0.499	0.019144931519454088	0.004636039365172993
0.09999999999999999	0.599	0.019474948411139673	0.004617978279038342
0.09999999999999999	0.699	0.020062475705809546	0.004999800862107951
0.09999999999999999	0.799	0.020262437544276028	0.005216727946989593
0.09999999999999999	0.899	0.02063933623967432	0.005376727763993088
0.09999999999999999	0.999	0.02140345743886222	0.006024654468371161
0.15	-0.999	0.003757894535727327	0.0015286366808831269
0.15	-0.9	0.005783235432800643	0.0019157299926355308
0.15	-0.8	0.007322377757593861	0.001672422593270135
0.15	-0.7	0.008991816701460776	0.0020403295666106317
0.15	-0.6	0.010638689851676222	0.00225034074844873
0.15	-0.5	0.011723481926394436	0.00249373823586876
0.15	-0.4	0.012868046769624312	0.0025412679802003266
0.15	-0.3	0.013917672920769291	0.002563163195252482
0.15	-0.2	0.015112291742833586	0.0029047404718437722
0.15	-0.1	0.015594050355797416	0.003303835707785427
0.15	-0.0	0.01646709023546445	0.003628498383029625
0.15	0.099	0.017154974962529566	0.0037253653060370048
0.15	0.199	0.017740054178028188	0.004013223071618884
0.15	0.299	0.01834719697021322	0.0040477941400457185
0.15	0.399	0.018571897485718608	0.004667264818958023
0.15	0.499	0.019242116135589574	0.004572093867594051
0.15	0.599	0.019954287629237972	0.0045675566447312575
0.15	0.699	0.020231418974184682	0.005311270670458935
0.15	0.799	0.02024622548126617	0.005785894199181691
0.15	0.899	0.020909110226604015	0.005488966120801985
0.15	0.999	0.020638565072499997	0.006398664340463228
0.19999999999999998	-0.999	0.004573651435251524	0.0021900916018472577
0.19999999999999998	-0.9	0.006624617947608374	0.0023936611967889368
0.19999999999999998	-0.8	0.0082462167161811	0.002240465610880418
0.19999999999999998	-0.7	0.009353042170545329	0.002328677427307568
0.19999999999999998	-0.6	0.011117711952414892	0.0024551465563711103
0.19999999999999998	-0.5	0.011990826908616824	0.0026409036381953082
0.19999999999999998	-0.4	0.013382569576261445	0.0027098512186512717
0.19999999999999998	-0.3	0.014404822968389316	0.0030759283092066905
0.19999999999999998	-0.2	0.015489283797567623	0.00326752774503647
0.19999999999999998	-0.1	0.016001866662023006	0.003480563484734354
0.19999999999999998	-0.0	0.016638835126275484	0.003827306198322972
0.19999999999999998	0.1	0.017546890633433433	0.0036498624456225265
0.19999999999999998	0.199	0.01771915411352109	0.003973422261687337
0.19999999999999998	0.299	0.01840381614675096	0.004568921777002657
0.19999999999999998	0.4	0.019038990296860302	0.004485449078720476
0.19999999999999998	0.499	0.01904907388152382	0.004770002801938789
0.19999999999999998	0.6	0.02022943726338654	0.005050863096020704
