#a	c	entropy	std
0.5499999999999999	0.1	0.15444641886065047	0.11337162009898638
0.5499999999999999	0.2	0.14600093332507258	0.09951934640357384
0.5499999999999999	0.3	0.15517526413841654	0.10247363765925614
0.5499999999999999	0.4	0.1433881555216445	0.08751659282021694
0.5499999999999999	0.5	0.13779922594271585	0.08623116173894933
0.5499999999999999	0.6	0.1459742437351727	0.1229211959421492
0.5499999999999999	0.7	0.15222019648354929	0.1448029167819799
0.5499999999999999	0.8	0.12968420843168305	0.08620405267982803
0.5499999999999999	0.9	0.13252435483379582	0.10547502640463984
0.5499999999999999	0.999	0.1216996706118231	0.08564401281111275
0.6	-0.999	0.16906529865847036	0.12023056056733843
0.6	-0.9	0.16108392115506528	0.12146053764008241
0.6	-0.8	0.16505468073102197	0.12304736275041382
0.6	-0.7	0.1512115678472652	0.10275076739405711
0.6	-0.6	0.1701624718651049	0.1361871339297107
0.6	-0.5	0.16541086499740726	0.11622799282605313
0.6	-0.4	0.17282607206785158	0.11844727072511116
0.6	-0.3	0.16810862248478411	0.1115243909677359
0.6	-0.2	0.15949963049295732	0.10824481174169565
0.6	-0.1	0.16037061048829684	0.11357461220898316
0.6	-0.0	0.161854374786977	0.12173910983243025
0.6	0.1	0.16461515210953492	0.12517471550968579
0.6	0.2	0.15614052881801965	0.1110604420919375
0.6	0.3	0.15600159999643248	0.10748123960253866
0.6	0.4	0.1601749827161509	0.11529309722805821
0.6	0.5	0.14948082578216978	0.11639763560891227
0.6	0.6	0.143762094801526	0.11846638824832188
0.6	0.7	0.13501127718990585	0.08079676115704343
0.6	0.8	0.1371848903797783	0.1071919856372617
0.6	0.9	0.13802107034130903	0.11191039357834626
0.6	0.999	0.13805436567752655	0.10710270074417119
0.65	-0.999	0.1632245973570176	0.12628786488235824
0.65	-0.9	0.15427901654585036	0.10236246834070548
0.65	-0.8	0.1572950025895503	0.09652164940477975
0.65	-0.7	0.16779450892979567	0.1151821143205127
0.65	-0.6	0.1768905628881544	0.12269707190674764
0.65	-0.5	0.16673601348440723	0.11891254779670482
0.65	-0.4	0.16004064529403883	0.09957066135469625
0.65	-0.3	0.16432491632407747	0.12126759913296303
0.65	-0.2	0.16013853472804487	0.10067203223275109
0.65	-0.1	0.16927750996729976	0.11595879500935971
0.65	-0.0	0.15350532934717953	0.08820816132881087
0.65	0.1	0.15457317676123836	0.10057460121911513
0.65	0.2	0.14882103512355396	0.08894846510178209
0.65	0.3	0.15136470630521023	0.10255218025302125
0.65	0.4	0.16326741812791626	0.1279865969732271
0.65	0.5	0.1325280026451459	0.07863405121737295
0.65	0.6	0.15519685880248565	0.11674270808047184
0.65	0.7	0.1319681388652507	0.09071365073526426
0.65	0.8	0.12860935602246348	0.08650434179151927
0.65	0.9	0.13263193950748492	0.11931585957498639
0.65	0.999	0.1357729961419582	0.0958371630518024
0.7000000000000001	-0.999	0.1663585030074833	0.11842537899997105
0.7000000000000001	-0.9	0.16614292313490878	0.1137487845805862
0.7000000000000001	-0.8	0.16994169563885503	0.11622436972347293
0.7000000000000001	-0.7	0.16739551793937227	0.1095568747006975
0.7000000000000001	-0.6	0.16633800146096886	0.11203199891711327
0.7000000000000001	-0.5	0.1791181017156827	0.13028156087459236
0.7000000000000001	-0.4	0.17455840079889023	0.11861361237762902
0.7000000000000001	-0.3	0.19494315174386534	0.15633017437686136
0.7000000000000001	-0.2	0.16283603044662084	0.09944905210815232
0.7000000000000001	-0.1	0.1715547442166113	0.12696636844000314
0.7000000000000001	-0.0	0.17516584505482785	0.11423652870386294
0.7000000000000001	0.1	0.1722231214568108	0.12372348571877796
0.7000000000000001	0.2	0.1636770683890209	0.10528863151952068
0.7000000000000001	0.3	0.17080260003627734	0.12805878278122332
0.7000000000000001	0.4	0.16204016123674214	0.13625486753603488
0.7000000000000001	0.5	0.1481664923480851	0.10808013068430218
0.7000000000000001	0.6	0.14479423831573454	0.09489906033998438
0.7000000000000001	0.7	0.14628462708149897	0.09549730051444227
0.7000000000000001	0.8	0.15669624778174343	0.12890566278380924
0.7000000000000001	0.9	0.13434512399243317	0.09186327972878132
0.7000000000000001	0.999	0.1374294751054972	0.11593587340192511
0.7499999999999999	-0.999	0.18742286839227068	0.16164312953624754
0.7499999999999999	-0.9	0.16711085007810256	0.11219686255697565
0.7499999999999999	-0.8	0.1802492059658391	0.12230827023564662
0.7499999999999999	-0.7	0.16693338168624847	0.10435289188239433
0.7499999999999999	-0.6	0.18518202453238225	0.12400316358263497
0.7499999999999999	-0.5	0.17329800467355183	0.1095081838812914
0.7499999999999999	-0.4	0.17576580601485609	0.12631355505534092
0.7499999999999999	-0.3	0.17738177322966833	0.12498073869595142
0.7499999999999999	-0.2	0.18075092568637244	0.12015315070583535
0.7499999999999999	-0.1	0.16849767193091986	0.10029165630096112
0.7499999999999999	-0.0	0.17105188040263636	0.12751351689645238
0.7499999999999999	0.1	0.16617192111410728	0.10821742488144197
0.7499999999999999	0.2	0.17499343165182316	0.1409722136709251
0.7499999999999999	0.3	0.16683469597166747	0.10966677609550117
0.7499999999999999	0.4	0.1852264083793524	0.1465356648026827
0.7499999999999999	0.5	0.15591562841852566	0.10510419340657041
0.7499999999999999	0.6	0.15508274356708612	0.11231995221171845
0.7499999999999999	0.7	0.15818153918918323	0.12654087321159402
0.7499999999999999	0.8	0.1508270032401751	0.08827886760089547
0.7499999999999999	0.9	0.13835713135981506	0.1162871593503888
0.7499999999999999	0.999	0.1339702822536984	0.10616319130900383
0.7999999999999999	-0.999	0.18423283590576328	0.13572788848664133
0.7999999999999999	-0.9	0.1708325099536181	0.137798329242259
0.7999999999999999	-0.8	0.17886794817151003	0.11387503239913307
0.7999999999999999	-0.7	0.1854479110719644	0.13663970894398622
0.7999999999999999	-0.6	0.1852690380987294	0.12978387182110382
0.7999999999999999	-0.5	0.18633535199578383	0.12050786952640356
0.7999999999999999	-0.4	0.18317168552100532	0.12263269195343901
0.7999999999999999	-0.3	0.18011316555831272	0.10865044161193681
0.7999999999999999	-0.2	0.20483017549384475	0.16414078151362801
0.7999999999999999	-0.1	0.18348164867752847	0.12371794444136174
0.7999999999999999	-0.0	0.17608099363077168	0.1314866892936873
0.7999999999999999	0.1	0.18717428434730415	0.1379142228312435
0.7999999999999999	0.2	0.18328907176918172	0.13010355444601668
0.7999999999999999	0.3	0.1875710614272635	0.1543221184142393
0.7999999999999999	0.4	0.15973325462487042	0.11119016649635133
0.7999999999999999	0.5	0.15585817231313176	0.12005043952020612
0.7999999999999999	0.6	0.16253085469777678	0.1130865220605211
0.7999999999999999	0.7	0.1651353711864273	0.13923914822470002
0.7999999999999999	0.8	0.15751165510561718	0.11199429519920832
0.7999999999999999	0.9	0.16983275022340935	0.14630364847501187
0.7999999999999999	0.999	0.15774622618401904	0.12061933470474337
0.85	-0.999	0.18037047882726073	0.1221753155598965
0.85	-0.9	0.1697959125293621	0.1132978257005855
0.85	-0.8	0.1923929331656598	0.1454191469620448
0.85	-0.7	0.2094253890906477	0.14549466392323732
0.85	-0.6	0.19187205109188635	0.13276304988843643
0.85	-0.5	0.2075702428182651	0.14594553289880396
0.85	-0.4	0.2163130384840813	0.16354239558618008
0.85	-0.3	0.17761350399935136	0.11117634802861827
0.85	-0.2	0.19545488532869476	0.1236347463839752
0.85	-0.1	0.19736658963914333	0.1429391387091928
0.85	-0.0	0.19503562888320614	0.12376976594538786
0.85	0.1	0.17493418453881204	0.11247120236552303
0.85	0.2	0.1898638557326495	0.12123843950181884
0.85	0.3	0.17915012152529744	0.11302622899186901
0.85	0.4	0.17587590467728847	0.10407304500482879
0.85	0.5	0.179831725474459	0.12376471964054166
0.85	0.6	0.1656626470861121	0.11533496107040289
0.85	0.7	0.172088650362506	0.12177208578594555
0.85	0.8	0.15134721338840737	0.09278657718741072
0.85	0.9	0.15709121019220312	0.11058791804367102
0.85	0.999	0.1434595000239358	0.08864400709894495
0.8999999999999999	-0.999	0.20765476927640206	0.1371278452723947
0.8999999999999999	-0.9	0.2062790014826877	0.14972608722538086
0.8999999999999999	-0.8	0.19141190099881367	0.12587607964305314
0.8999999999999999	-0.7	0.19784984123251134	0.1432729997510827
0.8999999999999999	-0.6	0.22474078218347115	0.15862529434758368
0.8999999999999999	-0.5	0.20505797784091434	0.13900198912480466
0.8999999999999999	-0.4	0.21040077203820753	0.15483216920082235
0.8999999999999999	-0.3	0.2012684665595414	0.13515897125453705
0.8999999999999999	-0.2	0.2101178128880097	0.14645759706013528
0.8999999999999999	-0.1	0.20525832267955402	0.14657393860563292
0.8999999999999999	-0.0	0.20194457495342408	0.12558549842105962
0.8999999999999999	0.1	0.20746355354298787	0.14590232126597008
0.8999999999999999	0.2	0.2056060324215591	0.1498334562993049
0.8999999999999999	0.3	0.23168185901370386	0.16972727750468625
0.8999999999999999	0.4	0.20990073015413335	0.13740082537741183
0.8999999999999999	0.5	0.1970011475307518	0.1173077964931992
0.8999999999999999	0.6	0.1889494720354912	0.12475890648940706
0.8999999999999999	0.7	0.1856706485149281	0.12805699400693035
0.8999999999999999	0.8	0.17055700763480808	0.1084184256251615
0.8999999999999999	0.9	0.16048309138290687	0.0978282296527013
0.8999999999999999	0.999	0.18044641472972586	0.12815409333518052
0.95	-0.999	0.21854675480238397	0.136989813276818
0.95	-0.9	0.2400811420100599	0.1636821675023269
0.95	-0.8	0.21665947851025977	0.13811349619730726
0.95	-0.7	0.24551113239283084	0.15884729843753195
0.95	-0.6	0.22961725101695643	0.13373431157847795
0.95	-0.5	0.22447696484652754	0.13922506427707856
0.95	-0.4	0.24374840064853961	0.16134740289915753
0.95	-0.3	0.24811410565193878	0.1572938729752904
0.95	-0.2	0.24320977787932985	0.16688294947223214
0.95	-0.1	0.22176406196030418	0.11793927544470219
0.95	-0.0	0.23510385523374763	0.1710288696155063
0.95	0.1	0.23066731775215624	0.13973289893988536
0.95	0.2	0.227139257337139	0.13858528565931894
0.95	0.3	0.22598371062932576	0.1477172795947627
0.95	0.4	0.21379995710881403	0.12309332422551468
0.95	0.5	0.21185433290413389	0.13307951010866353
0.95	0.6	0.24290961986911783	0.16630862868813442
0.95	0.7	0.22184112073922968	0.14005206230501513
0.95	0.8	0.21406349793310991	0.15606446434716875
0.95	0.9	0.21773413216018941	0.15723189434952464
0.95	0.999	0.20533292364814645	0.1448639376480891
0.9998999999999999	-0.999	0.4788668646626027	0.27843632591663076
0.9998999999999999	-0.9	0.4791414840296181	0.24749408001595846
0.9998999999999999	-0.8	0.5145280915026766	0.27627497508235094
0.9998999999999999	-0.7	0.46928178268290727	0.23974077339536737
0.9998999999999999	-0.6	0.5039744290122173	0.2660342379050251
0.9998999999999999	-0.5	0.44846331363119135	0.22506252381376166
0.9998999999999999	-0.4	0.4579952609643724	0.23899898851088555
0.9998999999999999	-0.3	0.49779929367389086	0.2640327802713614
0.9998999999999999	-0.2	0.46092912212620024	0.2433097878718298
0.9998999999999999	-0.1	0.46213150710292683	0.22420458639460336
0.9998999999999999	-0.0	0.47721464687555354	0.2317205351080789
0.9998999999999999	0.1	0.4771932635701057	0.24661226528166733
0.9998999999999999	0.2	0.4572650961999232	0.2370488680245747
0.9998999999999999	0.3	0.4940013816105698	0.2387275964560794
0.9998999999999999	0.4	0.48360277156057824	0.24717696497834812
0.9998999999999999	0.5	0.4073444103424945	0.21362571549453305
0.9998999999999999	0.6	0.4243044850594674	0.2132893544542553
0.9998999999999999	0.7	0.41952986222197475	0.22461643801023315
0.9998999999999999	0.8	0.41315958857852964	0.21931564138132495
0.9998999999999999	0.9	0.40982100395946175	0.21405691882789113
0.9998999999999999	0.999	0.39147471593985805	0.19407613931814174
