#a	c	haplotype_diversity	std
0.0001	-0.999	0.5481588821019963	0.029326853203366404
0.0001	-0.9	0.5050906066739991	0.09692925330817656
0.0001	-0.8	0.40013056413000114	0.18179022808338016
0.0001	-0.7	0.36032133813199646	0.19469051535601223
0.0001	-0.6	0.26052763830399206	0.21122292078897045
0.0001	-0.5	0.2454925751839945	0.21401618380157272
0.0001	-0.4	0.24892793379400824	0.20389554497502638
0.0001	-0.3	0.22135891163801835	0.205450369485527
0.0001	-0.2	0.16967958269802677	0.19414054037157602
0.0001	-0.1	0.13716681046004672	0.17940371774063948
0.0001	-0.0	0.12501762466005395	0.1684094735773014
0.0001	0.1	0.09373509765405166	0.1498144535879762
0.0001	0.2	0.10564658665604788	0.15770264067583795
0.0001	0.3	0.09507262456604139	0.14787543784911739
0.0001	0.4	0.07908984947399643	0.12687620918359266
0.0001	0.5	0.07642207422198428	0.12762609352396911
0.0001	0.6	0.058638831463965625	0.10687711530611828
0.0001	0.7	0.038215970905991416	0.06970036423599994
0.0001	0.8	0.04092715922600665	0.06361090433487908
0.0001	0.9	0.039334550667997646	0.05961924363093604
0.0001	0.999	0.030121577738020284	0.03815425616829801
0.049999999999999996	-0.998	0.5500751408200104	0.0337747947910949
0.049999999999999996	-0.9	0.5035601464619922	0.10736482392960903
0.049999999999999996	-0.8	0.41128982853600166	0.1803690711693114
0.049999999999999996	-0.7	0.35332368850002055	0.1990566018562251
0.049999999999999996	-0.6	0.2819354722420105	0.2080096754117881
0.049999999999999996	-0.5	0.2930662351119856	0.21720040351517256
0.049999999999999996	-0.4	0.23380942608000313	0.2074722573192334
0.049999999999999996	-0.3	0.22209650305202078	0.21189474103342912
0.049999999999999996	-0.2	0.16424203197804588	0.1890937707121801
0.049999999999999996	-0.1	0.1468487604580358	0.18211523047354333
0.049999999999999996	-0.0	0.13210417327004997	0.17035154634720323
0.049999999999999996	0.098	0.09923212260201998	0.14664022482116276
0.049999999999999996	0.198	0.10327668386202264	0.14727859764021553
0.049999999999999996	0.298	0.06654884120397216	0.11695343089269972
0.049999999999999996	0.398	0.07261644127797125	0.12298434427216824
0.049999999999999996	0.498	0.0741747920379875	0.12009200756868062
0.049999999999999996	0.598	0.05642004992997297	0.10009286073836557
0.049999999999999996	0.698	0.056459879705959115	0.10629086541897784
0.049999999999999996	0.798	0.04065804631599236	0.07447838390122963
0.049999999999999996	0.898	0.047183890389962485	0.08304356556133961
0.049999999999999996	0.998	0.02880829110002238	0.03601629767094507
0.09999999999999999	-0.999	0.5525564888659732	0.037448060060921114
0.09999999999999999	-0.9	0.49479959601400186	0.1198345245933034
0.09999999999999999	-0.8	0.40930462258599576	0.17446497621761758
0.09999999999999999	-0.7	0.3527439575039934	0.20314279664694096
