#a	c	mean_phenotypic_distance	std
0.0001	-0.999	1.1664604707984787	0.14768880274471677
0.0001	-0.9	1.0684585516874352	0.2046159506401477
0.0001	-0.8	0.9072105527141894	0.33466429298127015
0.0001	-0.7	0.7092515229442412	0.39643605798262416
0.0001	-0.6	0.5351022433671061	0.40538791487688186
0.0001	-0.5	0.45975051249051585	0.39018269492424434
0.0001	-0.4	0.35771124938059085	0.3582454759587508
0.0001	-0.3	0.28547680575498346	0.32595135455016744
0.0001	-0.2	0.25859925907755343	0.31982175505080895
0.0001	-0.1	0.2036524642851946	0.2777874894400088
0.0001	-0.0	0.1670945857829461	0.23853910274579285
0.0001	0.1	0.13039193174725303	0.2119254230365288
0.0001	0.2	0.10707577026310908	0.16871637224489697
0.0001	0.3	0.09075837575404683	0.15270622288372512
0.0001	0.4	0.0835895387365374	0.14103152588497317
0.0001	0.5	0.0665880181656396	0.1157379099541275
0.0001	0.6	0.05531449288809388	0.09149382328420981
0.0001	0.7	0.0435048935755835	0.05701026124199165
0.0001	0.8	0.03399237972635314	0.024131731687230058
0.0001	0.9	0.0316785475554592	0.01751125924157235
0.0001	0.999	0.02920745089066986	0.011386202911965257
0.049999999999999996	-0.998	1.287480996398419	0.17651398031525045
0.049999999999999996	-0.9	1.203737856401799	0.21970437026142242
0.049999999999999996	-0.8	1.0786676095057957	0.3658676618795043
0.049999999999999996	-0.7	0.8877553713177836	0.4219996955374553
0.049999999999999996	-0.6	0.68454758442213	0.4668829788415159
0.049999999999999996	-0.5	0.5886846589724134	0.46171795559679935
0.049999999999999996	-0.4	0.47830462199753043	0.44660522099621025
0.049999999999999996	-0.3	0.3981533686502517	0.40862843442711444
0.049999999999999996	-0.2	0.2843545157585935	0.34655652307537055
0.049999999999999996	-0.1	0.26190599612097315	0.3375787881557912
0.049999999999999996	-0.0	0.2098499284835601	0.29706473806765615
0.049999999999999996	0.098	0.15070071129525595	0.23798255252912737
0.049999999999999996	0.198	0.16099014548869423	0.258967824109473
0.049999999999999996	0.298	0.10857598994155881	0.18483541692927066
0.049999999999999996	0.398	0.09134433094784798	0.1596929135832641
0.049999999999999996	0.498	0.07319781260726582	0.12355220478665388
0.049999999999999996	0.598	0.06283528874355752	0.1070949873408483
0.049999999999999996	0.698	0.0507171084112631	0.0752463440002355
0.049999999999999996	0.798	0.04132266299455381	0.04309253101880964
0.049999999999999996	0.898	0.035689604347619065	0.02281673869264291
0.049999999999999996	0.998	0.031802671411934	0.013511948100602402
0.09999999999999999	-0.999	1.4291861474782008	0.2280608464300432
0.09999999999999999	-0.9	1.4310846088752827	0.3202947685175952
0.09999999999999999	-0.8	1.2268525673674555	0.389014204261884
0.09999999999999999	-0.7	1.0268250883868955	0.47839142192617357
0.09999999999999999	-0.6	0.849471820993467	0.5200145178496669
0.09999999999999999	-0.5	0.7025247436288145	0.5545641361863448
0.09999999999999999	-0.4	0.5191125006133107	0.4721413682158328
0.09999999999999999	-0.3	0.5191699777694301	0.5097566488227047
0.09999999999999999	-0.2	0.30533473865385186	0.41084019447230496
0.09999999999999999	-0.1	0.29038773368102655	0.39179135855900943
0.09999999999999999	-0.0	0.2494032956108034	0.34506584051721423
0.09999999999999999	0.099	0.1962719460576444	0.3181484090689224
0.09999999999999999	0.199	0.15413199137395087	0.2441492132798832
0.09999999999999999	0.299	0.12075862452647537	0.20575141315467504
0.09999999999999999	0.399	0.1093476022144236	0.20543353471359782
0.09999999999999999	0.499	0.07396925077573471	0.12099417278228371
0.09999999999999999	0.599	0.06581052994336427	0.1050153405651462
0.09999999999999999	0.699	0.055016045237416364	0.08352311937637819
0.09999999999999999	0.799	0.05143618422478181	0.07118748662852628
0.09999999999999999	0.899	0.04119349145625535	0.037140570761656354
0.09999999999999999	0.999	0.034410389383390284	0.015898151222908646
0.15	-0.999	1.5984240389636128	0.29847876865844297
0.15	-0.9	1.48792858120435	0.33322145039597545
0.15	-0.8	1.3933942837023185	0.43356408664413276
0.15	-0.7	1.2347268694948081	0.526822042886574
0.15	-0.6	0.9897373229442559	0.617152016230027
0.15	-0.5	0.8275257055941309	0.6433384239984937
0.15	-0.4	0.6503905544067836	0.5737860069104248
0.15	-0.3	0.5040736206793816	0.5312347597167542
0.15	-0.2	0.39236024059821356	0.4641981086928243
0.15	-0.1	0.34972304520459585	0.4290906853248226
0.15	-0.0	0.29727073974072804	0.4309680268891959
0.15	0.099	0.21000103506269244	0.32709271163813936
0.15	0.199	0.19699982210985528	0.3439833798556532
0.15	0.299	0.1491749284347957	0.27163420837140906
0.15	0.399	0.1266609747943328	0.22986080196466047
0.15	0.499	0.09500992551646999	0.17123031800541144
0.15	0.599	0.06996786434239487	0.11168299314614347
0.15	0.699	0.0612648510371579	0.09434222212224468
0.15	0.799	0.04433890165565928	0.04866960925957676
0.15	0.899	0.041232518987117696	0.02506138471369926
0.15	0.999	0.03752197596021661	0.018286735350460246
0.19999999999999998	-0.999	1.7600462370466095	0.38904677168135193
0.19999999999999998	-0.9	1.729681879817577	0.43797721048269606
0.19999999999999998	-0.8	1.6075518372729836	0.4920695080190418
0.19999999999999998	-0.7	1.3889775329019536	0.5487428472136966
0.19999999999999998	-0.6	1.1491964988952696	0.6302592927224668
0.19999999999999998	-0.5	1.0609611635061131	0.6993831581570389
0.19999999999999998	-0.4	0.7793928107444343	0.6569115221759554
0.19999999999999998	-0.3	0.593282398739537	0.5928645454801169
0.19999999999999998	-0.2	0.5346665237891565	0.5720645895609198
0.19999999999999998	-0.1	0.4448309885988476	0.5495649295382549
0.19999999999999998	-0.0	0.3269744281821897	0.4827821418069402
0.19999999999999998	0.1	0.23817778717589563	0.3680359583021512
0.19999999999999998	0.199	0.18418496064351664	0.309231173413704
0.19999999999999998	0.299	0.18790749554400596	0.3341329951766646
0.19999999999999998	0.4	0.1180608799621512	0.21872492828772486
0.19999999999999998	0.499	0.08891332697775556	0.16229835884236674
0.19999999999999998	0.6	0.08653714040645658	0.14506013609626162
0.19999999999999998	0.7	0.058235899743210376	0.06958380487627576
0.19999999999999998	0.799	0.04921887216482195	0.04168110066971746
0.19999999999999998	0.899	0.04686375673085884	0.03560531972150418
0.19999999999999998	0.999	0.03807755905231003	0.018657090037301646
0.25	-0.999	1.8833097168667807	0.42999158847982183
0.25	-0.9	1.7522597257978911	0.45678863427002575
0.25	-0.8	1.6920701635775326	0.5468455972539688
0.25	-0.7	1.5063610582255225	0.6819529763250336
0.25	-0.6	1.324324196172948	0.7294996511645172
