#a	c	haplotype_diversity	std
0.0001	-0.999	0.5479936861619832	0.024348014278454306
0.0001	-0.9	0.5384658186540173	0.03914515976087289
0.0001	-0.8	0.49491596488399664	0.11202632360976433
0.0001	-0.7	0.4275805346819987	0.16667497891405464
0.0001	-0.6	0.3523455208200056	0.19949138645686193
0.0001	-0.5	0.31732357686597934	0.20523226620784027
0.0001	-0.4	0.2670784280260018	0.21116298510976025
0.0001	-0.3	0.22492206253802147	0.20406282797928946
0.0001	-0.2	0.2005615432620332	0.19653615207833128
0.0001	-0.1	0.17548569185402177	0.19327271583749872
0.0001	-0.0	0.1486550019061329	0.17668487423122706
0.0001	0.1	0.12175427237217828	0.16281289626161924
0.0001	0.2	0.11223107575615526	0.15169974949559684
0.0001	0.3	0.09711081594410856	0.14096692572832964
0.0001	0.4	0.0894103738361052	0.13142949820663855
0.0001	0.5	0.07600770831401381	0.12201608264700813
0.0001	0.6	0.0650460752899345	0.10510989845224565
0.0001	0.7	0.05411079759794482	0.08540702132264788
0.0001	0.8	0.041214033209967166	0.05088187013540366
0.0001	0.9	0.036653843785977504	0.04118344612321778
0.0001	0.999	0.03688545553997834	0.04109184437761141
0.049999999999999996	-0.998	0.5427912985919969	0.022667890406284218
0.049999999999999996	-0.9	0.5389391941419976	0.03166444352820236
0.049999999999999996	-0.8	0.5046682196059529	0.09918981377012623
0.049999999999999996	-0.7	0.4588733719740012	0.1408559315081657
0.049999999999999996	-0.6	0.3861503976040008	0.1875913468529754
0.049999999999999996	-0.5	0.3431539454620028	0.2008698121505098
0.049999999999999996	-0.4	0.2902124351520037	0.2122335064125759
0.049999999999999996	-0.3	0.259523512201998	0.2064206683932662
0.049999999999999996	-0.2	0.2052820404660045	0.1999481694786834
0.049999999999999996	-0.1	0.19139105731402248	0.19677871987076534
0.049999999999999996	-0.0	0.1624329608420786	0.18505726829829114
0.049999999999999996	0.098	0.1284126358941151	0.16219141668574188
0.049999999999999996	0.198	0.13177015086620206	0.1715776805569359
0.049999999999999996	0.298	0.09839649024411917	0.142738926896678
0.049999999999999996	0.398	0.08949829125011843	0.13363162387173366
0.049999999999999996	0.498	0.0743167500659786	0.11715527564081642
0.049999999999999996	0.598	0.06544834337993509	0.10507068495807748
0.049999999999999996	0.698	0.05549754404995273	0.09249586793022775
0.049999999999999996	0.798	0.046219076097956974	0.06757654957916058
0.049999999999999996	0.898	0.042892368651962734	0.05953094298739784
0.049999999999999996	0.998	0.03806007930997108	0.05025182321858073
0.09999999999999999	-0.999	0.5382133479219928	0.02152285344689932
0.09999999999999999	-0.9	0.532835880150023	0.022002343425657423
0.09999999999999999	-0.8	0.5125155306520214	0.08409705380207781
0.09999999999999999	-0.7	0.4692937808680202	0.13563531216380767
0.09999999999999999	-0.6	0.4125780836159866	0.17569211549581032
0.09999999999999999	-0.5	0.3502408742879864	0.19995576463773357
0.09999999999999999	-0.4	0.3021454118880036	0.21070994041128166
0.09999999999999999	-0.3	0.28278422639201345	0.21157170625794716
0.09999999999999999	-0.2	0.19730828971801628	0.2001654982703251
0.09999999999999999	-0.1	0.19131722419802388	0.19642209608991015
0.09999999999999999	-0.0	0.16895819347605465	0.1893514597665062
0.09999999999999999	0.099	0.1392629810281441	0.17388652239528735
0.09999999999999999	0.199	0.12192771607215512	0.1594081230279827
0.09999999999999999	0.299	0.10292846687418457	0.1481651087806136
0.09999999999999999	0.399	0.08962227726411642	0.1375421828485018
0.09999999999999999	0.499	0.07675861841401148	0.11769682225550017
0.09999999999999999	0.599	0.06525684825394099	0.104874122814115
0.09999999999999999	0.699	0.055788057849944894	0.08780046868542025
0.09999999999999999	0.799	0.055635554797948454	0.08877155779530092
0.09999999999999999	0.899	0.04095240808797334	0.0598192273640579
0.09999999999999999	0.999	0.03774383073598604	0.04488885046008529
0.15	-0.999	0.5342986924000157	0.020051208050184947
0.15	-0.9	0.5327007880620096	0.02328912866376984
0.15	-0.8	0.5182486282740261	0.07146133510984039
0.15	-0.7	0.48217939924000236	0.12234526462952189
0.15	-0.6	0.41790822307198	0.1732081683631485
0.15	-0.5	0.366244709432023	0.1966348962242395
0.15	-0.4	0.32208495508398743	0.21078687728472909
0.15	-0.3	0.2657702306259889	0.21129595445238664
0.15	-0.2	0.2250872481460109	0.20588116686231625
0.15	-0.1	0.21044718658801814	0.2055724353319931
0.15	-0.0	0.17355376496205457	0.1941980414016576
0.15	0.099	0.1442742471401304	0.17910509199558558
0.15	0.199	0.1340856075161847	0.1741409823511414
0.15	0.299	0.10829497251218072	0.15282653278883002
0.15	0.399	0.09662847938407217	0.1395670541466727
0.15	0.499	0.080635683800122	0.12823385781990343
0.15	0.599	0.06449787028592602	0.10327271784527116
0.15	0.699	0.05601358882792956	0.09372697062657213
0.15	0.799	0.043292812049956435	0.05964362586148065
0.15	0.899	0.04353259222995783	0.06273891744610087
0.15	0.999	0.038014915485976804	0.0463541037237288
0.19999999999999998	-0.999	0.5332702884619888	0.021462168580652148
0.19999999999999998	-0.9	0.5310244514720058	0.023261543671468075
0.19999999999999998	-0.8	0.5230759160239883	0.03720355537176666
0.19999999999999998	-0.7	0.48949539598600944	0.11226577312294335
0.19999999999999998	-0.6	0.44838850386997153	0.14705741060611482
0.19999999999999998	-0.5	0.4123240480240128	0.17473107925356576
0.19999999999999998	-0.4	0.33947333437600097	0.20854239341201192
0.19999999999999998	-0.3	0.2866322324719837	0.21327687440215318
0.19999999999999998	-0.2	0.2574276439219865	0.20748156506432652
0.19999999999999998	-0.1	0.22623296201605203	0.2041575781157918
0.19999999999999998	-0.0	0.17851482274404842	0.19545178758019416
0.19999999999999998	0.1	0.1534158908261063	0.1809212103395417
0.19999999999999998	0.199	0.12294767617414537	0.1651170152149686
0.19999999999999998	0.299	0.11624820835211996	0.16319589313156121
0.19999999999999998	0.4	0.09176203809209033	0.13958784662620594
0.19999999999999998	0.499	0.07460536188200556	0.11242925831909516
0.19999999999999998	0.6	0.07634752186600519	0.12030908746164061
0.19999999999999998	0.7	0.05455533067795587	0.08068744814769108
0.19999999999999998	0.799	0.04482022102596934	0.06186617200721126
0.19999999999999998	0.899	0.04432168092196356	0.06169476234568024
0.19999999999999998	0.999	0.03742197078798362	0.03761473313173647
0.25	-0.999	0.5328477901020213	0.020480689008247538
0.25	-0.9	0.5349053752419856	0.02691599720788888
0.25	-0.8	0.517751800636	0.06285789283444326
0.25	-0.7	0.48136067990997117	0.12052656698610517
0.25	-0.6	0.4516481986060148	0.14895444241708924
0.25	-0.5	0.3909124893999888	0.187895675359701
0.25	-0.4	0.3631204189860017	0.1957467860450265
0.25	-0.3	0.31470458618000346	0.2123123453023873
0.25	-0.2	0.2586758636099965	0.21000172095736397
0.25	-0.1	0.2506788163560105	0.20937835308436464
0.25	-0.0	0.2097679589220355	0.2043890578899205
0.25	0.1	0.20215647323199512	0.2028323695205922
0.25	0.2	0.13551314077818133	0.17272185945845384
0.25	0.3	0.1038513957961509	0.15130501576969277
0.25	0.4	0.08962452557216415	0.13570244513358118
0.25	0.5	0.09105494239812452	0.1392481635939672
0.25	0.6	0.08022803981012035	0.12067816349557256
0.25	0.7	0.055403679647943106	0.08373275871969409
0.25	0.8	0.044646283503959744	0.06030577904896214
0.25	0.9	0.04367488620395697	0.055840089294735815
0.25	0.999	0.035645653265982916	0.035075266924928315
0.3	-0.999	0.5297852993900161	0.01805768017736524
0.3	-0.9	0.529763449041989	0.02150657435172961
0.3	-0.8	0.5138791704360083	0.06573100324603272
0.3	-0.7	0.4931864254619881	0.11043917791386146
0.3	-0.6	0.46460210028399296	0.13460886429396474
0.3	-0.5	0.415141098118005	0.17966250143142737
0.3	-0.4	0.3499522541439942	0.20038992267906636
0.3	-0.3	0.3211475835639882	0.20998281804888203
0.3	-0.2	0.282243223343995	0.21336784450820628
0.3	-0.1	0.24954259025399983	0.2096443891375736
0.3	-0.0	0.19231922832002132	0.19652873358204506
0.3	0.1	0.1693243774960846	0.1943262456059422
0.3	0.2	0.1855082216960561	0.20263831945758004
0.3	0.3	0.10960360633215119	0.15303735960117557
0.3	0.4	0.10676223125221782	0.15259880528418662
0.3	0.5	0.10086987132013774	0.1441813945259661
0.3	0.6	0.07413604282404558	0.11362272866567054
0.3	0.7	0.05793563257593396	0.08721612992926105
0.3	0.8	0.06070457213995183	0.08985344848022914
0.3	0.9	0.03994089838997373	0.051376436073458244
0.3	0.999	0.03502409916199078	0.039783994386475265
0.35000000000000003	-0.999	0.5321044533380107	0.022633323261047066
0.35000000000000003	-0.9	0.5301657780080147	0.02259602868840409
0.35000000000000003	-0.8	0.5211122412960175	0.06074099679115114
0.35000000000000003	-0.7	0.4972547464679997	0.0954625270849284
0.35000000000000003	-0.6	0.46273700439601123	0.14586691484077885
0.35000000000000003	-0.5	0.4287099000239872	0.16055478262755205
0.35000000000000003	-0.4	0.3668209146619896	0.2021770272419972
0.35000000000000003	-0.3	0.30944658353399884	0.21091905902074384
0.35000000000000003	-0.2	0.30123658174997675	0.21490789285048081
0.35000000000000003	-0.1	0.23497640328401015	0.208605986041986
0.35000000000000003	-0.0	0.20075794846004483	0.20161326894771786
0.35000000000000003	0.1	0.18595563927404637	0.19933448052131225
0.35000000000000003	0.2	0.19070298865404492	0.20295331992807653
0.35000000000000003	0.3	0.13256737906818403	0.1699785777962451
0.35000000000000003	0.4	0.11745522317415799	0.16258116143511905
0.35000000000000003	0.5	0.10353327052413086	0.1509411049968227
0.35000000000000003	0.6	0.07176000669799151	0.11048114080848695
0.35000000000000003	0.7	0.05701250831194428	0.09076416695482058
0.35000000000000003	0.8	0.04864949230195663	0.06761259067308953
0.35000000000000003	0.9	0.04275939702195911	0.059073955823372305
0.35000000000000003	0.999	0.04120054729597014	0.04253362769012731
0.39999999999999997	-0.999	0.5287376428060072	0.01929751638981789
0.39999999999999997	-0.9	0.5296070758420152	0.03432683683364648
0.39999999999999997	-0.8	0.5217222773840137	0.054811259630444496
0.39999999999999997	-0.7	0.49917263474399254	0.0956400677916153
0.39999999999999997	-0.6	0.45916301795001324	0.1441328096347825
0.39999999999999997	-0.5	0.41392848272596816	0.1722900619119071
0.39999999999999997	-0.4	0.4014255396279993	0.18826369676955193
0.39999999999999997	-0.3	0.34705092037998586	0.20857055662802865
0.39999999999999997	-0.2	0.3089523571120052	0.21513158079747022
0.39999999999999997	-0.1	0.2703785334940019	0.21509016891753516
0.39999999999999997	-0.0	0.22452536773797852	0.2114164989614562
0.39999999999999997	0.1	0.17871306202206952	0.19173284614579345
0.39999999999999997	0.2	0.17324101982008214	0.19174441184274454
0.39999999999999997	0.3	0.1351332448141365	0.1735822395810241
0.39999999999999997	0.4	0.11532946795215504	0.16047480363816846
0.39999999999999997	0.5	0.09479994770023427	0.14545931974622034
0.39999999999999997	0.6	0.08597170933208678	0.13205042998489142
0.39999999999999997	0.7	0.07237655766998348	0.11480515227470796
0.39999999999999997	0.8	0.05761201378792697	0.08514461862405516
0.39999999999999997	0.9	0.04123744453596807	0.05241496518682518
0.39999999999999997	0.999	0.03561810323598575	0.03213295456761099
0.44999999999999996	-0.999	0.5290056583700231	0.019733679555857656
0.44999999999999996	-0.9	0.5308446583699928	0.02566424233759019
0.44999999999999996	-0.8	0.5234714116579963	0.03599630774300317
0.44999999999999996	-0.7	0.5023163312740339	0.08756790581669381
0.44999999999999996	-0.6	0.47797127555598384	0.12589229029649637
0.44999999999999996	-0.5	0.4228661741519842	0.17232667213522682
0.44999999999999996	-0.4	0.400533336017985	0.18026702918867768
0.44999999999999996	-0.3	0.35400315288401446	0.20110916634360276
0.44999999999999996	-0.2	0.3505990212179502	0.2039907001224293
0.44999999999999996	-0.1	0.2650056084100201	0.21192163958917595
0.44999999999999996	-0.0	0.227375922662038	0.204341712082549
0.44999999999999996	0.1	0.19340766371605966	0.20359973846701196
0.44999999999999996	0.2	0.1844540029580442	0.19838590791270905
0.44999999999999996	0.3	0.16168238991809253	0.186165085880395
0.44999999999999996	0.4	0.11950463767019329	0.1580944640904799
0.44999999999999996	0.5	0.09884247028616867	0.139708765467952
0.44999999999999996	0.6	0.0887322081880917	0.13661784552888678
0.44999999999999996	0.7	0.06564921449393837	0.10245965252064984
0.44999999999999996	0.8	0.06459001502792908	0.10137526305482962
0.44999999999999996	0.9	0.04332141833797423	0.05924461147758338
0.44999999999999996	0.999	0.036760347407980266	0.034754536883345254
0.5	-0.999	0.5302757195240188	0.020897762116714853
0.5	-0.9	0.528252378632024	0.020047715637807714
0.5	-0.8	0.5185817251120171	0.06193495197821204
0.5	-0.7	0.5141949780380112	0.06364963883267347
0.5	-0.6	0.47782350217000363	0.12445544641976347
0.5	-0.5	0.4582489248699951	0.14012066011865096
0.5	-0.4	0.4186268096359787	0.1687456352341801
0.5	-0.3	0.36913062432798854	0.19417694099963978
0.5	-0.2	0.2952316579979932	0.2059006936473386
0.5	-0.1	0.28925416046398966	0.2096010786737856
0.5	-0.0	0.21947221195203181	0.207662825121577
0.5	0.1	0.21056939687600332	0.20396993506685146
0.5	0.2	0.17708935747803314	0.1948025250097754
0.5	0.3	0.15499973374814385	0.18243617334865933
0.5	0.4	0.1316153987361424	0.17537982467886368
0.5	0.5	0.092749565168057	0.13346164368343647
0.5	0.6	0.10929777411217026	0.15602950820314837
0.5	0.7	0.058682312219948865	0.08843123740642504
0.5	0.8	0.05073270969995249	0.06087971047649808
0.5	0.9	0.04891806501394028	0.07177407652936955
0.5	0.999	0.03561984990199176	0.033014688943402176
0.5499999999999999	-0.999	0.5319162654440258	0.02393749851882042
0.5499999999999999	-0.9	0.5292904977940022	0.02236108862007566
0.5499999999999999	-0.8	0.5289244760540373	0.03978580450646145
0.5499999999999999	-0.7	0.5098677883320006	0.07998627116355782
0.5499999999999999	-0.6	0.49331897843200406	0.09624237707971627
0.5499999999999999	-0.5	0.44653594599400215	0.1478516448254469
0.5499999999999999	-0.4	0.4044495462739824	0.18136149630268586
0.5499999999999999	-0.3	0.36887573719598665	0.19782276214727088
0.5499999999999999	-0.2	0.32732248689001525	0.20762384609196427
0.5499999999999999	-0.1	0.27733125222196664	0.2175834921442474
0.5499999999999999	-0.0	0.24029997117999846	0.2090480153570041
0.5499999999999999	0.1	0.23362068909001774	0.21023972926272536
0.5499999999999999	0.2	0.19239902256798966	0.2000916817320951
0.5499999999999999	0.3	0.15886943881211799	0.1879511624369383
0.5499999999999999	0.4	0.14199978594415363	0.1820481703200504
0.5499999999999999	0.5	0.11284863606213663	0.15796768686566845
0.5499999999999999	0.6	0.08349660371008719	0.12158828226792462
0.5499999999999999	0.7	0.07767455555602107	0.1190009784575319
0.5499999999999999	0.8	0.05371993610795664	0.07514516058398323
0.5499999999999999	0.9	0.05056888486196142	0.07692131516701368
0.5499999999999999	0.999	0.0404553842159785	0.04695299109310697
0.6	-0.999	0.5306169516600417	0.024443920913925398
0.6	-0.9	0.5287043471880404	0.029418503690537823
0.6	-0.8	0.5261623823439932	0.03916324887554152
0.6	-0.7	0.5185138901960024	0.05413135850583522
0.6	-0.6	0.4871346968200177	0.1106104349071292
0.6	-0.5	0.43301854986599864	0.16885197391574022
0.6	-0.4	0.41032464522598167	0.17519075205095563
0.6	-0.3	0.3786408535379908	0.19371677545152216
0.6	-0.2	0.34922147339198756	0.19930910031997834
0.6	-0.1	0.3128114920639836	0.213593005360707
0.6	-0.0	0.24835366302600154	0.21597818643297897
0.6	0.1	0.20790682330202517	0.20744914778589857
0.6	0.2	0.1931598850379953	0.20150099127510718
0.6	0.3	0.1726304624481088	0.19328539739381237
0.6	0.4	0.14826473673009677	0.1776815671933601
0.6	0.5	0.13142256851422338	0.1750542894434941
0.6	0.6	0.09031331159212772	0.136782898123971
0.6	0.7	0.07249991307603354	0.10622485705194826
0.6	0.8	0.0632695143799463	0.09897251114793695
0.6	0.9	0.05565400181996057	0.08056818198865269
0.6	0.999	0.04928063420395346	0.057712064215599906
0.65	-0.999	0.530143631292013	0.02356227026882478
0.65	-0.9	0.5291916790159958	0.021600816673638747
0.65	-0.8	0.5249827466880177	0.04305996947756762
0.65	-0.7	0.5044181311780049	0.09508935190878925
0.65	-0.6	0.4811032116120122	0.12827412263929688
0.65	-0.5	0.4756754891499875	0.1234446385452964
0.65	-0.4	0.42415442045401763	0.17221361825007497
0.65	-0.3	0.3904381759039695	0.18918168338264307
0.65	-0.2	0.3491665416379821	0.20775857907387185
0.65	-0.1	0.3283235752119895	0.2104122267275684
0.65	-0.0	0.260038102634013	0.2111314643291404
0.65	0.1	0.2243666552520309	0.2112552737910023
0.65	0.2	0.18422230490211894	0.1998762302973443
0.65	0.3	0.15432267606008065	0.18123336715550883
0.65	0.4	0.13977406034210146	0.16930091171942643
0.65	0.5	0.09854403608404942	0.1381354462777563
0.65	0.6	0.09918008278807691	0.13813638524728433
0.65	0.7	0.06579916928395681	0.1041999072881377
0.65	0.8	0.05350648434994819	0.07086497435506509
0.65	0.9	0.04684795869994909	0.06891951577892036
0.65	0.999	0.0452715180939555	0.047906273044632096
0.7000000000000001	-0.999	0.5295129078859964	0.02231559705957424
0.7000000000000001	-0.9	0.5307006292220328	0.02498442920813137
0.7000000000000001	-0.8	0.5293341756519876	0.034526483956056286
0.7000000000000001	-0.7	0.506067416183992	0.09675392851829254
0.7000000000000001	-0.6	0.48325353290998946	0.12435741251313749
0.7000000000000001	-0.5	0.4821879761559911	0.12367090481338865
0.7000000000000001	-0.4	0.4362291329739989	0.1551448291466592
0.7000000000000001	-0.3	0.39770540312600094	0.18438145831733996
0.7000000000000001	-0.2	0.33916225682797313	0.20662417634150163
0.7000000000000001	-0.1	0.3093326203799867	0.20901346411796679
0.7000000000000001	-0.0	0.2576384375300159	0.20829441531014614
0.7000000000000001	0.1	0.26131270764399933	0.21255126643840838
0.7000000000000001	0.2	0.2321901292760248	0.21309483382367517
0.7000000000000001	0.3	0.17342760617604658	0.18704178613958863
0.7000000000000001	0.4	0.13338637084212873	0.16940485919185566
0.7000000000000001	0.5	0.11347507892215553	0.15284430841890934
0.7000000000000001	0.6	0.10703401762018162	0.1470308372315023
0.7000000000000001	0.7	0.08765357378204894	0.1301036116241387
0.7000000000000001	0.8	0.07471903155405252	0.1051062707275805
0.7000000000000001	0.9	0.04881551405596394	0.0548844577360373
0.7000000000000001	0.999	0.04913993970994729	0.06611847538993817
0.7499999999999999	-0.999	0.533853366040006	0.028204188389517635
0.7499999999999999	-0.9	0.5319776015080037	0.025286787083079416
0.7499999999999999	-0.8	0.5298827635819956	0.03267115080132251
0.7499999999999999	-0.7	0.5124515635339946	0.08249643476802626
0.7499999999999999	-0.6	0.5140273437840239	0.06775687872313488
0.7499999999999999	-0.5	0.45399046046000335	0.14467379415777346
0.7499999999999999	-0.4	0.4530848719580105	0.1358347867741413
0.7499999999999999	-0.3	0.38966469280598826	0.19689974073752542
0.7499999999999999	-0.2	0.3708025335299761	0.20445860632655707
0.7499999999999999	-0.1	0.3580674333459824	0.20268165526130216
0.7499999999999999	-0.0	0.32783287229796476	0.208638173385978
0.7499999999999999	0.1	0.24509436745401209	0.2121870798760341
0.7499999999999999	0.2	0.20897333909008553	0.2024620570327444
0.7499999999999999	0.3	0.21806482916008088	0.2088647730012998
0.7499999999999999	0.4	0.17347468301803834	0.1911744151574168
0.7499999999999999	0.5	0.1293743212841406	0.16572336875382768
