#a	c	mean_phenotypic_distance	std
0.0001	-0.999	0.10786557797575737	0.0842139701423681
0.0001	-0.9	0.09860333379532052	0.06592156672066317
0.0001	-0.8	0.08941906085771953	0.07415914300564992
0.0001	-0.7	0.07680579982802932	0.06663692762882871
0.0001	-0.6	0.06526232664929048	0.04595868458507259
0.0001	-0.5	0.06020783374983266	0.04233254248613423
0.0001	-0.4	0.05655260227161387	0.04944791581456968
0.0001	-0.3	0.05078126518898818	0.03573851492966215
0.0001	-0.2	0.052624790959569234	0.06503338207422105
0.0001	-0.1	0.04762534594715952	0.043225638511017656
0.0001	-0.0	0.044934452305570007	0.04386788659148619
0.0001	0.1	0.04141278439923598	0.027733542292371367
0.0001	0.2	0.04089381720248018	0.030633434652006457
0.0001	0.3	0.0383979565167802	0.025585598702283024
0.0001	0.4	0.03758998264808957	0.024360275243978272
0.0001	0.5	0.036363312141687705	0.026574913664740157
0.0001	0.6	0.034684157757164526	0.02158046360084325
0.0001	0.7	0.033460413750159096	0.019007948421391856
0.0001	0.8	0.0320951624266293	0.014496264869943104
0.0001	0.9	0.030825908587353276	0.013599994969524775
0.0001	0.999	0.029311243101680762	0.011452579037384544
0.049999999999999996	-0.998	0.08049709391636516	0.04024805183724005
0.049999999999999996	-0.9	0.07867856071502566	0.04833184010610768
0.049999999999999996	-0.8	0.07725466316039241	0.06372936167047329
0.049999999999999996	-0.7	0.07145845598840711	0.0531510154971391
0.049999999999999996	-0.6	0.06640840932205502	0.05693497721568304
0.049999999999999996	-0.5	0.059581688822219966	0.04304422922332858
0.049999999999999996	-0.4	0.05990187107121561	0.05804064285049251
0.049999999999999996	-0.3	0.05707104436392002	0.057780675959782105
0.049999999999999996	-0.2	0.05124028027295876	0.042112635427303445
0.049999999999999996	-0.1	0.05164789532406124	0.04264283554709917
0.049999999999999996	-0.0	0.04985112978509182	0.043846896314259386
0.049999999999999996	0.098	0.04471852724951906	0.036817216056130836
0.049999999999999996	0.198	0.044414102123847894	0.03438980493466331
0.049999999999999996	0.298	0.041753045646203454	0.02637091651208373
0.049999999999999996	0.398	0.04155788118783539	0.027687781447590737
0.049999999999999996	0.498	0.04169969395673538	0.03337522663903939
0.049999999999999996	0.598	0.038202280072000876	0.024829295861427365
0.049999999999999996	0.698	0.03731229101412334	0.023338813033790425
0.049999999999999996	0.798	0.03621327835822379	0.01877346081641584
