#n_pop	landscape_idx	replicate	t	entropy	haplotype_diversity	nucleotide_diversity	strains	n_maxima	n_minima	maximum	minimum	gamma	mean	var	fitness_wildtype	mean_phenotypic_distance	tg0	n0	tg1	n1	tg2	n2	tg3	n3	tg4	n4	tg5	n5	tg6	n6	tg7	n7	tg8	n8	tg9	n9
1000	0	0	73	0.8743089738550804	0.5213979999999998	0.5716439999999999	9	3	3	1.1611691183868125	0.6494916302306264	0.3208877996983228	0.7961693098533815	0.014119260486859742	0.8309904163345204	1.0821854773682016	16	371	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	74	0.9248890147825423	0.529974	0.5912419999999999	9	3	3	1.1559582265368882	0.6518990934462083	0.3186788381937523	0.7977282964173601	0.014075697389408837	0.8356702549319727	1.0770165559846514	16	359	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	75	0.9285614889107148	0.530338	0.5899319999999998	9	3	3	1.150119730893561	0.6531700776087503	0.3171163450844426	0.7980996013317657	0.014020956878578628	0.8386599593208008	1.06914942987304	16	357	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	76	0.8921618711831187	0.525794	0.5722400000000001	8	3	3	1.1582205046004534	0.6505233727104375	0.31972357461890544	0.7967327519426979	0.014086886453600345	0.8331162835424915	1.0761314986396875	16	378	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	77	0.9131601305051122	0.5380039999999999	0.5850660000000001	8	3	2	1.1866393871724068	0.6468743507257314	0.3304596513950972	0.7973722156053961	0.0146129862396569	0.8225731522802984	1.09887016993224	16	412	18	540	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	78	0.9051309895511435	0.53566	0.5804520000000001	7	3	2	1.1839405343191562	0.6471107581559878	0.3292959172496053	0.7972052955012645	0.014550575988020453	0.8234003963962315	1.096821752482696	16	411	18	543	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	79	0.8971738369178976	0.5357059999999998	0.5794840000000001	8	3	2	1.1933635894355017	0.6456356172533118	0.3340154970152215	0.7971615988890881	0.014779363089330033	0.8194855032140786	1.1030300086796139	18	536	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	80	0.9108134139197641	0.5359239999999998	0.581718	9	3	3	1.181320882589848	0.6474078854688462	0.3281597080728524	0.7971085129684226	0.014492443022246504	0.8243102633784414	1.0948782149104574	16	408	18	545	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	81	0.884397826941156	0.5271899999999998	0.567636	8	3	3	1.1681808858469358	0.6486168219930342	0.32322268752753525	0.796351684207009	0.014232580631047709	0.8284294272915804	1.0838008531195422	16	397	18	561	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	82	0.9180965450322955	0.5389499999999998	0.584626	10	3	2	1.1907801573174952	0.6464877664779906	0.3323365727355407	0.7976052981606796	0.014713141414444908	0.8212662192580672	1.0996697133339373	18	533	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
