1 0 0 1 0	0.9146931418124572
0 1 1 0 1	1.2174686866094873
0 1 1 1 1	1.0760852482960317
0 1 0 0 0	1.4709480713297707
0 0 0 1 0	0.9750040368573059
1 1 1 1 1	1.6252392500023776
0 0 0 0 1	1.1260703406824275
0 0 0 1 1	1.0758432346855318
0 1 0 1 1	1.4081893982770752
1 1 0 1 1	2.2061549488590586
0 0 1 1 0	0.9021585822065639
1 1 0 1 0	1.3759165760862726
1 1 1 0 0	1.0862681992443866
1 0 0 1 1	0.9313808955620969
0 1 0 0 1	1.6876551414676184
1 1 1 0 1	1.1281512265184792
0 1 1 0 0	1.0184877282230949
0 1 1 1 0	1.0868018929691001
0 0 1 0 0	0.8824786498655258
1 0 1 0 0	0.8453990278084367
0 0 0 0 0	1.0002355137277243
0 0 1 0 1	0.9944471053904861
1 0 1 0 1	0.8677966828528768
1 0 1 1 1	0.8457169653600192
1 1 1 1 0	1.1284219863215024
1 0 1 1 0	0.9331636195463285
1 1 0 0 0	1.4681713403249101
0 1 0 1 0	1.442947611192474
1 1 0 0 1	1.4545548752001154
0 0 1 1 1	1.008873472369174
1 0 0 0 0	0.9368784451705627
1 0 0 0 1	0.9845063088587788
