#a	c	strains	std
0.0001	-0.999	10.163358	1.8720052532639053
0.0001	-0.9	9.972275	1.837702288599141
0.0001	-0.8	9.732736	1.8193265963717304
0.0001	-0.7	9.380488	1.768818252554203
0.0001	-0.6	9.114759	1.7552921275330262
0.0001	-0.5	8.869554	1.7454938807756757
0.0001	-0.4	8.668037	1.7580616193411285
0.0001	-0.3	8.385638	1.7385224633107643
0.0001	-0.2	8.240726	1.7617866206829487
0.0001	-0.1	8.070146	1.774689462461464
0.0001	-0.0	7.862424	1.780204486388904
0.0001	0.1	7.741222	1.764588637746483
0.0001	0.2	7.651381	1.7663914948270323
0.0001	0.3	7.494028	1.7627669847665484
0.0001	0.4	7.366696	1.761841408204016
0.0001	0.5	7.207041	1.7635986319552506
0.0001	0.6	7.096996	1.7776723365380245
0.0001	0.7	6.979046	1.7725479039521628
0.0001	0.8	6.894644	1.768060869798881
0.0001	0.9	6.778615	1.7688094330541932
0.0001	0.999	6.738344	1.7530080463862587
0.049999999999999996	-0.998	9.54515	1.8716449931939003
0.049999999999999996	-0.9	9.412105	1.8244489024365347
0.049999999999999996	-0.8	9.232179	1.885439329927593
0.049999999999999996	-0.7	9.076241	1.8234937990209465
0.049999999999999996	-0.6	8.863874	1.7843247731049021
0.049999999999999996	-0.5	8.638589	1.7518801780278297
0.049999999999999996	-0.4	8.438614	1.7879163726677905
0.049999999999999996	-0.3	8.333452	1.8165767431162296
0.049999999999999996	-0.2	8.133563	1.7622726890781393
0.049999999999999996	-0.1	8.017565	1.761826772075388
0.049999999999999996	-0.0	7.871837	1.7662475378781024
0.049999999999999996	0.098	7.693804	1.7602253003409452
0.049999999999999996	0.198	7.54871	1.754343299830012
0.049999999999999996	0.298	7.430691	1.7694065087833377
0.049999999999999996	0.398	7.332911	1.7617798869210906
0.049999999999999996	0.498	7.151903	1.785381098298612
0.049999999999999996	0.598	7.075613	1.750231052618647
0.049999999999999996	0.698	6.996763	1.7846421789239197
0.049999999999999996	0.798	6.907872	1.7667958436536213
0.049999999999999996	0.898	6.82269	1.7615386078379682
0.049999999999999996	0.998	6.64193	1.768003676732397
0.09999999999999999	-0.999	9.01364	1.8531398718161143
0.09999999999999999	-0.9	8.817608	1.9190400832270973
0.09999999999999999	-0.8	8.976491	1.8922837809496464
0.09999999999999999	-0.7	8.722772	1.826010944743726
0.09999999999999999	-0.6	8.729245	1.8059706507851065
0.09999999999999999	-0.5	8.48131	1.8388023453018516
0.09999999999999999	-0.4	8.458758	1.7819271232853422
0.09999999999999999	-0.3	8.224578	1.7855183869119062
0.09999999999999999	-0.2	8.056607	1.7748486689368328
0.09999999999999999	-0.1	7.949446	1.7508487537592283
0.09999999999999999	-0.0	7.795165	1.796765663951637
0.09999999999999999	0.099	7.628437	1.7843707913481732
0.09999999999999999	0.199	7.521206	1.7668784416063228
0.09999999999999999	0.299	7.367867	1.7733820838140728
0.09999999999999999	0.399	7.239784	1.7836840569024424
0.09999999999999999	0.499	7.188696	1.7750839333626687
0.09999999999999999	0.599	7.080908	1.7754900866744967
0.09999999999999999	0.699	7.047089	1.7860780543084238
0.09999999999999999	0.799	6.876375	1.8018388124464173
0.09999999999999999	0.899	6.702485	1.7903460643378253
0.09999999999999999	0.999	6.650849	1.7886552989626345
0.15	-0.999	8.71551	1.8765268346615223
0.15	-0.9	8.715482	1.8563574423434235
0.15	-0.8	8.713294	1.957614748055622
0.15	-0.7	8.576067	1.929244809118569
0.15	-0.6	8.479047	1.8425461640886334
0.15	-0.5	8.37241	1.8212463064758837
0.15	-0.4	8.364837	1.829418024999263
0.15	-0.3	8.130595	1.75047965146382
0.15	-0.2	8.117729	1.776893930408956
0.15	-0.1	7.918065	1.788266438112768
0.15	-0.0	7.687409	1.770977414624457
0.15	0.099	7.663969	1.7331160292165764
0.15	0.199	7.502722	1.8182793781227997
0.15	0.299	7.412213	1.7831243989667347
0.15	0.399	7.25443	1.774484298009716
0.15	0.499	7.086687	1.750803652436306
0.15	0.599	7.094023	1.7631618712383366
0.15	0.699	6.854006	1.7641311924370255
0.15	0.799	6.80969	1.7997720253120435
0.15	0.899	6.774749	1.7919782917729306
0.15	0.999	6.549852	1.8193548549307206
0.19999999999999998	-0.999	8.43001	1.9095970900764507
0.19999999999999998	-0.9	8.243902	1.906465695734294
0.19999999999999998	-0.8	8.25047	1.863520928728934
0.19999999999999998	-0.7	8.295581	1.8533737635575551
0.19999999999999998	-0.6	8.364183	1.9099506251213365
