#a	c	strains	std
0.0001	-0.999	9.264265	1.7380552438341281
0.0001	-0.9	8.619157	1.7911384138468602
0.0001	-0.8	7.76156	1.8206981302037315
0.0001	-0.7	7.271398	1.7806196382735622
0.0001	-0.6	6.615572	1.7912136447862796
0.0001	-0.5	6.381699	1.7670563080624762
0.0001	-0.4	6.248386	1.6312219517572843
0.0001	-0.3	6.027577	1.645286970728573
0.0001	-0.2	5.605682	1.5261479757914733
0.0001	-0.1	5.42239	1.5477425765937662
0.0001	-0.0	5.299082	1.4561236477575963
0.0001	0.1	4.953883	1.35541582529493
0.0001	0.2	5.053333	1.4262386284456399
0.0001	0.3	4.994975	1.3843307645779461
0.0001	0.4	4.820886	1.2721547835787883
0.0001	0.5	4.779494	1.3278941476062416
0.0001	0.6	4.538169	1.2785385258561957
0.0001	0.7	4.407825	1.2466480351253124
0.0001	0.8	4.473616	1.2039465661059057
0.0001	0.9	4.39292	1.186759150798536
0.0001	0.999	4.231628	1.1877406620719364
0.049999999999999996	-0.998	9.387986	1.8514481606726563
0.049999999999999996	-0.9	8.550933	1.7800851098220845
0.049999999999999996	-0.8	7.961282	1.8899133546941371
0.049999999999999996	-0.7	7.162331	1.7954060459743455
0.049999999999999996	-0.6	6.65604	1.7576303956423975
0.049999999999999996	-0.5	6.616767	1.7631949910886826
0.049999999999999996	-0.4	6.151885	1.6958374988923814
0.049999999999999996	-0.3	5.947711	1.6838140324058983
0.049999999999999996	-0.2	5.57136	1.5491430373749215
0.049999999999999996	-0.1	5.409964	1.5078997952402242
0.049999999999999996	-0.0	5.309941	1.423795492237425
0.049999999999999996	0.098	5.065302	1.442949663328031
0.049999999999999996	0.198	5.060666	1.3599446627987657
0.049999999999999996	0.298	4.756536	1.2805635167935214
0.049999999999999996	0.398	4.686428	1.2618130578671372
0.049999999999999996	0.498	4.730651	1.3011663265053879
0.049999999999999996	0.598	4.541013	1.2594766850175254
0.049999999999999996	0.698	4.540902	1.2683148800800539
0.049999999999999996	0.798	4.412589	1.1930082733788518
0.049999999999999996	0.898	4.365556	1.253156167946367
0.049999999999999996	0.998	4.193382	1.2105399074332226
0.09999999999999999	-0.999	9.521649	1.845971486335763
0.09999999999999999	-0.9	8.617932	1.8230434352659575
0.09999999999999999	-0.8	7.74572	1.802232207456316
0.09999999999999999	-0.7	7.179242	1.823098359706515
0.09999999999999999	-0.6	6.973958	1.8877153857805178
0.09999999999999999	-0.5	6.478854	1.714792053631086
0.09999999999999999	-0.4	6.133041	1.6681468385627407
0.09999999999999999	-0.3	6.073796	1.7193379849555572
0.09999999999999999	-0.2	5.60267	1.5439790332024212
0.09999999999999999	-0.1	5.410845	1.5103899057048868
0.09999999999999999	-0.0	5.405676	1.5659059470778858
0.09999999999999999	0.099	5.140463	1.41650173035752
0.09999999999999999	0.199	4.734301	1.3048849543621424
0.09999999999999999	0.299	4.861362	1.3516165624353818
0.09999999999999999	0.399	4.809852	1.322678905694063
0.09999999999999999	0.499	4.718598	1.2766763663167757
0.09999999999999999	0.599	4.538939	1.2428971393693622
0.09999999999999999	0.699	4.318763	1.1973464759479273
0.09999999999999999	0.799	4.380137	1.200829839403941
0.09999999999999999	0.899	4.284923	1.2115153122549247
0.09999999999999999	0.999	4.204814	1.176630192482721
0.15	-0.999	9.085777	1.763659949293994
0.15	-0.9	8.589936	1.8864721240130378
0.15	-0.8	7.684496	1.8447061090865002
0.15	-0.7	7.331028	1.8542885162707903
0.15	-0.6	6.928413	1.79735681819899
0.15	-0.5	6.326041	1.7024979191768113
0.15	-0.4	6.126454	1.7211543650266854
0.15	-0.3	6.090011	1.7370584438247574
0.15	-0.2	5.610139	1.5815757654996814
0.15	-0.1	5.383161	1.5056994770552787
0.15	-0.0	5.413502	1.5250443999345213
0.15	0.099	5.133109	1.4715838948823763
0.15	0.199	4.960674	1.3770575013431423
0.15	0.299	4.937431	1.3904265725105758
0.15	0.399	4.814431	1.4213124801963177
0.15	0.499	4.650724	1.3899662614018717
0.15	0.599	4.681366	1.3364655476966294
0.15	0.699	4.494451	1.2642447575233637
0.15	0.799	4.38966	1.253212932809475
0.15	0.899	4.382926	1.218854857697115
0.15	0.999	4.330671	1.1692514942952783
0.19999999999999998	-0.999	9.092076	1.824359432377158
0.19999999999999998	-0.9	8.533375	1.7807822103104451
0.19999999999999998	-0.8	7.866586	1.7845744280672047
0.19999999999999998	-0.7	7.291951	1.8561662261124174
0.19999999999999998	-0.6	6.764284	1.7552364650355035
0.19999999999999998	-0.5	6.36115	1.6753553307543463
0.19999999999999998	-0.4	6.117917	1.7319069203085773
0.19999999999999998	-0.3	6.007033	1.6952245900331535
0.19999999999999998	-0.2	5.625818	1.5612899373555202
0.19999999999999998	-0.1	5.622245	1.6291386724454615
0.19999999999999998	-0.0	5.376493	1.4950880429727664
0.19999999999999998	0.1	5.138633	1.499293880198295
0.19999999999999998	0.199	4.993422	1.469063949620641
0.19999999999999998	0.299	4.804467	1.3280947292050589
0.19999999999999998	0.4	4.863075	1.3274631093059646
0.19999999999999998	0.499	4.666865	1.3207951454641509
0.19999999999999998	0.6	4.565732	1.2653279832662803
0.19999999999999998	0.7	4.371426	1.2486842217882268
0.19999999999999998	0.799	4.494519	1.2604100710764665
0.19999999999999998	0.899	4.272171	1.152173283084417
0.19999999999999998	0.999	4.284521	1.167774877379896
0.25	-0.999	9.028381	1.841385595018447
0.25	-0.9	8.505659	1.750429387249014
0.25	-0.8	7.939614	1.8070121184745307
0.25	-0.7	7.392457	1.8082051246267998
0.25	-0.6	6.829637	1.7678825112666616
0.25	-0.5	6.56718	1.7793571911518644
0.25	-0.4	6.104325	1.731688278277888
0.25	-0.3	6.069373	1.723726010156826
0.25	-0.2	5.653903	1.4921655716306692
0.25	-0.1	5.714619	1.6912295956159826
0.25	-0.0	5.394166	1.5482976334275862
0.25	0.1	5.249634	1.4536378431663524
0.25	0.2	4.996222	1.382255995585394
0.25	0.3	4.817734	1.3301439300086633
0.25	0.4	4.77598	1.3056671644667404
0.25	0.5	4.700251	1.4047211503411048
0.25	0.6	4.773516	1.2989028773876197
0.25	0.7	4.430103	1.243784529731258
0.25	0.8	4.312763	1.1820827818531185
0.25	0.9	4.435316	1.2440343756374983
0.25	0.999	4.27235	1.2391864319259493
0.3	-0.999	8.988077	1.781407313199361
0.3	-0.9	8.451632	1.7123718839061353
0.3	-0.8	7.802071	1.8077014075112492
0.3	-0.7	7.34563	1.7204809976103914
0.3	-0.6	6.934288	1.7687642752887662
0.3	-0.5	6.565906	1.7562509739696806
0.3	-0.4	6.251799	1.7148706086409038
0.3	-0.3	6.015094	1.6541562524106257
0.3	-0.2	5.841633	1.6380053651793323
0.3	-0.1	5.552823	1.5732184227490402
0.3	-0.0	5.357924	1.4779596051876818
0.3	0.1	5.227884	1.4087770821539365
0.3	0.2	5.084803	1.4566899371991218
0.3	0.3	4.958686	1.3868724082714026
0.3	0.4	5.104445	1.4740042112048657
0.3	0.5	4.657688	1.3411779499333885
0.3	0.6	4.641024	1.327004141809197
0.3	0.7	4.553872	1.21667057493195
0.3	0.8	4.407569	1.2102867325715483
0.3	0.9	4.319669	1.1891627914471778
0.3	0.999	4.226434	1.2108555280512139
0.35000000000000003	-0.999	8.849428	1.797970329434939
0.35000000000000003	-0.9	8.476656	1.7741359038169495
0.35000000000000003	-0.8	7.733124	1.8317403079838217
0.35000000000000003	-0.7	7.11113	1.7642208579346454
0.35000000000000003	-0.6	6.860897	1.739274095841559
0.35000000000000003	-0.5	6.569814	1.7133426221681602
0.35000000000000003	-0.4	6.375054	1.724017247397524
0.35000000000000003	-0.3	6.027082	1.6761847675199928
0.35000000000000003	-0.2	6.00678	1.677432813968918
0.35000000000000003	-0.1	5.35823	1.4536888870439595
0.35000000000000003	-0.0	5.437206	1.4837698996594382
0.35000000000000003	0.1	5.224966	1.5027769485774525
0.35000000000000003	0.2	5.098349	1.3600015896332907
0.35000000000000003	0.3	4.925714	1.4498854066344737
0.35000000000000003	0.4	4.807862	1.2914258231595914
0.35000000000000003	0.5	4.703376	1.2479638456433289
0.35000000000000003	0.6	4.483057	1.2560161274210757
0.35000000000000003	0.7	4.473754	1.230912938688486
0.35000000000000003	0.8	4.47942	1.2096081707533537
0.35000000000000003	0.9	4.34527	1.1903016608900134
0.35000000000000003	0.999	4.27125	1.2093340729532531
0.39999999999999997	-0.999	8.840034	1.814291644276157
0.39999999999999997	-0.9	8.336903	1.7651114650942097
0.39999999999999997	-0.8	7.780152	1.7862021294897974
0.39999999999999997	-0.7	7.157609	1.7529242641510185
0.39999999999999997	-0.6	7.044649	1.7818868207400966
0.39999999999999997	-0.5	6.754107	1.790065595698563
0.39999999999999997	-0.4	6.33772	1.667478330321536
0.39999999999999997	-0.3	6.127519	1.743738783552958
0.39999999999999997	-0.2	5.745474	1.6000747093680905
0.39999999999999997	-0.1	5.28482	1.4239612337683607
0.39999999999999997	-0.0	5.47367	1.5499752041606922
0.39999999999999997	0.1	5.320936	1.527435896187651
0.39999999999999997	0.2	5.06409	1.36775375805375
0.39999999999999997	0.3	5.167943	1.4432713645738973
