#a	c	strains	std
0.39999999999999997	0.2	8.534047	2.353898966097395
0.39999999999999997	0.3	8.062086	2.200424088777049
0.39999999999999997	0.4	7.832201	2.175218891779138
0.39999999999999997	0.5	7.489256	2.1094285994451756
0.39999999999999997	0.6	7.361626	2.0248433855833827
0.39999999999999997	0.7	7.241591	1.9645403147031204
0.39999999999999997	0.8	6.980215	1.8920927920548414
0.39999999999999997	0.9	6.738905	1.7917387117879278
0.39999999999999997	0.999	6.688653	1.7645138591379799
0.44999999999999996	-0.999	11.84877	2.6636130690991093
0.44999999999999996	-0.9	11.915087	2.7789077898798404
0.44999999999999996	-0.8	11.943341	2.6260410609323093
0.44999999999999996	-0.7	11.741111	2.580367056057381
0.44999999999999996	-0.6	11.537183	2.5996684755528237
0.44999999999999996	-0.5	11.150583	2.599393874920133
0.44999999999999996	-0.4	10.868639	2.524052625948119
0.44999999999999996	-0.3	10.470132	2.5585735183685383
0.44999999999999996	-0.2	10.256233	2.62693025230519
0.44999999999999996	-0.1	9.585356	2.543245725708607
0.44999999999999996	-0.0	9.290454	2.4365525667796057
0.44999999999999996	0.1	8.723626	2.320903875368312
0.44999999999999996	0.2	8.569624	2.32993303061603
0.44999999999999996	0.3	8.238377	2.2444804395540197
0.44999999999999996	0.4	7.94873	2.123647309927748
0.44999999999999996	0.5	7.705315	2.0064161523628834
0.44999999999999996	0.6	7.384521	1.9730515688866184
0.44999999999999996	0.7	7.15691	1.919413695914366
0.44999999999999996	0.8	7.101533	1.9209606294758697
0.44999999999999996	0.9	6.797954	1.768211113088145
0.44999999999999996	0.999	6.749404	1.789151431777201
0.5	-0.999	11.811644	2.6016392497561713
0.5	-0.9	11.610544	2.6292156504998534
0.5	-0.8	11.776712	2.6584306529041446
0.5	-0.7	11.47411	2.6242184730722333
0.5	-0.6	11.552244	2.6073510240749744
0.5	-0.5	11.405787	2.5870667953440663
0.5	-0.4	10.942327	2.5737858204311177
0.5	-0.3	10.563491	2.519416845298427
0.5	-0.2	9.925254	2.490362069526335
0.5	-0.1	9.830915	2.5250246807721535
0.5	-0.0	9.172989	2.4461953703179655
0.5	0.1	8.870091	2.408984527750154
0.5	0.2	8.58527	2.455098990791721
0.5	0.3	8.157455	2.2658062708119524
0.5	0.4	8.00036	2.2063682236773836
0.5	0.5	7.675768	1.9834085671053299
0.5	0.6	7.6041	2.095291764951635
0.5	0.7	7.187395	1.8308362750267069
0.5	0.8	7.069429	1.8513940805838542
0.5	0.9	6.967378	1.815043002102623
0.5	0.999	6.679503	1.7703535825218022
0.5499999999999999	-0.999	11.710805	2.636471544119563
0.5499999999999999	-0.9	11.714657	2.750283610179187
0.5499999999999999	-0.8	11.968383	2.76658616698597
0.5499999999999999	-0.7	11.659405	2.666214386481153
0.5499999999999999	-0.6	11.745418	2.5690995709651685
0.5499999999999999	-0.5	11.129747	2.5281485532966173
0.5499999999999999	-0.4	10.955507	2.5336025323715177
0.5499999999999999	-0.3	10.550251	2.6194101813823094
0.5499999999999999	-0.2	10.263101	2.5929052406476014
0.5499999999999999	-0.1	9.725334	2.5521667465167486
0.5499999999999999	-0.0	9.279893	2.4271701217054695
0.5499999999999999	0.1	9.091301	2.4066696739410087
0.5499999999999999	0.2	8.517899	2.3671550919247752
0.5499999999999999	0.3	8.389821	2.2559649104850528
0.5499999999999999	0.4	8.125725	2.213457730283201
0.5499999999999999	0.5	7.707711	2.071997208901395
0.5499999999999999	0.6	7.393581	1.9194563503147652
0.5499999999999999	0.7	7.428868	2.073743122707164
0.5499999999999999	0.8	7.140888	1.8103253433365314
0.5499999999999999	0.9	6.997952	1.940416854920446
0.5499999999999999	0.999	6.816483	1.8008014198187723
0.6	-0.999	11.633804	2.6963712207416193
0.6	-0.9	11.556354	2.7009745504057943
0.6	-0.8	11.838246	2.754177414231763
0.6	-0.7	11.594789	2.706007458956928
0.6	-0.6	11.460983	2.5522660887466815
0.6	-0.5	11.17381	2.546186278921478
0.6	-0.4	10.893068	2.50723589508365
0.6	-0.3	10.7118	2.5637896429008564
0.6	-0.2	10.276524	2.4728701123401704
0.6	-0.1	9.966481	2.663867221318592
0.6	-0.0	9.270567	2.5164989233573123
0.6	0.1	8.990553	2.3939468426020296
0.6	0.2	8.694613	2.3984243854370932
0.6	0.3	8.54266	2.361827195759714
0.6	0.4	8.214191	2.215683669835809
0.6	0.5	7.95167	2.283285664232853
0.6	0.6	7.548121	1.9905025323965981
0.6	0.7	7.413445	1.912389052780859
0.6	0.8	7.111331	1.9092454147413718
0.6	0.9	7.082758	1.8797182360049867
0.6	0.999	7.022287	1.803667802799985
0.65	-0.999	11.401405	2.624740732958527
0.65	-0.9	11.642927	2.6080146998049636
0.65	-0.8	11.815709	2.7054369604037647
0.65	-0.7	11.705595	2.673159898279418
0.65	-0.6	11.716295	2.582128800111595
0.65	-0.5	11.396539	2.559809050317944
0.65	-0.4	11.219722	2.568333864401996
0.65	-0.3	10.66315	2.5958691831507377
0.65	-0.2	10.360981	2.655514407688568
0.65	-0.1	10.080611	2.569581574778425
0.65	-0.0	9.472672	2.4721078640990566
0.65	0.1	9.14524	2.5133383495272352
0.65	0.2	8.772941	2.46206402684383
0.65	0.3	8.378444	2.260090981990275
0.65	0.4	8.23705	2.249336870506624
0.65	0.5	7.718927	2.0156212519689256
0.65	0.6	7.739353	2.0883051746372923
0.65	0.7	7.284346	1.9429017286382573
0.65	0.8	7.212262	1.8543571074642906
0.65	0.9	6.948474	1.8243487604018438
0.65	0.999	7.001535	1.7745782014090474
0.7000000000000001	-0.999	11.492424	2.613921084652945
0.7000000000000001	-0.9	11.75055	2.707299028013965
0.7000000000000001	-0.8	11.902009	2.6787635094708024
0.7000000000000001	-0.7	11.654923	2.657906305443837
0.7000000000000001	-0.6	11.603149	2.5562411502337397
0.7000000000000001	-0.5	11.692545	2.6535993413892185
0.7000000000000001	-0.4	11.352124	2.570111922495851
0.7000000000000001	-0.3	11.04089	2.6040350974738837
0.7000000000000001	-0.2	10.380509	2.595311664629078
0.7000000000000001	-0.1	9.946331	2.5824440569881446
0.7000000000000001	-0.0	9.650765	2.4905059962584866
0.7000000000000001	0.1	9.552728	2.5180290106520733
0.7000000000000001	0.2	9.210241	2.478385334107111
0.7000000000000001	0.3	8.687252	2.384095294317968
0.7000000000000001	0.4	8.181012	2.259751703685815
0.7000000000000001	0.5	7.833686	2.126802806253557
0.7000000000000001	0.6	7.772719	2.08015304104632
0.7000000000000001	0.7	7.62644	1.969293478517634
0.7000000000000001	0.8	7.441286	1.9301068342196617
0.7000000000000001	0.9	7.156751	1.7967123732444001
0.7000000000000001	0.999	7.031673	1.8205908754103088
0.7499999999999999	-0.999	11.684571	2.5934884368628577
0.7499999999999999	-0.9	11.621822	2.6458882064424927
0.7499999999999999	-0.8	12.017232	2.6462377181121637
0.7499999999999999	-0.7	11.629137	2.6692161321183683
0.7499999999999999	-0.6	12.07736	2.6023339913661347
0.7499999999999999	-0.5	11.454251	2.50380496405755
0.7499999999999999	-0.4	11.346296	2.478513107368836
0.7499999999999999	-0.3	10.98951	2.6218285287005054
0.7499999999999999	-0.2	10.84346	2.6968282298423834
0.7499999999999999	-0.1	10.530627	2.646294955164655
0.7499999999999999	-0.0	10.032979	2.5518816386461
0.7499999999999999	0.1	9.459991	2.584251914627774
0.7499999999999999	0.2	9.065082	2.5022227307759204
0.7499999999999999	0.3	9.045221	2.453257442575803
0.7499999999999999	0.4	8.632961	2.3400856498119498
0.7499999999999999	0.5	8.122799	2.193383280794823
0.7499999999999999	0.6	7.9253	2.0165673746571953
0.7499999999999999	0.7	7.646571	1.9962927959469547
0.7499999999999999	0.8	7.665188	1.9084665485456191
0.7499999999999999	0.9	7.147766	1.8335420832698766
0.7499999999999999	0.999	7.064166	1.8336477542582974
0.7999999999999999	-0.999	11.94839	2.639919956553816
0.7999999999999999	-0.9	11.654177	2.6650993518808237
0.7999999999999999	-0.8	12.006258	2.6839057436382037
0.7999999999999999	-0.7	11.984823	2.6349458441442897
0.7999999999999999	-0.6	11.933926	2.5743478501905495
0.7999999999999999	-0.5	11.940356	2.633710600978026
0.7999999999999999	-0.4	11.460405	2.649595677878221
0.7999999999999999	-0.3	11.308064	2.59358194367793
0.7999999999999999	-0.2	11.061632	2.6597493436123516
0.7999999999999999	-0.1	10.142605	2.627761731792229
0.7999999999999999	-0.0	9.999832	2.604504704402956
0.7999999999999999	0.1	9.653725	2.536838004271576
0.7999999999999999	0.2	9.18376	2.398303987039846
0.7999999999999999	0.3	9.109088	2.470638361298862
0.7999999999999999	0.4	8.387787	2.2137147836060587
0.7999999999999999	0.5	8.402616	2.310128068581562
0.7999999999999999	0.6	8.044592	2.085693626511837
0.7999999999999999	0.7	7.8391	2.1025764221036796
0.7999999999999999	0.8	7.5124	1.917724672018771
0.7999999999999999	0.9	7.465985	1.8571866973771927
0.7999999999999999	0.999	7.419619	1.829227225065459
0.85	-0.999	11.892509	2.6628240226437865
0.85	-0.9	12.204967	2.710637725046567
0.85	-0.8	12.214031	2.713935352302102
0.85	-0.7	12.339074	2.69687821298584
0.85	-0.6	12.042162	2.6801327483679773
0.85	-0.5	11.882512	2.6441546024056084
0.85	-0.4	11.932167	2.579781064231363
0.85	-0.3	11.467632	2.614893334389026
0.85	-0.2	11.197972	2.586544756507329
0.85	-0.1	11.109382	2.6581965021567306
0.85	-0.0	10.27676	2.631210904827644
0.85	0.1	9.917638	2.580638130510677
0.85	0.2	9.696386	2.4785650449964245
0.85	0.3	8.944052	2.3781752410317702
0.85	0.4	8.980109	2.4746651232118
0.85	0.5	8.919817	2.4135213923991947
0.85	0.6	8.191505	2.1153324347901012
0.85	0.7	8.084181	2.10415136973579
0.85	0.8	7.69907	1.8673838979257704
0.85	0.9	7.495019	1.8086178315943897
0.85	0.999	7.373173	1.7376921279770463
0.8999999999999999	-0.999	12.308029	2.6172240991190017
0.8999999999999999	-0.9	12.301323	2.64784600397685
0.8999999999999999	-0.8	12.311133	2.631630327719633
0.8999999999999999	-0.7	12.615713	2.7192546581670305
0.8999999999999999	-0.6	12.515986	2.7486251113444826
0.8999999999999999	-0.5	12.048933	2.669384140040915
0.8999999999999999	-0.4	12.126703	2.6593233014799282
0.8999999999999999	-0.3	11.612568	2.6919497937326953
0.8999999999999999	-0.2	11.633652	2.7164566114819313
0.8999999999999999	-0.1	11.231699	2.67139508679445
0.8999999999999999	-0.0	10.39536	2.577221975775825
0.8999999999999999	0.1	10.392133	2.660114619061517
0.8999999999999999	0.2	9.683627	2.498126771300163
0.8999999999999999	0.3	9.698487	2.4048182247283716
0.8999999999999999	0.4	9.104766	2.3493598287045137
0.8999999999999999	0.5	8.97616	2.339138971067414
0.8999999999999999	0.6	8.47545	2.108325340764713
0.8999999999999999	0.7	8.239443	2.1509204253552467
0.8999999999999999	0.8	7.862171	1.8318661311589506
0.8999999999999999	0.9	7.640108	1.7703866477736248
0.8999999999999999	0.999	7.741014	1.7308475518133184
0.95	-0.999	12.839257	2.8057527617524274
0.95	-0.9	13.126461	2.8026977130283184
0.95	-0.8	13.101628	2.873622801852798
0.95	-0.7	13.194155	2.861222994211439
0.95	-0.6	13.082784	2.68125642161499
0.95	-0.5	12.800245	2.7530736494724555
0.95	-0.4	12.683466	2.7690395256364075
0.95	-0.3	12.321733	2.68312841212004
0.95	-0.2	12.211217	2.7818734906042066
0.95	-0.1	11.678734	2.771046704038596
0.95	-0.0	10.970754	2.8265807366909588
0.95	0.1	10.618408	2.8023606831978762
0.95	0.2	10.441364	2.746603240973336
0.95	0.3	9.998028	2.573503591249305
0.95	0.4	9.671128	2.4061373604009444
0.95	0.5	9.312636	2.3663931058273904
0.95	0.6	9.050206	2.1663836342462583
0.95	0.7	8.669272	2.0636238146845143
0.95	0.8	8.398581	1.8911858087021336
0.95	0.9	8.325377	1.9881188999889694
0.95	0.999	8.149915	1.8097441167093211
0.9998999999999999	-0.999	16.634026	3.762419060540536
0.9998999999999999	-0.9	17.07242	3.5126476740887114
0.9998999999999999	-0.8	16.967592	3.439538566725932
0.9998999999999999	-0.7	16.811814	3.3229055164285426
0.9998999999999999	-0.6	16.814213	3.1058177404193414
0.9998999999999999	-0.5	16.464044	3.1239089175061574
0.9998999999999999	-0.4	15.951307	3.5354047138663907
0.9998999999999999	-0.3	15.987128	3.5073258492752495
0.9998999999999999	-0.2	15.539	3.253949229501293
0.9998999999999999	-0.1	15.199296	3.3539487702324684
0.9998999999999999	-0.0	14.379774	3.4656889242921123
0.9998999999999999	0.1	13.484673	3.4482457820567105
0.9998999999999999	0.2	13.474576	3.350450842161153
0.9998999999999999	0.3	12.867786	3.3735804183749174
0.9998999999999999	0.4	12.718101	3.149244333406345
0.9998999999999999	0.5	11.923863	2.808356466719211
0.9998999999999999	0.6	11.523156	2.853908888603821
0.9998999999999999	0.7	10.941288	2.3067124272230424
0.9998999999999999	0.8	10.647022	2.3455076279816827
0.9998999999999999	0.9	10.415932	2.0845927460505815
0.9998999999999999	0.999	10.15583	1.9410730998270092
