#a	c	strains	std
0.35000000000000003	0.5	4.558688	1.1802318041785465
0.35000000000000003	0.6	4.378503	1.1827738067561313
0.35000000000000003	0.7	4.378598	1.1783034171216304
0.35000000000000003	0.8	4.402575	1.181144260656439
0.35000000000000003	0.9	4.324523	1.1724850520141703
0.35000000000000003	0.999	4.269072	1.2103989936705621
0.39999999999999997	-0.999	5.448883	1.219741177495684
0.39999999999999997	-0.9	5.330098	1.1840433743518106
0.39999999999999997	-0.8	5.312349	1.2017056820637575
0.39999999999999997	-0.7	5.312676	1.1744067005305596
0.39999999999999997	-0.6	5.158879	1.1583444242168552
0.39999999999999997	-0.5	5.130262	1.1066512711902743
0.39999999999999997	-0.4	5.017603	1.1475854875981448
0.39999999999999997	-0.3	4.986126	1.1913231851064836
0.39999999999999997	-0.2	4.8817	1.164664958881692
0.39999999999999997	-0.1	4.811436	1.1514195341732865
0.39999999999999997	-0.0	4.823457	1.1579287154019773
0.39999999999999997	0.1	4.795249	1.1827609339673424
0.39999999999999997	0.2	4.676652	1.1466034125138844
0.39999999999999997	0.3	4.655717	1.1158698226333181
0.39999999999999997	0.4	4.559215	1.1843973094241071
0.39999999999999997	0.5	4.519675	1.1707443209405934
0.39999999999999997	0.6	4.366904	1.1743376149344738
0.39999999999999997	0.7	4.353936	1.2122131732333123
0.39999999999999997	0.8	4.280187	1.183877378189984
0.39999999999999997	0.9	4.352568	1.1774579363099458
0.39999999999999997	0.999	4.258171	1.1801153026012363
0.44999999999999996	-0.999	5.395571	1.1732297134067824
0.44999999999999996	-0.9	5.308652	1.2209928065797657
0.44999999999999996	-0.8	5.278466	1.2446012356869476
0.44999999999999996	-0.7	5.122533	1.1662898542528328
0.44999999999999996	-0.6	5.133923	1.1302021533494107
0.44999999999999996	-0.5	5.158721	1.1910961602080585
0.44999999999999996	-0.4	5.05777	1.1403683297654037
0.44999999999999996	-0.3	4.959008	1.1406660146877312
0.44999999999999996	-0.2	4.870457	1.1331649902864005
0.44999999999999996	-0.1	4.850218	1.133511639691701
0.44999999999999996	-0.0	4.823525	1.168564478290448
0.44999999999999996	0.1	4.696171	1.1398571129893087
0.44999999999999996	0.2	4.666045	1.179500084442122
0.44999999999999996	0.3	4.563207	1.1614147510810449
0.44999999999999996	0.4	4.538335	1.134550005503212
0.44999999999999996	0.5	4.554413	1.1691332654142688
0.44999999999999996	0.6	4.600772	1.1692700163825103
0.44999999999999996	0.7	4.541474	1.1900299674753605
0.44999999999999996	0.8	4.40452	1.1555738422763238
0.44999999999999996	0.9	4.308887	1.198565499995574
0.44999999999999996	0.999	4.287613	1.1710367772017307
0.5	-0.999	5.335579	1.1936914005156627
0.5	-0.9	5.337019	1.2404743981249038
0.5	-0.8	5.291082	1.1921101838323598
0.5	-0.7	5.191893	1.1583036813479015
0.5	-0.6	5.113554	1.171091311784094
0.5	-0.5	5.016428	1.1441981602904205
0.5	-0.4	4.942229	1.1206189215529045
0.5	-0.3	4.927076	1.1328130355440154
0.5	-0.2	4.941019	1.137671101825977
0.5	-0.1	4.770101	1.1467749408217052
0.5	-0.0	4.85947	1.112969252856067
0.5	0.1	4.809587	1.120761859419907
0.5	0.2	4.755148	1.1671147588203075
0.5	0.3	4.522817	1.1488710564790847
0.5	0.4	4.557443	1.1599101892548758
0.5	0.5	4.57493	1.1745147400377673
0.5	0.6	4.527387	1.176151918575506
0.5	0.7	4.420122	1.1787853471505714
0.5	0.8	4.432946	1.201938103952982
0.5	0.9	4.23575	1.1574848928957977
0.5	0.999	4.223641	1.177228562758614
0.5499999999999999	-0.999	5.252213	1.2373104434869993
0.5499999999999999	-0.9	5.286466	1.1895329528165455
0.5499999999999999	-0.8	5.244255	1.2083294066724695
0.5499999999999999	-0.7	5.26123	1.2109931269853382
0.5499999999999999	-0.6	5.148475	1.1522506246706983
0.5499999999999999	-0.5	4.964313	1.1793925678063424
0.5499999999999999	-0.4	5.003548	1.1477616168220843
0.5499999999999999	-0.3	5.019962	1.171760594823008
0.5499999999999999	-0.2	4.755828	1.1275962512727111
0.5499999999999999	-0.1	4.870397	1.147469119012778
0.5499999999999999	-0.0	4.782538	1.1402059369404238
0.5499999999999999	0.1	4.807144	1.1664629972238059
0.5499999999999999	0.2	4.669387	1.1844329643819764
0.5499999999999999	0.3	4.654302	1.168455501111388
0.5499999999999999	0.4	4.543244	1.1565791344036924
0.5499999999999999	0.5	4.546992	1.1342737934500629
0.5499999999999999	0.6	4.451568	1.1595747867153359
0.5499999999999999	0.7	4.374283	1.1572227854083172
0.5499999999999999	0.8	4.502919	1.1602744613546119
0.5499999999999999	0.9	4.330202	1.22156544295948
0.5499999999999999	0.999	4.335352	1.2066907193598588
0.6	-0.999	5.306181	1.1934720858109193
0.6	-0.9	5.379483	1.178479970776136
0.6	-0.8	5.274591	1.1830681224588717
0.6	-0.7	5.244592	1.184259328022119
0.6	-0.6	5.190154	1.1774875127819657
0.6	-0.5	5.080252	1.172617154718041
0.6	-0.4	4.893147	1.1695216133829633
0.6	-0.3	4.948965	1.158343545981505
0.6	-0.2	4.84569	1.146228484093969
0.6	-0.1	4.912492	1.1521265891113053
0.6	-0.0	4.869085	1.1451268812263065
0.6	0.1	4.833002	1.1900130604940622
0.6	0.2	4.694867	1.1621446566107807
0.6	0.3	4.669281	1.1383774589066935
0.6	0.4	4.670709	1.1728835462176095
0.6	0.5	4.484614	1.1664281510432915
0.6	0.6	4.506515	1.1555747012380688
0.6	0.7	4.455513	1.1682920318731336
0.6	0.8	4.509032	1.2211043829586024
0.6	0.9	4.306875	1.1588442851771572
0.6	0.999	4.378214	1.1627327819208566
0.65	-0.999	5.320062	1.2371086640240092
0.65	-0.9	5.35393	1.173421890037261
0.65	-0.8	5.337737	1.1954464220196188
0.65	-0.7	5.142019	1.1864438508855886
0.65	-0.6	5.128548	1.126747833924338
0.65	-0.5	5.136657	1.182443767173202
0.65	-0.4	5.117337	1.16386269938014
0.65	-0.3	5.07088	1.133041618556586
0.65	-0.2	4.902023	1.1088862597670286
0.65	-0.1	4.892098	1.1733739963076015
0.65	-0.0	4.745041	1.115087508558193
0.65	0.1	4.706208	1.1843241377925697
0.65	0.2	4.683911	1.2265179364468775
0.65	0.3	4.718384	1.1569432860218642
0.65	0.4	4.711462	1.1017400039882492
0.65	0.5	4.592605	1.2043819014361719
0.65	0.6	4.519001	1.1447219192423648
0.65	0.7	4.450733	1.132446928180804
0.65	0.8	4.477213	1.1816556812088288
0.65	0.9	4.434082	1.1629342929378292
0.65	0.999	4.406536	1.187989011741252
0.7000000000000001	-0.999	5.346917	1.205448069478717
0.7000000000000001	-0.9	5.321703	1.3201279947436302
0.7000000000000001	-0.8	5.280485	1.1825026693723535
0.7000000000000001	-0.7	5.241139	1.1812706624971585
0.7000000000000001	-0.6	5.117034	1.1387213616699408
0.7000000000000001	-0.5	5.102821	1.186357555459809
0.7000000000000001	-0.4	5.104675	1.1770698916667506
0.7000000000000001	-0.3	4.915007	1.1738256121833779
0.7000000000000001	-0.2	4.967347	1.1547173311896917
0.7000000000000001	-0.1	4.881149	1.1624099066137703
0.7000000000000001	-0.0	4.862574	1.1357224063938616
0.7000000000000001	0.1	4.788193	1.172912686628509
0.7000000000000001	0.2	4.799557	1.1374809438491489
0.7000000000000001	0.3	4.767356	1.1743696813209823
0.7000000000000001	0.4	4.615466	1.1906573900638362
0.7000000000000001	0.5	4.60081	1.1204457145698419
0.7000000000000001	0.6	4.680124	1.1195957297699792
0.7000000000000001	0.7	4.595607	1.1389023657200243
0.7000000000000001	0.8	4.496509	1.2233148856386797
0.7000000000000001	0.9	4.386985	1.153357247344116
0.7000000000000001	0.999	4.449964	1.1777970053928524
0.7499999999999999	-0.999	5.332242	1.2302303714759186
0.7499999999999999	-0.9	5.230786	1.200612870022087
0.7499999999999999	-0.8	5.264679	1.1299138478951591
0.7499999999999999	-0.7	5.178734	1.1815487942990932
0.7499999999999999	-0.6	5.156282	1.1743582569157338
0.7499999999999999	-0.5	5.150113	1.1741858736783504
0.7499999999999999	-0.4	4.973143	1.137100257031455
0.7499999999999999	-0.3	4.91623	1.183801498769336
0.7499999999999999	-0.2	5.070672	1.1651295318339114
0.7499999999999999	-0.1	4.886579	1.1279600830926624
0.7499999999999999	-0.0	4.858064	1.1159226752755733
0.7499999999999999	0.1	4.797136	1.1535222269799532
0.7499999999999999	0.2	4.81899	1.1874800166812982
0.7499999999999999	0.3	4.816605	1.14977762892427
0.7499999999999999	0.4	4.70266	1.1605267214598636
0.7499999999999999	0.5	4.614663	1.1538846250282746
0.7499999999999999	0.6	4.536335	1.183309413469031
0.7499999999999999	0.7	4.533723	1.1726082612201552
0.7499999999999999	0.8	4.519301	1.1548180830789891
0.7499999999999999	0.9	4.385915	1.1817554778069796
0.7499999999999999	0.999	4.411389	1.2200981843011598
0.7999999999999999	-0.999	5.478536	1.2297889286737762
0.7999999999999999	-0.9	5.307036	1.208663872039041
0.7999999999999999	-0.8	5.279747	1.2004599356511982
0.7999999999999999	-0.7	5.360667	1.208876245315452
0.7999999999999999	-0.6	5.1399	1.1567408214678943
0.7999999999999999	-0.5	5.046913	1.1968623993260095
0.7999999999999999	-0.4	5.067211	1.1940950997834443
0.7999999999999999	-0.3	5.093561	1.161133363363651
0.7999999999999999	-0.2	5.01644	1.146064151725749
0.7999999999999999	-0.1	4.998143	1.1062299830061195
0.7999999999999999	-0.0	4.90969	1.1712760032474594
0.7999999999999999	0.1	4.957122	1.1222302511111093
0.7999999999999999	0.2	4.818005	1.1169521330665362
0.7999999999999999	0.3	4.818168	1.1535122254943537
0.7999999999999999	0.4	4.826667	1.1070645404403041
0.7999999999999999	0.5	4.70082	1.195662476289898
0.7999999999999999	0.6	4.562356	1.1485969913539582
0.7999999999999999	0.7	4.649304	1.1583262309468976
0.7999999999999999	0.8	4.534422	1.1485053090732618
0.7999999999999999	0.9	4.447685	1.1334550831441186
0.7999999999999999	0.999	4.307963	1.1727170016271933
0.85	-0.999	5.289616	1.2102090881982523
0.85	-0.9	5.291938	1.2054201164773612
0.85	-0.8	5.323942	1.1993719269402217
0.85	-0.7	5.269572	1.1774490745728587
0.85	-0.6	5.263387	1.185967830406904
0.85	-0.5	5.20064	1.16879209291714
0.85	-0.4	5.129445	1.1481107569030256
0.85	-0.3	5.179533	1.1809734529619162
0.85	-0.2	5.050546	1.1261964172413335
0.85	-0.1	5.060163	1.1560608763865006
0.85	-0.0	4.973437	1.1879725663110627
0.85	0.1	4.835553	1.1149427910366771
0.85	0.2	4.915188	1.1408401404969106
0.85	0.3	4.90438	1.1471242877285748
0.85	0.4	4.817184	1.1547474371459527
0.85	0.5	4.699127	1.1337926280270088
0.85	0.6	4.834264	1.1692326310091534
0.85	0.7	4.624159	1.1587182079082985
0.85	0.8	4.656892	1.1689475038535226
0.85	0.9	4.557428	1.1543991326438166
0.85	0.999	4.544508	1.1920513658945486
0.8999999999999999	-0.999	5.556663	1.3191296541802469
0.8999999999999999	-0.9	5.482871	1.2265692405410433
0.8999999999999999	-0.8	5.343564	1.1934660457106077
0.8999999999999999	-0.7	5.3666	1.1697127032904013
0.8999999999999999	-0.6	5.313437	1.1128393798928338
0.8999999999999999	-0.5	5.320013	1.1864889749129262
0.8999999999999999	-0.4	5.19904	1.1192123708393387
0.8999999999999999	-0.3	5.143677	1.1261346224416535
0.8999999999999999	-0.2	5.070601	1.1021278117795863
0.8999999999999999	-0.1	5.030688	1.1838047339227347
0.8999999999999999	-0.0	5.020382	1.109812509287835
0.8999999999999999	0.1	5.0358	1.118023975583617
0.8999999999999999	0.2	4.992546	1.1537000341954495
0.8999999999999999	0.3	4.983581	1.1330590012294535
0.8999999999999999	0.4	4.840419	1.1464947531006942
0.8999999999999999	0.5	4.88213	1.1255114081525417
0.8999999999999999	0.6	4.810275	1.1657610318450864
0.8999999999999999	0.7	4.749916	1.158180182150266
0.8999999999999999	0.8	4.742517	1.2206207415222188
0.8999999999999999	0.9	4.639241	1.1474856254625092
0.8999999999999999	0.999	4.625463	1.1552239480599786
0.95	-0.999	5.510545	1.262101579059179
0.95	-0.9	5.531782	1.1952796046011525
0.95	-0.8	5.512766	1.1953110298299645
0.95	-0.7	5.47237	1.224144632639653
0.95	-0.6	5.32963	1.143008910542494
0.95	-0.5	5.549487	1.2089286572542175
0.95	-0.4	5.310022	1.1433099608905863
0.95	-0.3	5.367624	1.1519487495588288
0.95	-0.2	5.223186	1.1275705214404919
0.95	-0.1	5.148148	1.1094239049697043
0.95	-0.0	5.200389	1.1147647695299776
0.95	0.1	5.202743	1.1309321619656487
0.95	0.2	5.08871	1.1536853413720167
0.95	0.3	5.027682	1.1073522172805144
0.95	0.4	4.96799	1.1590456001729024
0.95	0.5	4.934437	1.110753675126927
0.95	0.6	4.9202	1.1025049548719552
0.95	0.7	4.912437	1.1139250252376618
0.95	0.8	4.824715	1.1152001669841238
0.95	0.9	4.803772	1.1212777663408253
0.95	0.999	4.774023	1.1286091747041143
0.9998999999999999	-0.999	6.431269	1.6493825420823895
0.9998999999999999	-0.9	6.084719	1.3753470771499636
0.9998999999999999	-0.8	6.036409	1.2864528905797044
0.9998999999999999	-0.7	5.966054	1.252741489078338
0.9998999999999999	-0.6	5.988626	1.30495300108779
0.9998999999999999	-0.5	5.972073	1.2697191401449666
0.9998999999999999	-0.4	5.916994	1.211375033339166
0.9998999999999999	-0.3	5.872688	1.1740455838810777
0.9998999999999999	-0.2	5.771534	1.1312013819197853
0.9998999999999999	-0.1	5.792419	1.2532145462697526
0.9998999999999999	-0.0	5.733523	1.2002476615536637
0.9998999999999999	0.1	5.822471	1.2031898860195926
0.9998999999999999	0.2	5.637022	1.1158791227983518
0.9998999999999999	0.3	5.691183	1.1413546176331566
0.9998999999999999	0.4	5.650005	1.1774454918766706
0.9998999999999999	0.5	5.560881	1.1951154472050152
0.9998999999999999	0.6	5.675563	1.2364041255730778
0.9998999999999999	0.7	5.56636	1.170756046785232
0.9998999999999999	0.8	5.517437	1.1264223097282255
0.9998999999999999	0.9	5.479072	1.1275882627393063
0.9998999999999999	0.999	5.474701	1.17949283669096
