#pop_size	correlation	landscape_idx	mean	std
1000	0.0	0	0.024417033999999962	0.011506458610030895
1000	0.0	1	0.028112733919999952	0.012238383754314883
1000	0.0	2	0.02711303455999989	0.012025506655552553
1000	0.0	3	0.05398500943999996	0.022629188357789175
1000	0.0	4	0.03689712775999996	0.019665563646074795
1000	0.0	5	0.027120609759999928	0.05510831180328378
1000	0.0	6	0.06298101079999997	0.024069885909190996
1000	0.0	7	0.027071744639999947	0.013588318343667406
1000	0.0	8	0.03913093399999994	0.028997951373838114
1000	0.0	9	0.06312548391999995	0.023313734047577018
1000	0.0	10	0.37093182544	0.09738224944445699
1000	0.0	11	0.47722159839999995	0.017205224365287902
1000	0.0	12	0.5076551548799999	0.038762910033803485
1000	0.0	13	0.5159327952799999	0.022991900893978266
1000	0.0	14	0.07322980903999993	0.04036255856450441
1000	0.0	15	0.05338043359999993	0.026045123801720454
1000	0.0	16	0.35562419087999997	0.04717009636415348
1000	0.0	17	0.22300217895999994	0.14501252238916154
1000	0.0	18	0.03223525983999995	0.013788106534734784
1000	0.0	19	0.035381865519999965	0.015657303541851762
1000	0.0	20	0.023188345199999894	0.010792871340807702
1000	0.0	21	0.4707338108799999	0.044491321591330034
1000	0.0	22	0.06921355871999997	0.029947049359054467
1000	0.0	23	0.05411488239999999	0.021777830677673388
1000	0.0	24	0.019221399279999954	0.009784765381297522
1000	0.0	25	0.48496542303999995	0.018060064514188397
1000	0.0	26	0.03397143783999995	0.016037700194203575
1000	0.0	27	0.041648974479999976	0.019488938350682702
1000	0.0	28	0.3435487942399999	0.05702510945205017
1000	0.0	29	0.10107467711999993	0.04414000888374804
1000	0.0	30	0.47805944376	0.032521557624366766
1000	0.0	31	0.42885297144000006	0.033911911848571924
1000	0.0	32	0.45818926007999994	0.016093577208206162
1000	0.0	33	0.03048524479999992	0.01430923879723137
1000	0.0	34	0.49161942591999985	0.03852764367049903
1000	0.0	35	0.04248838567999992	0.019182886569488373
1000	0.0	36	0.02817125191999996	0.014129252216540858
1000	0.0	37	0.03558120655999991	0.021254908785434783
1000	0.0	38	0.024412911999999905	0.010618662156894165
1000	0.0	39	0.025994180239999904	0.013288598980417324
1000	0.0	40	0.023963496719999956	0.012366117768089378
1000	0.0	41	0.014048199119999924	0.00757094032825577
1000	0.0	42	0.14705549479999994	0.0705559813290515
1000	0.0	43	0.04326408671999995	0.018816076456240515
1000	0.0	44	0.044924945039999956	0.020410393958179278
1000	0.0	45	0.11086534455999995	0.04673946322946162
1000	0.0	46	0.011624919999999891	0.006498402905380122
1000	0.0	47	0.03675294287999996	0.01716588268488725
1000	0.0	48	0.4699241171999999	0.048269817186772875
1000	0.0	49	0.028826765119999945	0.012491336394070414
1000	0.0	50	0.49483378911999987	0.014293615064177208
1000	0.0	51	0.03846726583999995	0.016582041808008763
1000	0.0	52	0.08955761967999995	0.04251756166817193
1000	0.0	53	0.5062199415999998	0.012633980820061563
1000	0.0	54	0.33321429880000003	0.052329001734671955
1000	0.0	55	0.019001464479999914	0.009148433862069703
1000	0.0	56	0.03787762215999997	0.01834676297270831
1000	0.0	57	0.024523898639999906	0.012445730142203685
1000	0.0	58	0.02668895215999992	0.01382638518400822
1000	0.0	59	0.5082801535199998	0.027627485992523532
1000	0.0	60	0.03486225391999992	0.05893918491410429
1000	0.0	61	0.03120674015999997	0.01487843686149258
1000	0.0	62	0.04639842871999994	0.019777597975130005
1000	0.0	63	0.028043274959999913	0.012440185116352028
1000	0.0	64	0.043263107919999946	0.017877858014824985
1000	0.0	65	0.3114266128799999	0.23825700130336128
1000	0.0	66	0.2697376628	0.1830665944656926
1000	0.0	67	0.06307769751999999	0.02499873657420228
1000	0.0	68	0.025211398159999954	0.011279910927271099
1000	0.0	69	0.4334107684799999	0.035436833724422
1000	0.0	70	0.03897335831999997	0.016560407518617856
1000	0.0	71	0.01757745559999992	0.008583515786123935
1000	0.0	72	0.43458005591999993	0.018946573769113385
1000	0.0	73	0.05794500383999995	0.03331469585671264
1000	0.0	74	0.5113461321599999	0.01098123355636469
1000	0.0	75	0.045104506799999944	0.03303679888784362
1000	0.0	76	0.026163567599999923	0.013341373924240263
1000	0.0	77	0.07175201087999994	0.03754079105483316
1000	0.0	78	0.028139682319999942	0.012369384269125427
1000	0.0	79	0.030982247039999963	0.014614780805872246
1000	0.0	80	0.49589220912	0.013748190294608352
1000	0.0	81	0.26357642351999994	0.05000822341472926
1000	0.0	82	0.07443602567999993	0.04448205597675872
1000	0.0	83	0.1351691088799999	0.04691172429099895
1000	0.0	84	0.01571302663999992	0.008360800402769193
1000	0.0	85	0.03545311631999994	0.018276140726152884
1000	0.0	86	0.033323141999999945	0.014270900104542395
1000	0.0	87	0.17704633823999993	0.07410063989989545
1000	0.0	88	0.03592568455999994	0.017681801321347803
1000	0.0	89	0.32018285703999994	0.09271040878402595
1000	0.0	90	0.030297582319999912	0.013378658703555155
1000	0.0	91	0.03254205751999991	0.01597522935322331
1000	0.0	92	0.11334098375999993	0.05528329649208136
1000	0.0	93	0.05900361839999998	0.023465989393122763
1000	0.0	94	0.49671222343999993	0.016675058203717227
1000	0.0	95	0.020965304799999935	0.01018235265193061
1000	0.0	96	0.23355552536	0.04764589841711205
1000	0.0	97	0.01705596367999995	0.00837397540002842
1000	0.0	98	0.11081143551999995	0.045435017515111656
1000	0.0	99	0.4098320042399999	0.09149407730646825
