#pop_size	correlation	landscape_idx	mean	std
1000	-0.9	0	0.5408403829599997	0.02857259341145482
1000	-0.9	1	0.5224892853599997	0.011234959670505322
1000	-0.9	2	0.5329847479999997	0.016318430496915164
1000	-0.9	3	0.5367009425599998	0.017408506564259102
1000	-0.9	4	0.5227171699999998	0.058521896075395784
1000	-0.9	5	0.5557840711199997	0.026047014244704982
1000	-0.9	6	0.5394837411999998	0.02497983328458737
1000	-0.9	7	0.5289816431199998	0.01450332445747281
1000	-0.9	8	0.5320821401599999	0.013796529894366905
1000	-0.9	9	0.5609490293599998	0.043424786772723566
1000	-0.9	10	0.5371562324799998	0.02270329278527157
1000	-0.9	11	0.5225647938399999	0.010366764353275515
1000	-0.9	12	0.5461938288799998	0.02538298549378344
1000	-0.9	13	0.5379663617599998	0.018470156978645368
1000	-0.9	14	0.5467815465599997	0.030035284670502482
1000	-0.9	15	0.5319327767999997	0.014250699797474167
1000	-0.9	16	0.5436102163999997	0.03434656277513411
1000	-0.9	17	0.5388984593599998	0.021879063588148555
1000	-0.9	18	0.5410056643199997	0.025816492554779625
1000	-0.9	19	0.5248047916799997	0.014911458284633639
1000	-0.9	20	0.5269053502399997	0.023475499185773484
1000	-0.9	21	0.5335544870399999	0.013066036138144051
1000	-0.9	22	0.5228510260799998	0.009368909742702727
1000	-0.9	23	0.5333836455999997	0.02009392963797405
1000	-0.9	24	0.5370976432799998	0.016446899839745
1000	-0.9	25	0.5044935115199998	0.09927333155626133
1000	-0.9	26	0.5288034091199998	0.013725327277818033
1000	-0.9	27	0.5295252590399997	0.013470277323336168
1000	-0.9	28	0.5270047891199998	0.015612816746095463
1000	-0.9	29	0.5608260627999998	0.04062718466283531
1000	-0.9	30	0.5349443995199997	0.018126958788964597
1000	-0.9	31	0.5354927804799998	0.05081373979782535
1000	-0.9	32	0.5264970195999998	0.011900233205171605
1000	-0.9	33	0.5301950591999998	0.012323452028217207
1000	-0.9	34	0.5479070607199998	0.037800371612570084
1000	-0.9	35	0.5270778643199996	0.013010851015056465
1000	-0.9	36	0.5330211024799998	0.017479451313351515
1000	-0.9	37	0.5338967215199998	0.018890143129961384
1000	-0.9	38	0.5381800728799998	0.018030766468893844
1000	-0.9	39	0.5334708953599997	0.01904902651742341
1000	-0.9	40	0.5149942412799998	0.023805737161363725
1000	-0.9	41	0.5428565426399997	0.02366572887324592
1000	-0.9	42	0.5402250795999998	0.030204195441915594
1000	-0.9	43	0.5283344337599998	0.013152858123789093
1000	-0.9	44	0.5356429777599998	0.0184400729754727
1000	-0.9	45	0.5328306731199997	0.012957320690007162
1000	-0.9	46	0.5414055403199997	0.04861420816190447
1000	-0.9	47	0.5315724374399997	0.01328047018591813
1000	-0.9	48	0.5314772052799998	0.01443314166879675
1000	-0.9	49	0.5280186339999998	0.01207192371643444
1000	-0.9	50	0.5421925499199998	0.020778318417307925
1000	-0.9	51	0.5360185007199998	0.021974016122226277
1000	-0.9	52	0.5362334372799997	0.024526717267560748
1000	-0.9	53	0.5451533104799997	0.02779878825872716
1000	-0.9	54	0.5272807399199998	0.014134047338439343
1000	-0.9	55	0.5320080403199998	0.0154723716127899
1000	-0.9	56	0.5196720960799999	0.01736673982026238
1000	-0.9	57	0.5355109805599998	0.021823897722977315
1000	-0.9	58	0.5347626031999999	0.014837496558327962
1000	-0.9	59	0.5290077204799998	0.013910462072948958
1000	-0.9	60	0.5467730627999998	0.03681722571376537
1000	-0.9	61	0.5301828305599998	0.012941814691057416
1000	-0.9	62	0.5270431888799999	0.010511315928957054
1000	-0.9	63	0.5344344381599998	0.018902451656992034
1000	-0.9	64	0.5361178220799998	0.01888464121159445
1000	-0.9	65	0.5432982152799998	0.02954765234318581
1000	-0.9	66	0.5327990139999997	0.0156105528198055
1000	-0.9	67	0.5458824373599998	0.030906802216364687
1000	-0.9	68	0.5358651599199998	0.024345490511357423
1000	-0.9	69	0.5389480024799997	0.022752224762672763
1000	-0.9	70	0.5274655481599998	0.014722396130559492
1000	-0.9	71	0.5242547577599997	0.01063957748786314
1000	-0.9	72	0.5214344936799998	0.008708646250743022
1000	-0.9	73	0.5285764203999997	0.016558682406902597
1000	-0.9	74	0.5309693696799997	0.01384921398691415
1000	-0.9	75	0.5413364677599998	0.017060320553602033
1000	-0.9	76	0.5364272032799998	0.02893447829202037
1000	-0.9	77	0.5435563211199997	0.01945011564933105
1000	-0.9	78	0.5476890355199998	0.03780671350094857
1000	-0.9	79	0.5426268622399998	0.02899085755210642
1000	-0.9	80	0.5190001611999998	0.04344333685334919
1000	-0.9	81	0.5320919727199998	0.012637169338199548
1000	-0.9	82	0.5535481903999997	0.03435782624219511
1000	-0.9	83	0.5264558124799998	0.010637120178782591
1000	-0.9	84	0.5323150713599997	0.013035103412054156
1000	-0.9	85	0.5337633060799998	0.014706412622817433
1000	-0.9	86	0.5417495147199998	0.01989577474801863
1000	-0.9	87	0.5361527851199998	0.016797283328544375
1000	-0.9	88	0.5450624325599998	0.019714577035477056
1000	-0.9	89	0.5327263872799998	0.02009783026409335
1000	-0.9	90	0.5347355974399999	0.018282065361570628
1000	-0.9	91	0.5708812903199998	0.04313972184689831
1000	-0.9	92	0.5306979003999998	0.012334390674437546
1000	-0.9	93	0.5379392959999997	0.01874751744651862
1000	-0.9	94	0.5317544303999998	0.015438306814173857
1000	-0.9	95	0.5345498079199998	0.018468305249819128
1000	-0.9	96	0.5332282149599997	0.015890263341503005
1000	-0.9	97	0.5276898307199999	0.011805989952525546
1000	-0.9	98	0.5232774802399998	0.01676071319329935
1000	-0.9	99	0.5250800223199997	0.012868542065620998
