9.992597906600537705e-01	1.094702789039977864e+00	1.114974464589551850e+00	1.465474211923818881e+00	1.754590413137292693e+00	1.504864500225005619e+00	1.042674128254254651e+00	1.257762991310234613e+00	9.870183383252775222e-01	9.896519067586496687e-01	1.528467217323693728e+00	8.685311111393372308e-01	9.001485770030954736e-01	1.111349358838026324e+00	9.879977789729558202e-01	1.082080606553773139e+00	1.705563329416434071e+00	8.487935239340008708e-01	1.532864866506537194e+00	1.517426128124248041e+00	2.317946490502639012e+00	9.480061071857226462e-01	9.287118692162482647e-01	1.436645127170162128e+00	1.171891878294368583e+00	8.790739559224961530e-01	1.121352496079494276e+00	1.170795350986847616e+00	9.455286622735231683e-01	9.451767536664263947e-01	8.525741441952916500e-01	9.655920243284327187e-01
9.965376080686606519e-01	1.091720600721256984e+00	1.111937052191172004e+00	1.461481968440070389e+00	1.749810559567369195e+00	1.500764949754539890e+00	1.039833676364806836e+00	1.254336594540299998e+00	9.843295038869379621e-01	9.869558979556357636e-01	1.524303368353282284e+00	8.661650594949844573e-01	8.976963930876729059e-01	1.108321821949359576e+00	9.853062763433156901e-01	1.079132803572829591e+00	1.700917035382337961e+00	8.464812414063370705e-01	1.528689037464315836e+00	1.513292357278754219e+00	2.311631942831247954e+00	9.454235498311325259e-01	9.261818732067714777e-01	1.432731419852259380e+00	1.168699411530564891e+00	8.766791834702006847e-01	1.118297708653667399e+00	1.167605871381714122e+00	9.429528539720564151e-01	9.426019040340594124e-01	8.502515625054317683e-01	9.629615594347351593e-01
9.898000203461311264e-01	1.084339481076301848e+00	1.104419249179614315e+00	1.451600893318034657e+00	1.737980095721912921e+00	1.490618282515893789e+00	1.032803364056848583e+00	1.245856028658122172e+00	9.776744551194704869e-01	9.802830921458965951e-01	1.513997557938428384e+00	8.603089201749163362e-01	8.916270705175508571e-01	1.100828461498418065e+00	9.786446236202559490e-01	1.071836789985924243e+00	1.689417140504468229e+00	8.407581843202085459e-01	1.518353575554005852e+00	1.503060992276123331e+00	2.296003006330585627e+00	9.390315441001318986e-01	9.199199603926215829e-01	1.423044727101358431e+00	1.160797838380990932e+00	8.707519581900694527e-01	1.110736901263206233e+00	1.159711691653744436e+00	9.365775526082079638e-01	9.362289754416692755e-01	8.445030142898751757e-01	9.564509792744042560e-01
9.812806849538646681e-01	1.075006432451858895e+00	1.094913371422463033e+00	1.439106778737631487e+00	1.723021078712234200e+00	1.477788340275484336e+00	1.023913893384192475e+00	1.235132786447130870e+00	9.692594860182359717e-01	9.718456701720736834e-01	1.500966387283734660e+00	8.529041312465774904e-01	8.839527222629340875e-01	1.091353490110179347e+00	9.702213041546291494e-01	1.062611353623064581e+00	1.674876111062613804e+00	8.335216710763393433e-01	1.505284912098464600e+00	1.490123954041111753e+00	2.276241014745920221e+00	9.309491794773171458e-01	9.120020916155685553e-01	1.410796399096542642e+00	1.150806702894524358e+00	8.632572846976402925e-01	1.101176646666405246e+00	1.149729904771101374e+00	9.285163098040837282e-01	9.281707328858079808e-01	8.372342688154110757e-01	9.482186833447165952e-01
9.732181847402943120e-01	1.066173853023639317e+00	1.085917230536076694e+00	1.427282640253271007e+00	1.708864214088167133e+00	1.465646382330349606e+00	1.015501105778497726e+00	1.224984560249255727e+00	9.612957556270741444e-01	9.638606909062399364e-01	1.488633991463056638e+00	8.458964117981365716e-01	8.766898981583649553e-01	1.082386598290121071e+00	9.622496711734654928e-01	1.053880615928038056e+00	1.661114820118849700e+00	8.266732038089086299e-01	1.492917033965972085e+00	1.477880642945808232e+00	2.257538727063176598e+00	9.233002182030902727e-01	9.045088053712022624e-01	1.399204867291802268e+00	1.141351325416772866e+00	8.561645005952321918e-01	1.092129044807876870e+00	1.140283374593855426e+00	9.208873377261802551e-01	9.205446001728488925e-01	8.303552977170958194e-01	9.404278305803643878e-01
9.631113805709894393e-01	1.055101710607991183e+00	1.074640054497662645e+00	1.412460407823307174e+00	1.691117776306251930e+00	1.450425745067374761e+00	1.004955196371189796e+00	1.212263179519851075e+00	9.513127650672549285e-01	9.538510636692808520e-01	1.473174629454215179e+00	8.371118355174921311e-01	8.675855336316593558e-01	1.071146087625683085e+00	9.522567742660535961e-01	1.042936137937366947e+00	1.643864256521796241e+00	8.180882592261704556e-01	1.477413192854186930e+00	1.462532953724561713e+00	2.234094342055987337e+00	9.137118086961868446e-01	8.951155433990801713e-01	1.384674220610318196e+00	1.129498470101043095e+00	8.472732909159393921e-01	1.080787359503847300e+00	1.128441609874252016e+00	9.113239858177131225e-01	9.109848075703906867e-01	8.217321148413966325e-01	9.306615519924069657e-01
9.405912186624680871e-01	1.030430564744505562e+00	1.049512049046910089e+00	1.379433244283095439e+00	1.651574846072973113e+00	1.416510848748903095e+00	9.814566123136826414e-01	1.183917171332988350e+00	9.290684868589997869e-01	9.315474331403669206e-01	1.438727802385090460e+00	8.175378854513877247e-01	8.472990256731587344e-01	1.046099780617340436e+00	9.299904225568214056e-01	1.018549456230134931e+00	1.605426242020758787e+00	7.989591320816948894e-01	1.442867256651941599e+00	1.428334957959110030e+00	2.181855143852157397e+00	8.923467430509580689e-01	8.741853089829626500e-01	1.352296773652716277e+00	1.103087725782953665e+00	8.274617384027913580e-01	1.055515613353074977e+00	1.102055577820914012e+00	8.900147539617188075e-01	8.896835066237384071e-01	8.025177844482818124e-01	9.089001552778553927e-01
9.078778428421708790e-01	9.945926134088100001e-01	1.013010451533354894e+00	1.331457123260602504e+00	1.594133752043024543e+00	1.367245183889150839e+00	9.473219549057712019e-01	1.142741018932805774e+00	8.967558669127573268e-01	8.991485964617845772e-01	1.388689441013333470e+00	7.891042539614687712e-01	8.178303139639072628e-01	1.009716860396663973e+00	8.976457380661024832e-01	9.831247249631371865e-01	1.549590177463750607e+00	7.711716619945154783e-01	1.392684926762899345e+00	1.378658055443021002e+00	2.105971119113140944e+00	8.613112902546252725e-01	8.437815033956551636e-01	1.305264447920413629e+00	1.064722788262476794e+00	7.986829593878441713e-01	1.018805214341576670e+00	1.063726537982144560e+00	8.590604067870115657e-01	8.587406800952394059e-01	7.746065458950863736e-01	8.772889816109228356e-01
8.777393989745623237e-01	9.615755353000202676e-01	9.793819640980180319e-01	1.287257293858561136e+00	1.541213955638475630e+00	1.321857313094880748e+00	9.158741012241562451e-01	1.104805919705687201e+00	8.669866346630865639e-01	8.692999337625524348e-01	1.342589694117322097e+00	7.629086876182518129e-01	7.906811405316453989e-01	9.761977089390453388e-01	8.678469651331602863e-01	9.504883415864910923e-01	1.498149075613435244e+00	7.455713964625891865e-01	1.346452543385078693e+00	1.332891316289525507e+00	2.036060070109569242e+00	8.327186969024057417e-01	8.157708391007703064e-01	1.261934125888451330e+00	1.029377627851737698e+00	7.721694127369314042e-01	9.849843605708360483e-01	1.028414449678395126e+00	8.305425350788722128e-01	8.302334222213608728e-01	7.488922539482130158e-01	8.481659834714597723e-01
8.466627702048600268e-01	9.275306627792500036e-01	9.447066495826010879e-01	1.241681560219317859e+00	1.486646809615388865e+00	1.275056555314659112e+00	8.834473017928221594e-01	1.065689932125120309e+00	8.362907107644954596e-01	8.385221068100122688e-01	1.295054900119404051e+00	7.358976748985410765e-01	7.626868357206580962e-01	9.416351339401625165e-01	8.371205809741900650e-01	9.168360145109129000e-01	1.445106654686559633e+00	7.191742157774734245e-01	1.298780984041059572e+00	1.285699896290512845e+00	1.963972747806924213e+00	8.032360396997565433e-01	7.868882259270874036e-01	1.217254966666625471e+00	9.929322017469532913e-01	7.448305212447879908e-01	9.501106915146410037e-01	9.920031251880158107e-01	8.011369255434598324e-01	8.008387569201164125e-01	7.223774972998917576e-01	8.181364104179709162e-01
