#n_pop	landscape_idx	replicate	t	entropy	haplotype_diversity	nucleotide_diversity	strains	n_maxima	n_minima	maximum	minimum	gamma	mean	var	fitness_wildtype	mean_phenotypic_distance	tg0	n0	tg1	n1	tg2	n2	tg3	n3	tg4	n4	tg5	n5	tg6	n6	tg7	n7	tg8	n8	tg9	n9
1000	0	0	10	0.9309227441289827	0.541026	0.5870359999999999	8	3	3	1.8814729510617738	0.6889641598119579	0.644018335628762	0.9633206341662975	0.0713552881867121	0.8110973548845178	0.824074510630544	18	6	2	424	10	8	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	11	0.9345490562733876	0.53955	0.5925459999999999	9	3	3	1.7920591849424272	0.656222323042381	0.6440183356287612	0.9175404778091849	0.06473436670543242	0.7725513480717503	0.8269754626550957	18	6	2	541	10	7	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	12	0.8279675747557813	0.48046999999999984	0.52711	8	3	3	1.722402447049423	0.6307151820172536	0.6440183356287603	0.881875987983181	0.05979976454193203	0.7425225369623395	0.7471989524787708	10	4	18	2	2	649	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	13	0.7341746184741049	0.41794400000000004	0.45362799999999986	8	3	3	1.6717546045210279	0.6121687829025749	0.6440183356287605	0.8559441180851448	0.056334606155028166	0.7206884037199742	0.6524520247943001	18	3	2	721	10	6	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	14	0.6093683005901761	0.32451399999999986	0.35186800000000007	7	3	3	1.6188972891262474	0.5928133115043125	0.6440183356287618	0.8288809904660668	0.05282856305766326	0.6979017733414674	0.49675681127669397	18	4	2	804	10	8	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	15	0.5220978511559741	0.26290600000000003	0.28113800000000005	6	3	3	1.5893104274759116	0.5819790939478534	0.6440183356287609	0.8137324153500081	0.05091522554483319	0.6851469658857563	0.3889789507892319	18	7	2	849	10	9	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	16	0.47771192257660966	0.22145600000000001	0.233522	8	3	3	1.5704153145379551	0.5750600172731105	0.6440183356287622	0.8040580524165605	0.04971177267541027	0.677001339282104	0.30900113634783233	18	9	2	877	3	1	10	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	17	0.49468286556276975	0.2186519999999999	0.23099400000000012	7	3	3	1.5604334653663883	0.571404829817996	0.6440183356287617	0.7989473112450335	0.04908182670634542	0.6726981939962019	0.26904962719896386	18	11	2	880	3	3	10	20	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	18	0.444157087590844	0.18287799999999996	0.19417799999999996	7	3	3	1.5476540060460728	0.5667252039703305	0.6440183356287608	0.7924041840372776	0.048281189222334375	0.6671890073529856	0.20115799012194344	18	11	2	902	3	1	10	23	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	19	0.4160476967888249	0.1624479999999999	0.17501599999999998	8	3	3	1.533299067746086	0.5614686638752834	0.6440183356287624	0.7850544061631088	0.04738969892651268	0.661000636439612	0.13180835493451407	18	14	3	2	2	914	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	20	0.41239204185542055	0.16571799999999992	0.17465200000000003	8	3	3	1.5262899828068301	0.5589020533303377	0.6440183356287603	0.781465730522144	0.046957429393053696	0.6579790409119256	0.10285473852819457	18	19	2	912	3	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	21	0.3875296772468958	0.16644599999999998	0.17073400000000002	5	3	3	1.5206182477359687	0.5568251581054731	0.6440183356287634	0.7785617826220679	0.04660908765304883	0.6555339729076338	0.06781327366030307	18	18	2	911	3	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	22	0.4133039594345086	0.18012399999999998	0.185066	5	3	3	1.5194937235066852	0.5564133760012557	0.6440183356287608	0.7779860223417634	0.04654017664496657	0.6550491938799254	0.064108912225422	18	19	3	4	2	903	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	23	0.42302899901121105	0.1788579999999999	0.18414799999999998	6	3	3	1.5188307389229245	0.5561706020530779	0.6440183356287628	0.7776465719503507	0.046499572741501294	0.6547633832112607	0.06318707492120629	18	21	2	904	3	6	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	24	0.44037446305687244	0.18586999999999992	0.19173999999999997	6	3	3	1.5195312794817182	0.5564271283758353	0.6440183356287621	0.7780052511303915	0.0465424772577101	0.6550653841482958	0.06280813915881157	18	18	3	11	2	900	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	25	0.4762831111988556	0.2109059999999999	0.218262	6	3	3	1.5150040409275245	0.5547693287752627	0.644018335628761	0.7756872893905817	0.04626555632700535	0.6531137051649942	0.048856122866665366	18	23	3	17	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	26	0.45213902581061216	0.19737599999999986	0.207458	7	3	3	1.5149255477902412	0.5547405858914765	0.6440183356287604	0.7756471006338194	0.04626076236673782	0.6530798670085695	0.047466206214772724	18	22	3	14	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	27	0.45266832134920876	0.19744399999999987	0.20568000000000003	7	3	3	1.5145698270360026	0.5546103268566955	0.6440183356287622	0.7754649703818984	0.04623903987180422	0.6529265168566697	0.048018972777476195	18	24	3	13	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	28	0.48830300038198393	0.21630199999999997	0.22633	6	3	3	1.513215766401964	0.5541144923316559	0.6440183356287611	0.7747716866714176	0.046156399276535476	0.6523427853722484	0.05092139751716054	18	28	3	19	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	29	0.4881640271929794	0.21193599999999993	0.22217199999999998	6	3	3	1.5113263842845879	0.5534226319664418	0.6440183356287619	0.7738043165168447	0.04604121063721023	0.6515282783994507	0.055087789408407785	18	37	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	30	0.5919915767479688	0.263016	0.285146	9	3	3	1.506692855669958	0.551725910710289	0.6440183356287609	0.7714319338998348	0.045759330768988304	0.6495307780893946	0.08165786524180996	18	63	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	31	0.6143671031871585	0.27874800000000005	0.2991339999999999	8	3	3	1.5024451493279483	0.5501704711652244	0.6440183356287594	0.769257093615882	0.045501682756269646	0.6476996046056696	0.08631334186055992	18	77	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	32	0.6803892528231	0.30750200000000005	0.3324419999999999	9	3	3	1.50386702830551	0.5506911396417908	0.6440183356287608	0.7699851005519367	0.04558784696727958	0.6483125723748928	0.10254962331779782	18	80	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	33	0.7423251284544908	0.3593539999999999	0.3886340000000001	6	3	3	1.4964227637875385	0.5479651735596593	0.6440183356287628	0.7661736114671177	0.04513763689467276	0.6451033722340245	0.10499199770530189	18	104	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	34	0.7483036232105486	0.3754699999999999	0.40439800000000004	4	3	3	1.489938220690595	0.5455906415293005	0.644018335628762	0.7628535030568955	0.04474728895593583	0.6423079051237494	0.10798428099687897	18	126	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	35	0.7376060774713422	0.37023199999999984	0.3979799999999999	6	3	3	1.487126902932964	0.5445611836379406	0.6440183356287612	0.761414098677685	0.04457858375279489	0.6410959544572954	0.11766138740930086	18	141	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	36	0.7924029299928059	0.41163599999999995	0.444154	6	3	3	1.4800176254200348	0.5419578842358411	0.644018335628762	0.7577741240937539	0.04415338265723068	0.6380311662111382	0.14028456960390617	18	179	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	37	0.8562825652514134	0.446942	0.48585399999999984	8	3	3	1.4761659195162977	0.5405474534771564	0.6440183356287598	0.755802037398744	0.04392386573006812	0.6363707073304772	0.17295872981975668	18	213	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
